frame_id,mesh_mesh_accuracy_mean,mesh_mesh_chamfer_l1,mesh_mesh_chamfer_l2,mesh_mesh_completeness_mean,mesh_mesh_fscore@0.002000,mesh_mesh_fscore@0.005000,mesh_mesh_fscore@0.010000,mesh_mesh_precision@0.002000,mesh_mesh_precision@0.005000,mesh_mesh_precision@0.010000,mesh_mesh_recall@0.002000,mesh_mesh_recall@0.005000,mesh_mesh_recall@0.010000,pcd_pcd_accuracy_mean,pcd_pcd_chamfer_l1,pcd_pcd_chamfer_l2,pcd_pcd_completeness_mean,pcd_pcd_fscore@0.002000,pcd_pcd_fscore@0.005000,pcd_pcd_fscore@0.010000,pcd_pcd_normal_mean_abs_cos,pcd_pcd_normal_mean_angle_deg,pcd_pcd_precision@0.002000,pcd_pcd_precision@0.005000,pcd_pcd_precision@0.010000,pcd_pcd_recall@0.002000,pcd_pcd_recall@0.005000,pcd_pcd_recall@0.010000,time_s
10,0.003326892421384097,0.029645876120437235,0.0010866012350214942,0.02631898369905314,0.11234819788797064,0.26129119336657275,0.43367851210251535,0.36935,0.76505,0.98625,0.06625,0.15755,0.27795,0.003767672195586448,0.03568060447088833,0.0013726610347833327,0.031912932275301883,0.0025957772266901524,0.05264182605390271,0.20824167766534682,0.8375089477206985,23.156184452661254,0.14583333333333334,0.7083333333333334,1.0,0.0013095432967752496,0.027336716320183335,0.1162219675888034,2.5
13,0.002834160881423389,0.03971527887226152,0.0017119577461973366,0.03688111799083813,0.03365998333796168,0.09556921169803684,0.18115678428519463,0.3424,0.93785,1.0,0.0177,0.05035,0.0996,0.0033984333006904397,0.04479003233717112,0.002043572163912881,0.04139159903648068,0.0038699868696874065,0.04312496256513666,0.09836575875486381,0.9778948802612403,11.121497458669737,0.12962962962962962,0.8888888888888888,1.0,0.0019643149451628746,0.02209854313308234,0.05172696022262236,3.25
16,0.0027472721991183553,0.04026053813935325,0.0017571117854927815,0.037513265940234894,0.031504120879120884,0.09273328987614703,0.17243112349796685,0.3475,0.9484,1.0,0.0165,0.04875,0.09435,0.003363979874334891,0.044878195630844345,0.002055437866174158,0.04151421575650945,0.004844700436023039,0.04251389604162597,0.09777362603144948,0.9765069607896476,11.425669268114923,0.18,0.9,1.0,0.002455393681453593,0.021771157308888525,0.05139957439842855,4.0
19,0.0028108948858799367,0.029193779797620785,0.001051521354444403,0.02638288491174085,0.11155691665643795,0.3110056035079622,0.42747159435112697,0.34065,0.89505,0.99915,0.0667,0.1882,0.2719,0.0033086700434387752,0.033134636935588754,0.0012348000027401144,0.029825966892149978,0.01785274562915538,0.19087269057549047,0.3415230080086874,0.8752219245128002,21.39737745843926,0.14925373134328357,0.8905472636815921,1.0,0.00949418890162056,0.10689147159927975,0.205925683417908,4.75
22,0.0030193644980072575,0.022048029656040854,0.0006223524980863646,0.019028665158033597,0.14221423259392227,0.44865774171737655,0.5916775883927314,0.2964,0.8824,0.9996,0.09355,0.3008,0.4202,0.0033700250919412003,0.025783865404771546,0.0007863254389284978,0.022413840312830346,0.05945401531489889,0.3510277051696684,0.4992015722884167,0.8866812379004921,20.282622707238872,0.19136960600375236,0.8386491557223265,1.0,0.035193976100834835,0.2219675888034048,0.3326239973809134,5.5
26,0.0031837554223678784,0.018856144400370832,0.0004582518797464329,0.015672388978002952,0.19584897874114213,0.49734436634538487,0.6593767661121961,0.3427,0.83355,0.9908,0.1371,0.3544,0.4941,0.002927923375692648,0.02163639863184684,0.0005790165554117332,0.01870847525615419,0.10132669594007561,0.4281214402858587,0.5753264925373134,0.9026812556005283,19.093105791371684,0.30155979202772965,0.9081455805892548,1.0,0.06089376330004911,0.2800785725978065,0.4038304141430676,6.5
29,0.004432675628230516,0.011450747286235947,0.00012497623197069775,0.007018071658005431,0.27857290244534694,0.5956106896551725,0.8009976063089531,0.3451,0.6993,0.8856,0.23355,0.5187,0.73115,0.0029082466317330966,0.015237263584136239,0.0003226148535099135,0.012329016952403142,0.17708847188513321,0.6193057800831903,0.7537739698082415,0.8177792822587271,28.453028628334092,0.30518234165067176,0.9059500959692899,1.0,0.12473399901784253,0.4704534293665084,0.6048453101980684,7.25
32,0.004382412465316283,0.010198833034978066,9.599434128070434e-05,0.005816420569661784,0.2897691180230081,0.6374497647836398,0.8470198570293883,0.3259,0.7029,0.89865,0.26085,0.58315,0.801,0.0028900612018403155,0.013420338049339082,0.0002521754640153493,0.010530276847498767,0.1976204334113889,0.6611093672563872,0.7895779671091738,0.8137104795534796,28.843264237349143,0.3177966101694915,0.9101694915254237,1.0,0.14339499099688985,0.5190702242592896,0.6523162547061713,8.0
35,0.004900905532647036,0.010947187259858087,0.00011224767342492682,0.00604628172721105,0.2782004794459735,0.6230586906371809,0.8144035763495514,0.3124,0.6873,0.8576,0.25075,0.5698,0.77535,0.002853067162453488,0.013519198868766052,0.00026607263270189815,0.010666131706312563,0.20298057760660446,0.6669073551256252,0.8042669798394988,0.799529680229989,30.790708759427368,0.32702915681639083,0.9062253743104807,1.0,0.14715992797511868,0.5275822556883287,0.6726141758061875,8.75
38,0.004892101374834182,0.010938382453878782,0.00011257311101712744,0.0060462810790445996,0.28030189094107294,0.6229764977325166,0.8142457276736492,0.31775,0.6871,0.85725,0.25075,0.5698,0.77535,0.002853067162453488,0.013519198868766052,0.00026607263270189815,0.010666131706312563,0.20298057760660446,0.6669073551256252,0.8042669798394988,0.799529680229989,30.790708759427368,0.32702915681639083,0.9062253743104807,1.0,0.14715992797511868,0.5275822556883287,0.6726141758061875,9.5
42,0.004479172347472374,0.013000776815063498,0.0001787676354675123,0.008521604467591124,0.26160598824393827,0.6026900088702524,0.7549360947515701,0.3259,0.7238,0.86975,0.2185,0.5163,0.6669,0.0027994936765878566,0.014713200002962046,0.00036258832445003,0.01191370632637419,0.21732218011872176,0.6922153337365174,0.8010990089294475,0.8103652445396053,29.63135057900654,0.34423548650858543,0.9206868356500408,1.0,0.15878212473399902,0.5545915861843183,0.6681944671795711,10.5
45,0.0038586532386385274,0.011725908328956003,0.00017398695751545679,0.007867255090317476,0.29367825475599674,0.6781199992752573,0.8239213756264443,0.35315,0.78005,0.9204,0.25135,0.59975,0.74575,0.0029077013292734865,0.010409745530095115,0.00014911940017193164,0.007502044200821628,0.21519888565340764,0.7687412290592242,0.8839970770917063,0.831728130205344,27.46702343809712,0.32213740458015266,0.9122137404580153,1.0,0.16156490423964642,0.6642658372892454,0.7921100016369291,11.25
48,0.0033758508582820653,0.00960631692161828,0.00011455915765698642,0.006230466063336214,0.3257156031040458,0.7521041019409503,0.8747784180630502,0.37685,0.84455,0.94965,0.2868,0.6779,0.81085,0.0028582656050800664,0.008959371937041948,9.764729584438836e-05,0.006101106331961882,0.22489095649875238,0.803840005141926,0.9148236965982769,0.8270288245119352,27.973258861565785,0.33436055469953774,0.9167950693374423,1.0,0.16942216402029792,0.715665411687674,0.843018497299067,12.0
51,0.003408825038541184,0.009271140076972818,0.00010016522867373251,0.0058623150384316345,0.323943109460279,0.7414202567950642,0.8830764690968504,0.37375,0.82805,0.94975,0.28585,0.6712,0.82515,0.0028363559607570035,0.008534621846607908,8.525851621223732e-05,0.005698265885850905,0.2434330477835029,0.8126846380696399,0.9235242290748898,0.8277550152306313,27.861137796964833,0.34773218142548595,0.9143268538516919,1.0,0.1872646914388607,0.7313799312489769,0.8579145522998854,12.75
54,0.0034759396459379034,0.008950453641964461,9.181727913233662e-05,0.0054745139960265575,0.36042068206820677,0.7341932882273342,0.8971551555555556,0.3976,0.7986,0.9506,0.3296,0.6794,0.8494,0.0030060097227489428,0.008196039744961154,7.478658624679327e-05,0.005190030022212211,0.26395110413972495,0.8158932873557477,0.9386726893676165,0.8256949443529559,28.257934640806504,0.3305785123966942,0.8771349862258954,1.0,0.21967588803404814,0.762645277459486,0.8844328040595842,13.5
58,0.003638850402320935,0.008640096489215503,7.84149526415725e-05,0.005001246086894568,0.34559373875494787,0.7346568263554318,0.903937632508834,0.37225,0.77705,0.9444,0.3225,0.69665,0.8668,0.0030227650940333503,0.007769438434481059,6.125028719983267e-05,0.004746673340447708,0.2678785929917766,0.825050448084735,0.9469057059127737,0.8245053829618583,28.498543761547932,0.3249475890985325,0.8731656184486373,1.0,0.22786053363889344,0.7819610410869209,0.8991651661483058,14.5
61,0.00330078568694205,0.007113005569322757,4.452374514463239e-05,0.0038122198823807066,0.362696459264352,0.7937332033093208,0.9454669997620746,0.382,0.8228,0.9597,0.34525,0.76665,0.93165,0.0029929799458375084,0.00701179770055047,4.372476401952422e-05,0.004018817754712962,0.2865691336356673,0.8507558461132511,0.9670273926276631,0.8247478735208289,28.31290731578113,0.3384387351778656,0.8730237154150198,1.0,0.2484858405631036,0.8295956785071207,0.9361597642822066,15.25
64,0.003536002439771158,0.0076447449223618225,5.990464012230036e-05,0.004108742482590665,0.3850627919045148,0.7760805783660194,0.9116477699498342,0.3968,0.7901,0.92925,0.374,0.76255,0.8947,0.0029799658798054687,0.006568814177410478,3.539249287758614e-05,0.0035888482976050096,0.31853373848454153,0.8573710789239564,0.9748866958533511,0.8054170012685508,30.376983080638,0.34199497066219614,0.8683989941324393,0.9995808885163453,0.2980847929284662,0.8466197413651989,0.9513832051072189,16.0
67,0.0034476261332300508,0.0073349497372708905,5.366340234902551e-05,0.00388732360404084,0.39751535900496265,0.7857247367918827,0.9190303897304795,0.4115,0.8,0.9326,0.38445,0.77195,0.90585,0.002976030519135564,0.006327904989217382,2.980849949353444e-05,0.0033518744700818176,0.31984637213344075,0.8652225277644959,0.9819758588668451,0.8072927543503231,30.30166922630632,0.33646003262642743,0.8731647634584013,0.9995921696574225,0.3047962023244393,0.8574234735635947,0.9649697168112621,16.75
70,0.0035220723467609544,0.007435148660834242,5.54676768230729e-05,0.003913076314073288,0.4016545997387573,0.7770554297478127,0.9169160101409372,0.41235,0.7878,0.92915,0.3915,0.7666,0.905,0.0029733671654547157,0.00638546885108926,3.1660911714965736e-05,0.0034121016856345446,0.3209176879283058,0.8629555205828834,0.9803638829841803,0.8092958933631814,30.143793034585826,0.3364448051948052,0.8729707792207793,0.9995941558441559,0.30676051726960224,0.8531674578490751,0.9618595514814209,17.5
74,0.003340434540375303,0.00697305104622651,4.633118803873302e-05,0.003632616505851207,0.41178976631259484,0.7919651738938333,0.9349054973262032,0.4178,0.80425,0.9444,0.40595,0.78005,0.9256,0.0029968308745874175,0.006219486255212719,2.786148028845763e-05,0.003222655380625301,0.3211454885203413,0.8687551330196618,0.9869593062877688,0.808337665292261,30.197106750380982,0.33084479371316305,0.8699410609037328,0.999607072691552,0.3119986904567032,0.8675724341136029,0.9746275986249795,18.5
77,0.0032576286836469613,0.006934508801445562,4.5298265074244224e-05,0.0036768801177986007,0.4046723106340982,0.7921699262108981,0.9386592336164887,0.42125,0.81515,0.9513,0.38935,0.77045,0.92635,0.0029646573506647744,0.0063458242676512205,2.8864096387492057e-05,0.0033811669169864465,0.31015533097222625,0.8582569118628213,0.9866777330728466,0.7988901656822851,31.027205119051423,0.34089877439854743,0.8710848842487517,0.9995460735360872,0.284498281224423,0.8458012768047144,0.9741365198886888,19.25
80,0.003077369502301613,0.006152263433423528,3.2049637720346214e-05,0.003074893931121915,0.42055397051830723,0.8270186802889702,0.9757613695752422,0.425,0.8339,0.96655,0.4162,0.82025,0.98515,0.003049099019959645,0.005999844430409967,2.399269320344925e-05,0.0029507454104503216,0.32890160708747174,0.8775121887376837,0.9968566508285673,0.8077607490549061,30.360020878922466,0.33043149129447386,0.8588190764572293,0.9996214988644966,0.3273858241938124,0.897037158291046,0.9941070551645114,20.0
83,0.002579027515496132,0.0053402884374729506,2.1984520445609435e-05,0.002761260921976819,0.4424056534508077,0.8773669733132068,0.9980743982165668,0.45305,0.8967,0.9973,0.43225,0.85885,0.99885,0.00307420729869587,0.005951315567967356,2.3232800683099375e-05,0.0028771082692714864,0.3265607882706548,0.8797290352874731,0.9986692643546327,0.8122869672298003,29.87916736490933,0.32413539367181754,0.8565121412803532,0.9996320824135394,0.3290227533147815,0.9042396464233099,0.9977082992306433,20.75
86,0.002596474460739185,0.005397533977856992,2.256485113543505e-05,0.0028010595171178067,0.4394922762148338,0.8705382334366747,0.9976246685878962,0.45285,0.88865,0.99705,0.4269,0.85315,0.9982,0.003135375822893132,0.006007445139202422,2.3814560426239574e-05,0.0028720693163092905,0.3259825181763895,0.8705402262040802,0.9986730356780072,0.8103862305104417,30.104965844022818,0.32036036036036036,0.8385585585585585,0.9996396396396396,0.33180553282042885,0.9050581109837944,0.9977082992306433,21.5
90,0.00265252419885835,0.00544645999109271,2.261918860572504e-05,0.0027939357922343597,0.4331077668782458,0.8659967673968887,0.9982746688036864,0.4411,0.8786,0.9977,0.4254,0.85375,0.99885,0.0031439334145384047,0.005995017173727457,2.369125388684128e-05,0.0028510837591890523,0.32754908079385175,0.8711443867665672,0.9986605631040211,0.8125153874266441,30.005990456011574,0.32262669521770165,0.8361884368308351,0.9992862241256245,0.3326239973809134,0.9091504337862171,0.9980356850548371,22.5
93,0.0026942806394374998,0.005431264379846333,2.227992996591041e-05,0.0027369837404088338,0.43078465421211415,0.8694979039677976,0.9983743182671841,0.43795,0.87085,0.99755,0.42385,0.86815,0.9992,0.003197182764086408,0.005970901161822712,2.3407420034275876e-05,0.0027737183977363036,0.3262833187942651,0.8757401173466411,0.9986638464542469,0.8139325500951443,29.861575760257686,0.3150448585231194,0.8271221532091098,0.9989648033126294,0.3383532493043051,0.9304305123588149,0.998363070879031,23.25
96,0.0026276594215319904,0.005295596404099235,2.097948220467632e-05,0.002667936982567244,0.4392824218972287,0.8763560519184139,0.9996248593222459,0.44365,0.88045,0.99925,0.435,0.8723,1.0,0.003191073194557485,0.006022849491674015,2.3724966202167738e-05,0.00283177629711653,0.31542604052756784,0.8736723157211457,0.9982875854314013,0.8204280971017296,29.206374665339062,0.3114275282949982,0.8316903979554582,0.9985396129974443,0.3195285644131609,0.9201178588967097,0.9980356850548371,24.0
99,0.0026405854213752303,0.005308521813045338,2.1081182586016473e-05,0.002667936391670108,0.436891737239643,0.876207418185968,0.9997999599919984,0.4388,0.88015,0.9996,0.435,0.8723,1.0,0.003191073194557485,0.006022849491674015,2.3724966202167738e-05,0.00283177629711653,0.31542604052756784,0.8736723157211457,0.9982875854314013,0.8204280971017296,29.206374665339062,0.3114275282949982,0.8316903979554582,0.9985396129974443,0.3195285644131609,0.9201178588967097,0.9980356850548371,24.75
102,0.0026456309216265493,0.005313605748888148,2.1154214268374596e-05,0.0026679748272615995,0.43893900563813426,0.8749419738270758,0.9995748192982017,0.44295,0.8776,0.99915,0.435,0.8723,1.0,0.003191073194557485,0.006022849491674015,2.3724966202167738e-05,0.00283177629711653,0.31542604052756784,0.8736723157211457,0.9982875854314013,0.8204280971017296,29.206374665339062,0.3114275282949982,0.8316903979554582,0.9985396129974443,0.3195285644131609,0.9201178588967097,0.9980356850548371,25.5
106,0.002632976934371326,0.0052554582866889184,2.0451437751015884e-05,0.0026224813523175925,0.438442194092827,0.8833231596524496,1.0,0.4366,0.88205,1.0,0.4403,0.8846,1.0,0.0031943524340243574,0.006050758485480654,2.3870496343494883e-05,0.0028564060514562964,0.30835160220066354,0.8672310410661722,0.9985411207160277,0.8219970811298795,29.179438876701777,0.310126582278481,0.8239017125837677,0.9988830975428146,0.3065968243575053,0.9153707644458995,0.998199377966934,26.5
109,0.0026093229827181645,0.005231804541053764,2.0310849945810754e-05,0.002622481558335599,0.4403999772933697,0.8863465448186384,1.0,0.4405,0.8881,1.0,0.4403,0.8846,1.0,0.0031943524340243574,0.006050758485480654,2.3870496343494883e-05,0.0028564060514562964,0.30835160220066354,0.8672310410661722,0.9985411207160277,0.8219970811298795,29.179438876701777,0.310126582278481,0.8239017125837677,0.9988830975428146,0.3065968243575053,0.9153707644458995,0.998199377966934,27.25
112,0.0026376161415192414,0.005260100808474614,2.0579244233105488e-05,0.002622484666955373,0.43902129719264277,0.8828967266961152,1.0,0.43775,0.8812,1.0,0.4403,0.8846,1.0,0.0031943524340243574,0.006050758485480654,2.3870496343494883e-05,0.0028564060514562964,0.30835160220066354,0.8672310410661722,0.9985411207160277,0.8219970811298795,29.179438876701777,0.310126582278481,0.8239017125837677,0.9988830975428146,0.3065968243575053,0.9153707644458995,0.998199377966934,28.0
115,0.0026224008357039175,0.005244887382792485,2.0381265761722518e-05,0.0026224865470885674,0.4403,0.8851246886033046,1.0,0.4403,0.88565,1.0,0.4403,0.8846,1.0,0.0031943524340243574,0.006050758485480654,2.3870496343494883e-05,0.0028564060514562964,0.30835160220066354,0.8672310410661722,0.9985411207160277,0.8219970811298795,29.179438876701777,0.310126582278481,0.8239017125837677,0.9988830975428146,0.3065968243575053,0.9153707644458995,0.998199377966934,28.75
118,0.0026237292407940934,0.005240085173989164,2.038884724722196e-05,0.0026163559331950706,0.44064419040054464,0.8840740321805277,0.9998249693696397,0.44225,0.88315,0.99965,0.43905,0.885,1.0,0.0032258140703436563,0.0060327162345186255,2.400306116678001e-05,0.002806902164174969,0.31819852609093346,0.8711126377841231,0.9965881318040584,0.8230900977486181,29.031347349311705,0.3132616487455197,0.825089605734767,0.9949820788530466,0.32329350139138974,0.9225732525781634,0.998199377966934,29.5
122,0.0026408826580813145,0.005264390978914718,2.0943030989880305e-05,0.0026235083208334038,0.442699542579625,0.8824243193472533,0.9978214767118484,0.44225,0.88165,0.99595,0.44315,0.8832,0.9997,0.0032315888605946026,0.006078277497355254,2.4635605473871632e-05,0.002846688636760652,0.317687731118569,0.8675005500068868,0.9955103812142176,0.8303394154945415,28.470740498579772,0.31748408835642083,0.8225383751403968,0.9925121677274429,0.31789163529219183,0.9176624652152562,0.9985267637911278,30.5
125,0.0026465087719189082,0.005270016932493005,2.091238664457219e-05,0.0026235081605740966,0.44040813986490324,0.8839992760180996,0.9978465701257705,0.4377,0.8848,0.996,0.44315,0.8832,0.9997,0.0032315888605946026,0.006078277497355254,2.4635605473871632e-05,0.002846688636760652,0.317687731118569,0.8675005500068868,0.9955103812142176,0.8303394154945415,28.470740498579772,0.31748408835642083,0.8225383751403968,0.9925121677274429,0.31789163529219183,0.9176624652152562,0.9985267637911278,31.25
128,0.0026176439146980675,0.0052411398693941475,2.0786067337323875e-05,0.00262349595469608,0.4454876038159371,0.8822990819449167,0.9981225147150908,0.44785,0.8814,0.99655,0.44315,0.8832,0.9997,0.0032315888605946026,0.006078277497355254,2.4635605473871632e-05,0.002846688636760652,0.317687731118569,0.8675005500068868,0.9955103812142176,0.8303394154945415,28.470740498579772,0.31748408835642083,0.8225383751403968,0.9925121677274429,0.31789163529219183,0.9176624652152562,0.9985267637911278,32.0
131,0.0027154326656891343,0.005364576414397164,2.213619730077719e-05,0.00264914374870803,0.4360903634487503,0.8767719882524023,0.9929886983887211,0.43405,0.87515,0.98965,0.43815,0.8784,0.99635,0.0033719346985697533,0.006176822882216312,2.602089304441282e-05,0.002804888183646559,0.31417893417252407,0.8619963452788632,0.9915710666177288,0.8251084416691407,28.917362194589327,0.3085476025017373,0.8075052119527449,0.9847116052814454,0.32001964314945164,0.9243738746112293,0.9985267637911278,32.75
134,0.0027473410623810304,0.0053945553574542985,2.2390873425909893e-05,0.002647214295073268,0.43394006912442395,0.8735868250107311,0.9928613974568804,0.4289,0.86785,0.9892,0.4391,0.8794,0.99655,0.003370618188282499,0.006173581844888153,2.5995097379269807e-05,0.002802963656605654,0.3150643523217731,0.8618602820798174,0.9916032499472942,0.8234692462930715,29.06402118204624,0.30934256055363324,0.8072664359861592,0.9847750865051903,0.32100180062203304,0.9243738746112293,0.9985267637911278,33.5
138,0.002967187854879644,0.005706779128872487,2.7737078844924573e-05,0.0027395912739928427,0.4354109318481943,0.8597394429260917,0.9778659935069914,0.43295,0.8501,0.96765,0.4379,0.8696,0.9883,0.0035936196255024247,0.006402219567268108,3.0088300537972178e-05,0.002808599941765684,0.3104024974913591,0.8523520873041359,0.9831779670073054,0.8262073100944565,28.891663617137212,0.29948364888123924,0.7924268502581756,0.9679862306368331,0.3221476510067114,0.9220821738418726,0.9988541496153217,34.5
141,0.0026072830589713935,0.005150503127128227,2.043762476475265e-05,0.002543220068156833,0.4541080429397192,0.8895820143884893,0.9953953561382358,0.45135,0.8856,0.99325,0.4569,0.8936,0.99755,0.00334676494389769,0.006092162197317785,2.5055605468834537e-05,0.002745397253420096,0.31588862344718366,0.8686396753528351,0.993425137042981,0.8289524311105558,28.678076403088014,0.3074829931972789,0.810204081632653,0.9874149659863946,0.3247667376002619,0.9361597642822066,0.9995089212637093,35.25
144,0.0026254926318206905,0.005144362765562346,2.0315336461612848e-05,0.002518870133741655,0.4555371762510974,0.8889964484562173,0.9955669839037742,0.45025,0.88215,0.99275,0.46095,0.89595,0.9984,0.0033475879651726132,0.006094154540771994,2.5083238519970075e-05,0.002746566575599381,0.31552138234969956,0.8685184627559244,0.9933486064783769,0.8266526593134473,28.86640806061504,0.3069340584636302,0.809993201903467,0.987423521414004,0.324603044688165,0.9361597642822066,0.9993452283516123,36.0
147,0.00272492638672025,0.005242438865473481,2.1833442471726345e-05,0.002517512478753231,0.4608384035572908,0.882102516150969,0.9907976812837462,0.45175,0.8691,0.98365,0.4703,0.8955,0.99805,0.0035641140440361018,0.006269062095034565,2.803770603522141e-05,0.0027049480509984633,0.3153027387850218,0.8581557006894639,0.9872070844822054,0.818159604015576,29.629476319189862,0.29747245625405055,0.787751134154245,0.9750486066104991,0.3354067768865608,0.942380094941889,0.9996726141758062,36.75
150,0.002755016169358744,0.0052537473859369625,2.1701657423392202e-05,0.0024987312165782186,0.45616471168063083,0.882826188993319,0.9927759977841009,0.4437,0.86755,0.98585,0.46935,0.89865,0.9998,0.003591353595889504,0.006272952870288059,2.8118086974731356e-05,0.002681599274398555,0.3142439996448618,0.8575526427929316,0.9869745923744475,0.8155656798051774,29.83385616349535,0.2915211178151794,0.7846935535090505,0.9745951095585901,0.3408086429857587,0.9453265673596333,0.9996726141758062,37.5
154,0.002737504610692362,0.005236232209543213,2.1572208199765868e-05,0.0024987275988508514,0.46043377659574464,0.8815559064493267,0.9926999345253086,0.45185,0.8651,0.9857,0.46935,0.89865,0.9998,0.003591353595889504,0.006272952870288059,2.8118086974731356e-05,0.002681599274398555,0.3142439996448618,0.8575526427929316,0.9869745923744475,0.8155656798051774,29.83385616349535,0.2915211178151794,0.7846935535090505,0.9745951095585901,0.3408086429857587,0.9453265673596333,0.9996726141758062,38.5
157,0.0027586300359809628,0.005253305165394493,2.1859627504313283e-05,0.0024946751294135307,0.46078633850157213,0.8812263690763167,0.9913878460840183,0.4482,0.8653,0.9836,0.4741,0.89775,0.9993,0.003578085406112369,0.006256710194634052,2.801080046686848e-05,0.0026786247885216834,0.3158322097544848,0.8589186752209607,0.9869787279741249,0.8168823423933305,29.67308243526336,0.2926984126984127,0.786984126984127,0.9746031746031746,0.3429366508430185,0.9453265673596333,0.9996726141758062,39.25
160,0.002743567629249415,0.0052382429988017815,2.1739464084634816e-05,0.0024946753695523666,0.4611296061541795,0.8813819151047724,0.9916925233173682,0.44885,0.8656,0.9842,0.4741,0.89775,0.9993,0.003578085406112369,0.006256710194634052,2.801080046686848e-05,0.0026786247885216834,0.3158322097544848,0.8589186752209607,0.9869787279741249,0.8168823423933305,29.67308243526336,0.2926984126984127,0.786984126984127,0.9746031746031746,0.3429366508430185,0.9453265673596333,0.9996726141758062,40.0
163,0.0027447326292396627,0.005235255700980069,2.174034084083262e-05,0.0024905230717404067,0.4621811655314088,0.8810305034746845,0.991309227083596,0.4513,0.86395,0.9833,0.4736,0.8988,0.99945,0.0035791939290463794,0.006244877747558638,2.792764922850668e-05,0.0026656838185122587,0.3164461820151993,0.8592536954312283,0.9870199381641944,0.8154071042924951,29.839356785970576,0.2930379746835443,0.7860759493670886,0.9746835443037974,0.34391880831559996,0.9474545752168931,0.9996726141758062,40.75
