frame_id,time_s,pcd_pcd_accuracy_mean,pcd_pcd_completeness_mean,pcd_pcd_chamfer_l1,pcd_pcd_chamfer_l2,pcd_pcd_normal_mean_abs_cos,pcd_pcd_normal_mean_angle_deg,pcd_pcd_fscore@0.002000,pcd_pcd_precision@0.002000,pcd_pcd_recall@0.002000,pcd_pcd_fscore@0.005000,pcd_pcd_precision@0.005000,pcd_pcd_recall@0.005000,pcd_pcd_fscore@0.010000,pcd_pcd_precision@0.010000,pcd_pcd_recall@0.010000,mesh_mesh_accuracy_mean,mesh_mesh_completeness_mean,mesh_mesh_chamfer_l1,mesh_mesh_chamfer_l2,mesh_mesh_fscore@0.002000,mesh_mesh_precision@0.002000,mesh_mesh_recall@0.002000,mesh_mesh_fscore@0.005000,mesh_mesh_precision@0.005000,mesh_mesh_recall@0.005000,mesh_mesh_fscore@0.010000,mesh_mesh_precision@0.010000,mesh_mesh_recall@0.010000
42,10.5,0.0027556935635728516,0.015120771841336441,0.017876465404909295,0.0005078021256900153,0.8061520010988789,30.247812709301147,0.20988861425311697,0.38486312399355876,0.14428895612708018,0.6154646296805029,0.9033816425120773,0.46671709531013617,0.7314381672064292,1.0,0.5765885022692889,0.0043952550266791734,0.007070603866839791,0.011465858893518964,0.00014712985511125082,0.3225677389776114,0.366,0.28835,0.6476016951093804,0.7236,0.58605,0.8013704597558707,0.87405,0.73985
45,11.25,0.002778354631965973,0.014190727672465512,0.016969082304431483,0.00045831865994642405,0.8129785465532834,29.674515246432478,0.22134662845031755,0.3877551020408163,0.1548789712556732,0.6351321346799066,0.9024943310657596,0.48997730711043874,0.7470678829522568,1.0,0.5962556732223904,0.0040484520476025306,0.006738324520605737,0.010786776568208267,0.00013103917781398105,0.3337034069913532,0.3776,0.29895,0.6661183926384922,0.7456,0.60195,0.8196901929893659,0.89245,0.7579
48,12.0,0.002933917273981046,0.010074105304808683,0.013008022578789729,0.0002565750762767409,0.8128679170261753,29.708069360028723,0.24658358667187133,0.3744602097470697,0.1838124054462935,0.6910592046143743,0.8673658235657001,0.5743192133131618,0.8248888888888889,1.0,0.7019667170953101,0.0034850124281832146,0.004894574619881718,0.008379587048064931,7.40142782911115e-05,0.3535931763879129,0.38345,0.32805,0.738567009232428,0.79205,0.69185,0.9043437689801778,0.9386,0.8725
51,12.75,0.0028520529976954158,0.00863309730840241,0.011485150306097827,0.00018662617735915548,0.8116900683547003,29.761430041600033,0.2724892187456984,0.390188248716486,0.20934190620272314,0.723462609955811,0.8819167142042214,0.6132753403933434,0.8437739149447907,1.0,0.7297655068078669,0.0038565422321925396,0.004822862893791913,0.008679405125984453,7.330878741181945e-05,0.35537226849583536,0.38255,0.3318,0.7043021622960681,0.74515,0.6677,0.8795437537273165,0.90655,0.8541
54,13.5,0.0027507898366852302,0.006996819525362926,0.009747609362048156,0.00012546932791892158,0.8218025362015823,28.99273804088701,0.31040129732904725,0.4134078212290503,0.2484871406959153,0.7645469956097846,0.8918232605383444,0.6690620272314675,0.8752525789641604,1.0,0.778177004538578,0.0032153478769296824,0.003696177080912949,0.006911524957842631,4.5726541284002675e-05,0.4140526572668113,0.43365,0.39615,0.7847530441424525,0.81015,0.7609,0.9334029135313178,0.94625,0.9209
58,14.5,0.0027523119697683805,0.0067115183030223595,0.00946383027279074,0.000116606268094267,0.8212007960495568,29.067646952254897,0.3144633009097194,0.40788177339901477,0.2558623298033283,0.7696930814515887,0.8931034482758621,0.6762481089258698,0.882265905728176,1.0,0.7893343419062028,0.00339503389180635,0.003929020342990913,0.007324054234797263,5.154901628069666e-05,0.4078569157392687,0.429,0.3887,0.7558130016846695,0.7845,0.72915,0.9229669311596166,0.93615,0.91015
61,15.25,0.0026909742661531478,0.005957233235218422,0.00864820750137157,9.527803617641987e-05,0.8248611621607023,28.707757061481566,0.3368114031144806,0.4177449168207024,0.2821482602118003,0.7943425096352906,0.9015711645101664,0.709909228441755,0.9015371832156212,1.0,0.8207261724659607,0.0034229101898844427,0.0038234297743936474,0.007246339964278091,5.4364086278274133e-05,0.4424485051895307,0.46145,0.42495,0.7815850281222039,0.80595,0.75865,0.8987946436020803,0.90975,0.8881
64,16.0,0.002706297689335216,0.0058051419436626105,0.008511439632997827,9.083754184091739e-05,0.8280377371801132,28.461154113803218,0.33592197941123353,0.4166666666666667,0.2813918305597579,0.7993823713653424,0.8997252747252747,0.7191754916792739,0.90574236937403,1.0,0.8277231467473525,0.003363501581237993,0.0037415054137247294,0.007105006994962722,5.226308870528476e-05,0.44565206676375047,0.464,0.4287,0.7842327089704384,0.8059,0.7637,0.9045361189410269,0.9148,0.8945
67,16.75,0.0026824023881517546,0.005676106769458908,0.008358509157610662,8.796648501026221e-05,0.8311872862720954,28.17545669359139,0.3445371515805543,0.4217410915651782,0.29122541603630864,0.8080449569588527,0.9016689219666215,0.732034795763994,0.9078893019413465,1.0,0.8313161875945537,0.003267824123088249,0.003429121206043547,0.006696945329131796,4.478979286730938e-05,0.45418531968746556,0.463,0.4457,0.7942032884385424,0.80845,0.78045,0.9287238687447845,0.92975,0.9277
70,17.5,0.0026824023881517546,0.005676106769458908,0.008358509157610662,8.796648501026221e-05,0.8311872862720954,28.17545669359139,0.3445371515805543,0.4217410915651782,0.29122541603630864,0.8080449569588527,0.9016689219666215,0.732034795763994,0.9078893019413465,1.0,0.8313161875945537,0.003246054058432176,0.0034291201530534552,0.006675174211485632,4.4319234838712665e-05,0.45564789690156293,0.46605,0.4457,0.7941309016522422,0.8083,0.78045,0.9303175933141644,0.93295,0.9277
74,18.5,0.00268462284511113,0.005626394166030152,0.008311017011141283,8.705637931375424e-05,0.8354444997639391,27.73084227492766,0.3472164707280653,0.41882247992863514,0.29652042360060515,0.8142576153396248,0.9045495093666369,0.7403555219364599,0.9083402146985962,1.0,0.8320726172465961,0.0032205311953326997,0.00338397135980101,0.00660450255513371,4.419873562073642e-05,0.4672149494733466,0.48055,0.4546,0.8001715749359655,0.8123,0.7884,0.9294472456829307,0.93105,0.92785
77,19.25,0.0026764376035766746,0.005622654060268861,0.008299091663845536,8.696850156725076e-05,0.8336155077013618,27.94226474254921,0.3506939616517715,0.4229055258467023,0.29954614220877457,0.8120167475131164,0.9024064171122995,0.7380862329803328,0.9083402146985962,1.0,0.8320726172465961,0.0032106398591715945,0.003396227032194234,0.006606866891365829,4.4468534435332315e-05,0.47245779564205626,0.4834,0.462,0.7997624101506344,0.8122,0.7877,0.9283705830079441,0.9304,0.92635
80,20.0,0.002672871484967324,0.005613165358517058,0.008286036843484381,8.678239491886246e-05,0.834883786546146,27.757109357573196,0.3523413291739036,0.4288908765652952,0.2989788199697428,0.8129239971002723,0.9029516994633273,0.7392208774583964,0.9085655314757483,1.0,0.8324508320726173,0.0031567976053847686,0.0033567920663240955,0.006513589671708864,4.2628559497157655e-05,0.47043122676579924,0.483,0.4585,0.8009725287069396,0.8147,0.7877,0.9353155373800551,0.9383,0.93235
83,20.75,0.00267496516781653,0.005491378125391492,0.008166343293208022,8.374098721624664e-05,0.8350138227668634,27.686276779349853,0.3556237150118156,0.42895086321381143,0.3037065052950076,0.8170197580766947,0.9034971226206286,0.7456505295007564,0.9124935732647815,1.0,0.8390695915279879,0.003043628530232978,0.0032272369018747577,0.0062708654321077355,3.9472942879748586e-05,0.4791709056780854,0.49155,0.4674,0.8099407905699385,0.82395,0.7964,0.9427114428916175,0.9463,0.93915
86,21.5,0.002672600362579337,0.005575294075566455,0.008247894438145793,8.599606161809052e-05,0.8350975698743841,27.678899658692323,0.3575455395498558,0.42964935641367064,0.30616490166414523,0.8144590539570389,0.9027962716378163,0.7418683812405447,0.9095783070419631,1.0,0.8341527987897126,0.003220565740412232,0.0033890463262222044,0.006609612066634437,4.398216589806747e-05,0.4616699382849719,0.46955,0.45405,0.8021377453729669,0.8154,0.7893,0.9307421676067689,0.93345,0.92805
90,22.5,0.0026863249694805717,0.005356664208289322,0.008042989177769893,7.785856541852316e-05,0.8311364654785406,28.049735124575648,0.35518735306658633,0.4273088820150243,0.3038956127080182,0.8165697903832698,0.9010163499779055,0.7465960665658093,0.9124213291281615,0.9995581087052585,0.8392586989409985,0.0032341947818095404,0.00343065414720773,0.00666484892901727,4.581437345961633e-05,0.464710623655914,0.4766,0.4534,0.8076774418172815,0.81775,0.79785,0.923632677421101,0.92765,0.91965
93,23.25,0.002719042785859249,0.00512569299718328,0.007844735783042529,7.221638032064599e-05,0.8308815381681901,28.11991585527797,0.354908455157268,0.42032730404823426,0.3071104387291982,0.8223358453069913,0.8957795004306632,0.7600226928895613,0.9201932155737577,0.9995693367786391,0.8524962178517398,0.003160676830468778,0.0034783865837216816,0.0066390634141904594,4.684446523346921e-05,0.46539023500375576,0.4821,0.4498,0.8208663835099257,0.83495,0.80725,0.9149184284582389,0.9249,0.90515
96,24.0,0.0027284150595051097,0.00484999457493387,0.00757840963443898,6.376982446152046e-05,0.8288854971328756,28.31822745222171,0.3545765004091252,0.4186939820742638,0.30748865355521937,0.8276853831877581,0.8979940247545881,0.7675869894099848,0.9273421274941032,0.9991463935125907,0.8651664145234493,0.003144583845535017,0.0034298840751284232,0.00657446792066344,4.607087344681499e-05,0.4619928625500162,0.4752,0.4495,0.8266140943453281,0.83735,0.81615,0.9200894014725461,0.92905,0.9113
99,24.75,0.0028238053484073936,0.004329424351359632,0.007153229699767025,5.167695360804824e-05,0.8283160247139635,28.394773988991346,0.3491686422141904,0.4042466312780727,0.3072995461422088,0.8334425855703711,0.87995100040833,0.7916036308623298,0.9476086219876687,0.9991833401388321,0.9010968229954615,0.00280951948048943,0.0030888171837340187,0.0058983366642234485,3.323274664313625e-05,0.467212486636733,0.4828,0.4526,0.850961555405445,0.8662,0.83625,0.9557596923962228,0.9596,0.95195
102,25.5,0.002880250046208283,0.003948675173382448,0.006828925219590731,4.299165263692888e-05,0.8301747215421674,28.21490271426914,0.34798592341267687,0.39452054794520547,0.31127080181543115,0.8441552258438592,0.8704500978473582,0.8194024205748865,0.9598199191271407,0.9992172211350293,0.9234114977307111,0.0025847548881886206,0.002869875395536748,0.005454630283725368,2.6553576373244855e-05,0.47406004740584673,0.491,0.45825,0.874235362227686,0.88815,0.86075,0.9760080349367347,0.98245,0.96965
106,26.5,0.002900669617952618,0.003506526938535547,0.006407196556488165,3.349968997570255e-05,0.8341849348272051,27.886589728278988,0.3517349592419284,0.3888255416191562,0.3211043872919818,0.8571321731785809,0.8684910680349677,0.8460665658093798,0.9749314166403409,0.9992398327632079,0.9517776096822995,0.002474996075428694,0.00268911531040074,0.005164111385829433,2.2471207275034805e-05,0.4743310758860393,0.4884,0.46105,0.8938064543191925,0.90625,0.8817,0.9855647718337012,0.98875,0.9824
109,27.25,0.0029087178929772927,0.003480608536622862,0.006389326429600155,3.319431746566452e-05,0.8347437657345217,27.803856278381765,0.3486123058960128,0.3839758125472411,0.31921331316187596,0.8601176052725048,0.8688586545729403,0.8515506807866868,0.9770126556808723,0.999244142101285,0.955748865355522,0.002457542604478432,0.002663501243024483,0.0051210438475029155,2.142248523399687e-05,0.468465746121448,0.4836,0.45425,0.8980693256144061,0.91005,0.8864,0.9909645046545069,0.9942,0.98775
112,28.0,0.002896212653892961,0.003397070523956143,0.006293283177849104,3.206668978289887e-05,0.8336361869206081,27.91568948687884,0.35176149146004565,0.384011953679492,0.3245083207261725,0.8661439478010796,0.8703772880089653,0.8619515885022693,0.9791860142615602,0.999252895031752,0.959909228441755,0.0023708255709749475,0.0025845849888859033,0.004955410559860851,1.9912119150226196e-05,0.47530808510638295,0.4923,0.45945,0.9127222243523033,0.92365,0.90205,0.9917660759748935,0.99475,0.9888
115,28.75,0.002913219101753345,0.0030857623139665816,0.005998981415719927,2.7354270380422864e-05,0.8321398682584384,28.27815693490348,0.36310694538452454,0.38260570642832586,0.34549924357034795,0.878647405029744,0.8628394637332417,0.8950453857791225,0.9847501823626116,0.9986249570299072,0.9712556732223904,0.002253855902923659,0.002350423364889471,0.00460427926781313,1.6604049374390324e-05,0.5056112884102362,0.52095,0.49115,0.9367438510808648,0.93915,0.93435,0.996574858891704,0.99695,0.9962
118,29.5,0.002917686402212939,0.003097121196912397,0.006014807599125336,2.7455234802308714e-05,0.830662130651527,28.46246058490853,0.3612464513951112,0.38033012379642367,0.3439863842662632,0.876619103113991,0.8624484181568088,0.8912632375189108,0.9852357160439486,0.9986244841815681,0.9722012102874432,0.002252638826434423,0.002356526272507307,0.00460916509894173,1.6637002509670284e-05,0.5021919415012684,0.51645,0.4887,0.9347728276858067,0.9362,0.93335,0.9974248590119558,0.9978,0.99705
122,30.5,0.0028084787262728597,0.003194019669044825,0.006002498395317685,2.9533917684872415e-05,0.8407812678674302,27.410961015494255,0.37392029733101384,0.39479315263908704,0.355143721633888,0.8860758684372286,0.8837375178316691,0.8884266263237519,0.9793734500282358,0.9996433666191156,0.959909228441755,0.0019891754511756517,0.0021855603088697323,0.004174735760045384,1.3983635650633917e-05,0.5450456464984198,0.56645,0.5252,0.9577077601733183,0.9658,0.94975,0.9968946935500049,0.9992,0.9946
125,31.25,0.0028219782804643646,0.003170334570847671,0.005992312851312036,2.9529367205909886e-05,0.8430441521129697,27.222948487237897,0.37749232914676006,0.39623980134799575,0.3604387291981846,0.8850929847010361,0.8797445902802412,0.8905068078668684,0.9793743607678632,0.9996452642781128,0.959909228441755,0.0020154682551226425,0.0021829760968987443,0.004198444352021387,1.4149678225454191e-05,0.5488329768838732,0.56705,0.53175,0.9543956859971712,0.96165,0.94725,0.996744920993228,0.999,0.9945
128,32.0,0.0027727043340241364,0.0029585438611757836,0.00573124819519992,2.7238369959629052e-05,0.8434853390475067,26.904608618057495,0.40267845193966834,0.40640809443507586,0.39901664145234494,0.8993042620243862,0.8860033726812816,0.9130105900151286,0.9816099687416432,0.9989881956155143,0.9648260211800302,0.0019527525055314612,0.002039779355470387,0.0039925318610018485,1.2428112984949506e-05,0.5684641758241759,0.5815,0.556,0.9664720970537262,0.96815,0.9648,0.9986747240093123,0.9992,0.99815
131,32.75,0.0027651675919383245,0.0028799281441101647,0.005645095736048489,2.601818352199073e-05,0.8539512276053374,26.135784140855222,0.4042865976232239,0.40388413429888087,0.40468986384266264,0.904647909739838,0.8861092824226465,0.9239788199697428,0.9827586992962145,0.9993416721527321,0.9667170953101362,0.0018535716193261663,0.0019397245259104594,0.0037932961452366255,1.1051553592386045e-05,0.5789022966672422,0.5898,0.5684,0.981113731685565,0.98445,0.9778,0.9983238424360804,0.9994,0.99725
134,33.5,0.0027297813152870887,0.002847555435600804,0.005577336750887892,2.5495937475610113e-05,0.860328211795508,25.599584631857585,0.4111265433415,0.4105677715786019,0.4116868381240545,0.9093129214308056,0.8933377092221858,0.9258698940998488,0.9832479944836567,0.9993436166721366,0.9676626323751891,0.0018021394424962008,0.001872605061286319,0.00367474450378252,1.0444433391243093e-05,0.6018639493355482,0.61105,0.59295,0.9821234720631284,0.98335,0.9809,0.9986240480660908,0.9996,0.99765
138,34.5,0.0027108591712024076,0.0028052797140524946,0.005516138885254903,2.558559864280366e-05,0.8581298603531776,25.745982548714764,0.4258554161047965,0.4173101673101673,0.4347579425113464,0.9115184122343291,0.8967181467181468,0.9268154311649016,0.982903245570551,0.999034749034749,0.9672844175491679,0.0020942803512607293,0.0017239709223117576,0.0038182512735724866,1.3702481638286454e-05,0.6270004783926009,0.6192,0.635,0.9648765496349231,0.94005,0.99105,0.9896693693011037,0.97955,1.0
141,35.25,0.00268998139783877,0.0027789119022433874,0.005468893300082158,2.467874568555106e-05,0.8658368575233172,25.05838649975852,0.419946677830146,0.4156270518713066,0.424357034795764,0.9108196848205226,0.8939592908732764,0.9283282904689864,0.9839665316519257,0.9990151017728168,0.9693645990922845,0.002162978743986343,0.0017557684412552337,0.003918747185241577,1.5162406021589337e-05,0.6230622492376825,0.61825,0.62795,0.9560409045777591,0.92985,0.98375,0.9871622819233788,0.97465,1.0
144,36.0,0.0026635370164464203,0.0027523914118628965,0.005415928428309317,2.436248468003491e-05,0.8667424612952409,24.98322569163147,0.4316420495660418,0.4269293924466338,0.43645990922844174,0.9126984291644135,0.89688013136289,0.9290847201210287,0.983966374763581,0.9990147783251232,0.9693645990922845,0.0021435860359395567,0.001721594263691474,0.0038651802996310307,1.4816914218092693e-05,0.6296670186162823,0.61985,0.6398,0.9544840198900811,0.9282,0.9823,0.9876749424240124,0.97565,1.0
147,36.75,0.0026833863811369326,0.002752641908366561,0.005436028289503493,2.4596638963335536e-05,0.8648548279447136,25.14486625203726,0.43256446990789676,0.4267495094833224,0.43854009077155826,0.9109809557143375,0.8933943754087639,0.9292738275340393,0.9838709728096412,0.9990189666448659,0.9691754916792739,0.00213546761101212,0.00172479111873524,0.00386025872974736,1.4710209659878583e-05,0.6321627377327904,0.62385,0.6407,0.9536933755926343,0.928,0.98085,0.9882638607851073,0.9768,1.0
150,37.5,0.0026838310121610723,0.002754108680034429,0.005437939692195502,2.4540335816280164e-05,0.8612047991975864,25.462208700634648,0.4316090624434514,0.4261437908496732,0.4372163388804841,0.9111748969988088,0.8941176470588236,0.9288956127080181,0.9839687173165432,0.9990196078431373,0.9693645990922845,0.0021522999480508664,0.0017348178851340024,0.003887117833184869,1.5021431200844217e-05,0.6300780038875005,0.6206,0.63985,0.952749541164132,0.92675,0.98025,0.9881102959777384,0.9765,1.0
154,38.5,0.0026467904138642996,0.0026748897757666174,0.005321680189630917,2.368235957304796e-05,0.8626486600592455,25.347274478645794,0.4406918057270227,0.4304804327076042,0.4513993948562784,0.9193304990115095,0.902640789055043,0.9366490166414524,0.9842734709157747,0.9990454979319122,0.9699319213313162,0.0020670100936382267,0.0016930114032121019,0.003760021496850329,1.415783316396588e-05,0.6490342538031967,0.64145,0.6568,0.9585077288011886,0.93575,0.9824,0.987931078106419,0.97615,1.0
157,39.25,0.0026134478196835668,0.0025312217643205753,0.005144669584004142,2.0607243032937743e-05,0.8668346416965972,24.975642023404003,0.44437255939022896,0.4347551342812006,0.4544251134644478,0.9274559377898448,0.9090047393364928,0.9466717095310136,0.9880020570061853,0.9987361769352291,0.9774962178517398,0.00196381322849511,0.0017035450900448246,0.003667358318539935,1.2888353052910897e-05,0.6514726965731608,0.65025,0.6527,0.9627319998961633,0.94555,0.98055,0.9906636386575827,0.9815,1.0
160,40.0,0.002592068137885619,0.0025113117879771844,0.005103379925862803,2.0302397548698025e-05,0.869820518095644,24.642036673937092,0.4499516608792158,0.44041614123581335,0.4599092284417549,0.929597300815164,0.9133039092055486,0.9464826021180031,0.987616884282493,0.9987389659520807,0.9767397881996974,0.001975219587702743,0.001686825517117596,0.003662045104820339,1.3004259914581854e-05,0.6576723305584066,0.65635,0.659,0.9620548250513026,0.94355,0.9813,0.989235356547228,0.9787,1.0
163,40.75,0.002672453044592925,0.002563600459875489,0.005236053504468414,1.9757178146771702e-05,0.8662546894024631,24.787538595401188,0.41528000529145925,0.4324810947065178,0.39939485627836613,0.9266577556179467,0.9038530788620814,0.950642965204236,0.9912171884567821,0.9978393950306086,0.9846822995461422,0.0016011116431229769,0.0016687890852595166,0.0032699007283824933,8.117072671726381e-06,0.6609876247731398,0.67305,0.64935,0.9917481623392992,0.9931,0.9904,1.0,1.0,1.0
166,41.5,0.0026332733981720684,0.002418639675638036,0.005051913073810105,1.9434921136686937e-05,0.8530698625123743,26.3843223855794,0.45521624278174183,0.4282420749279539,0.4858169440242057,0.9316540094603042,0.9149855907780979,0.9489409984871406,0.9896105779801918,0.9976945244956772,0.9816565809379728,0.001999720586031104,0.0016349174312743373,0.003634638017305441,1.2872995061514121e-05,0.6583793827347962,0.64795,0.66915,0.966641047380257,0.94445,0.9899,0.9900265118040652,0.98025,1.0
170,42.5,0.0025282805608521455,0.002053755397712376,0.004582035958564521,1.3516643665954913e-05,0.8717744298854543,24.783416327656845,0.4733297802555445,0.4398752127056154,0.5122919818456884,0.9636203020890156,0.9339194554736245,0.9952723146747352,0.9990063875088716,0.9980147475893364,1.0,0.0015379063726962039,0.0015511334575914293,0.003089039830287633,7.183001493718012e-06,0.6956448106087831,0.69755,0.69375,0.9952748938735525,0.99495,0.9956,1.0,1.0,1.0
173,43.25,0.0024580917490913032,0.0019982116980688373,0.0044563034471601405,1.2605398653356676e-05,0.8800806673361886,23.96039359274049,0.48903155721059505,0.45403111739745405,0.5298789712556732,0.9709801332684324,0.9442715700141443,0.9992435703479576,0.9992922859164897,0.9985855728429985,1.0,0.0014795256246452739,0.0015135680486152922,0.002993093673260566,6.780830322862737e-06,0.7106410355622779,0.71845,0.703,0.9970995085748672,0.9964,0.9978,1.0,1.0,1.0
176,44.0,0.00245811951826958,0.0019720831878476826,0.004430202706117263,1.2454705927750667e-05,0.8803219622979499,23.900894140055993,0.49303073764275657,0.4543175487465181,0.5389561270801816,0.9716100068355189,0.9451253481894151,0.9996217851739788,0.9993031358885017,0.9986072423398329,1.0,0.0014783552778458657,0.0014919433603666973,0.002970298638212563,6.668932584910396e-06,0.7139568592436976,0.71955,0.70845,0.9971729636222328,0.99575,0.9986,1.0,1.0,1.0
179,44.75,0.0024713528579843437,0.0019684409056833097,0.0044397937636676535,1.2539552504770445e-05,0.8757126699941998,24.331480900196183,0.49384043378398074,0.4532891100055279,0.5423600605143721,0.9696974576481583,0.9416804864566058,0.9994326777609682,0.999308532706403,0.9986180210060807,1.0,0.0014766661766691328,0.001469961976215876,0.002946628152885009,6.640193936880027e-06,0.7153249921364416,0.7154,0.71525,0.9976485566080289,0.99645,0.99885,1.0,1.0,1.0
182,45.5,0.0024775865425590883,0.001953813328313421,0.0044313998708725095,1.2526784742055876e-05,0.8798609500549428,23.867238531749774,0.4947475322396957,0.45052226498075865,0.5486006051437217,0.9684972188951055,0.9392523364485982,0.9996217851739788,0.9993123366799614,0.9986256184716877,1.0,0.0014962235432665772,0.0014675604253083102,0.002963783968574887,6.658726566523918e-06,0.7162464258289704,0.71465,0.71785,0.9968721855799374,0.9952,0.99855,1.0,1.0,1.0
