frame_id,time_s,pcd_pcd_accuracy_mean,pcd_pcd_completeness_mean,pcd_pcd_chamfer_l1,pcd_pcd_chamfer_l2,pcd_pcd_normal_mean_abs_cos,pcd_pcd_normal_mean_angle_deg,pcd_pcd_fscore@0.002000,pcd_pcd_precision@0.002000,pcd_pcd_recall@0.002000,pcd_pcd_fscore@0.005000,pcd_pcd_precision@0.005000,pcd_pcd_recall@0.005000,pcd_pcd_fscore@0.010000,pcd_pcd_precision@0.010000,pcd_pcd_recall@0.010000,mesh_mesh_accuracy_mean,mesh_mesh_completeness_mean,mesh_mesh_chamfer_l1,mesh_mesh_chamfer_l2,mesh_mesh_fscore@0.002000,mesh_mesh_precision@0.002000,mesh_mesh_recall@0.002000,mesh_mesh_fscore@0.005000,mesh_mesh_precision@0.005000,mesh_mesh_recall@0.005000,mesh_mesh_fscore@0.010000,mesh_mesh_precision@0.010000,mesh_mesh_recall@0.010000
186,46.5,0.0024855291822486916,0.001954679011115503,0.004440208193364195,1.2554890314068387e-05,0.8801877202940859,23.91118605227324,0.4928942397140348,0.4473324213406293,0.5487897125567323,0.9687927925620674,0.9398084815321477,0.9996217851739788,0.999315537303217,0.9986320109439124,1.0,0.00149893239691101,0.0014767895712896558,0.002975721968200666,6.661241802083835e-06,0.7116479765334082,0.71045,0.71285,0.9976484338194759,0.9964,0.9989,1.0,1.0,1.0
189,47.25,0.0024911343308291274,0.0019529125980565782,0.0044440469288857054,1.2571555719712481e-05,0.8821781640168557,23.762382724837057,0.491888263922919,0.4448087431693989,0.5501134644478064,0.9686913037213495,0.9396174863387978,0.9996217851739788,0.9993164730006835,0.9986338797814208,1.0,0.0014943955004539792,0.0014648087564766317,0.002959204256930611,6.639412835041963e-06,0.7138246970652098,0.7096,0.7181,0.997548894792241,0.9965,0.9986,1.0,1.0,1.0
192,48.0,0.0024772793491499947,0.00194671663111091,0.004423995980260905,1.2439901862091423e-05,0.8814598125295893,23.830670540251198,0.49199766927863176,0.4452354874041621,0.5497352496217852,0.9703644706776583,0.9427710843373494,0.9996217851739788,0.9993149746540623,0.9986308871851041,1.0,0.001455898282075905,0.001447303578159803,0.002903201860235708,6.417315961254139e-06,0.7272106982020695,0.73045,0.724,0.9977237314891378,0.9966,0.99885,1.0,1.0,1.0
195,48.75,0.002505182215171792,0.001959674946525644,0.004464857161697436,1.2744845352280264e-05,0.880917614778002,23.841684414721875,0.48566414868933583,0.4423450958599611,0.5383888048411498,0.9665186221405354,0.9355376493470409,0.9996217851739788,0.9995830437804031,0.9991664351208669,1.0,0.0015272378808981687,0.0014532125723209458,0.0029804504532191145,6.725993137922055e-06,0.716121329842932,0.70665,0.72585,0.996539072299433,0.99325,0.99985,1.0,1.0,1.0
198,49.5,0.002509626231801351,0.0019614171783758926,0.004471043410177244,1.279184174073635e-05,0.8808194041338947,23.86097332752919,0.4815787820128315,0.438630670748678,0.5338502269288956,0.9667581770812174,0.935986640690231,0.9996217851739788,0.9995823472086871,0.9991650431394378,1.0,0.0015020322408382458,0.0014360879059219151,0.002938120146760161,6.546923494147354e-06,0.7196680212566426,0.711,0.72855,0.996563570228031,0.9932,0.99995,1.0,1.0,1.0
202,50.5,0.002499657707376567,0.0019438748210677751,0.004443532528444342,1.2694280231316109e-05,0.8790902988111835,24.101952838415393,0.48745370141578276,0.44226519337016573,0.5429273827534039,0.9674544435353578,0.937292817679558,0.9996217851739788,0.9993089149965445,0.9986187845303868,1.0,0.0014836790386623412,0.0014111446046212524,0.0028948236432835934,6.371684864267342e-06,0.7333810708564807,0.72325,0.7438,0.9966415617318016,0.99375,0.99955,1.0,1.0,1.0
205,51.25,0.0025190708274298703,0.0019433495468416117,0.004462420374271482,1.283207059617335e-05,0.8775253268166949,24.252032769059028,0.4831411266860337,0.43842770753161076,0.5380105900151286,0.965125232866587,0.9329301814183617,0.9996217851739788,0.9993123366799614,0.9986256184716877,1.0,0.0014763567550493874,0.0013960333310372905,0.002872390086086678,6.358310363724853e-06,0.7341714713692381,0.7229,0.7458,0.9966897260961173,0.9935,0.9999,1.0,1.0,1.0
208,52.0,0.0025132828413644607,0.0019458687919706205,0.004459151633335081,1.278686020133854e-05,0.8771277491496632,24.25785484201302,0.4845050855930383,0.4396694214876033,0.5395234493192134,0.9669592336190331,0.9363636363636364,0.9996217851739788,0.9993108201240524,0.9986225895316805,1.0,0.0014805183728939509,0.0013965291413058451,0.0028770475141997962,6.3263690617854626e-06,0.7375276520029825,0.72815,0.74715,0.9967152022874916,0.9936,0.99985,1.0,1.0,1.0
211,52.75,0.0025295737403851657,0.0019471719771200903,0.004476745717505256,1.2953529989969428e-05,0.8774040663837026,24.265684390523838,0.4838811841463631,0.4396480615892219,0.5380105900151286,0.964821019253816,0.9323618366785813,0.9996217851739788,0.9993121474755812,0.998625240582898,1.0,0.0015039749416554977,0.0014129530752679553,0.002916928016923453,6.541962349625598e-06,0.7303929236244183,0.7183,0.7429,0.9955591291464732,0.9916,0.99955,1.0,1.0,1.0
214,53.5,0.0025992257269783245,0.0019586507111399956,0.00455787643811832,1.3657452272642746e-05,0.8740658025643766,24.551947928115634,0.47649348024395743,0.4306350504224584,0.5332829046898638,0.9585057077212524,0.9209593894794222,0.9992435703479576,0.9990451507297776,0.9980921231943308,1.0,0.001574733920687651,0.0014549815398081922,0.0030297154604958434,7.278766238313042e-06,0.7135168225281077,0.7002,0.72735,0.9872153351396521,0.9796,0.99495,1.0,1.0,1.0
218,54.5,0.0026139300754852235,0.0019313758416601324,0.004545305917145356,1.393228555076081e-05,0.8737005163099888,24.589039355778223,0.49070343299629654,0.4421420882669537,0.5512481089258698,0.9554542940502699,0.9155005382131324,0.999054462934947,0.9978425026968716,0.9956942949407965,1.0,0.0015645134681304385,0.00140461150525173,0.0029691249733821683,7.2807205391974515e-06,0.7338969731018045,0.71815,0.75035,0.983724767495045,0.97275,0.99495,1.0,1.0,1.0
221,55.25,0.0026139300754852235,0.0019313758416601324,0.004545305917145356,1.393228555076081e-05,0.8737005163099888,24.589039355778223,0.49070343299629654,0.4421420882669537,0.5512481089258698,0.9554542940502699,0.9155005382131324,0.999054462934947,0.9978425026968716,0.9956942949407965,1.0,0.0015889842025331405,0.001404610390584738,0.0029935945931178786,7.448061240528232e-06,0.7329559180473172,0.71635,0.75035,0.9817778934772646,0.96895,0.99495,0.9997499374843711,0.9995,1.0
224,56.0,0.0026139300754852235,0.0019313758416601324,0.004545305917145356,1.393228555076081e-05,0.8737005163099888,24.589039355778223,0.49070343299629654,0.4421420882669537,0.5512481089258698,0.9554542940502699,0.9155005382131324,0.999054462934947,0.9978425026968716,0.9956942949407965,1.0,0.0015803657224805335,0.001404611154470492,0.0029849768769510255,7.381702110735389e-06,0.7311983462602932,0.713,0.75035,0.9825472957158848,0.97045,0.99495,0.9999249943745782,0.99985,1.0
227,56.75,0.0026353194576782405,0.0019274975935169448,0.0045628170511951855,1.417114359242728e-05,0.8748693650080803,24.48481944304432,0.4923690024699587,0.4424209962506695,0.5550302571860817,0.9534847036610113,0.9118907337975362,0.999054462934947,0.9975838926174497,0.9951794322442421,1.0,0.0015865585718112328,0.0013975222316268045,0.0029840808034380375,7.513772338520723e-06,0.7356336039126447,0.71805,0.7541,0.9801142121235304,0.96595,0.9947,0.9999249943745782,0.99985,1.0
230,57.5,0.0026614708028770656,0.0019231447707918831,0.0045846155736689485,1.4437984612290227e-05,0.8732116208775588,24.6087707900152,0.49190404489196465,0.4410738255033557,0.5559757942511346,0.9516520676901868,0.9079194630872484,0.9998108925869894,0.9970382337102854,0.9940939597315436,1.0,0.0016198891692674464,0.0014065062593860698,0.003026395428653516,7.776518917427225e-06,0.7352170280005437,0.71685,0.75455,0.9782722975907616,0.9628,0.99425,0.9998749843730466,0.99975,1.0
234,58.5,0.002689579180316543,0.00193296008977174,0.0046225392700882835,1.4642675932273142e-05,0.872161131047062,24.732283096829928,0.4853931934409324,0.43406300053390284,0.5504916792738276,0.9498796245594632,0.904698344901228,0.9998108925869894,0.9967862881628281,0.99359316604378,1.0,0.0016916549465612399,0.001467453673611226,0.0031591086201724658,8.28689300907312e-06,0.7046434269304404,0.68625,0.72405,0.9783755268872142,0.963,0.99425,0.9996748943406607,0.99935,1.0
237,59.25,0.002793487710430214,0.00194519857230071,0.004738686282730924,1.5855279440087202e-05,0.8696097734090543,25.03290493521504,0.4786947740442409,0.4266526204898604,0.545196671709531,0.941772606671376,0.890703186726363,0.999054462934947,0.9939056703762587,0.9878851725046089,1.0,0.001808033703240575,0.0015284370921403686,0.0033364707953809436,9.367911818380253e-06,0.6811209679193401,0.6592,0.70455,0.9733522953681832,0.9553,0.9921,0.9987484355444306,0.9975,1.0
240,60.0,0.0028674769989486945,0.001948687011117216,0.00481616401006591,1.6589892016747983e-05,0.8678299671167621,25.252124456331508,0.47189776115109566,0.41775117126496614,0.5421709531013615,0.9340276278387664,0.8763664757938574,0.9998108925869894,0.9927906671909817,0.9856845393024466,1.0,0.0019325133448869906,0.0015695619777623022,0.003502075322649293,1.054686665639615e-05,0.6580923736205394,0.6319,0.68655,0.9674900526805081,0.9438,0.9924,0.9982720192331772,0.99655,1.0
243,60.75,0.0029041615445487123,0.0019904929665340914,0.004894654511082804,1.7104427955861084e-05,0.8668240619469153,25.383855296671296,0.46226702248304186,0.4121338912133891,0.526285930408472,0.9309033866768587,0.8716004184100419,0.9988653555219364,0.9926238145416227,0.9853556485355649,1.0,0.002000894774183783,0.001633382432513745,0.003634277206697528,1.1140994840666452e-05,0.6348278876007075,0.6074,0.66485,0.9671210777855279,0.94355,0.9919,0.9977449260836884,0.9955,1.0
244,61.0,0.00291044339241466,0.001971323129592781,0.004881766522007442,1.701340882839057e-05,0.8673469460548343,25.371354822214585,0.463954364150715,0.4113660062565172,0.5319591527987897,0.9307317073170732,0.8704379562043796,1.0,0.9930437065231658,0.9861835245046924,1.0,0.00196435192052022,0.0016001495790283215,0.0035645014995485417,1.0753906873144402e-05,0.6411127690212104,0.6139,0.67085,0.9701738243626061,0.9471,0.9944,0.9978453675402115,0.9957,1.0
