frame_id,mesh_mesh_accuracy_mean,mesh_mesh_chamfer_l1,mesh_mesh_chamfer_l2,mesh_mesh_completeness_mean,mesh_mesh_fscore@0.002000,mesh_mesh_fscore@0.005000,mesh_mesh_fscore@0.010000,mesh_mesh_precision@0.002000,mesh_mesh_precision@0.005000,mesh_mesh_precision@0.010000,mesh_mesh_recall@0.002000,mesh_mesh_recall@0.005000,mesh_mesh_recall@0.010000,pcd_pcd_accuracy_mean,pcd_pcd_chamfer_l1,pcd_pcd_chamfer_l2,pcd_pcd_completeness_mean,pcd_pcd_fscore@0.002000,pcd_pcd_fscore@0.005000,pcd_pcd_fscore@0.010000,pcd_pcd_normal_mean_abs_cos,pcd_pcd_normal_mean_angle_deg,pcd_pcd_precision@0.002000,pcd_pcd_precision@0.005000,pcd_pcd_precision@0.010000,pcd_pcd_recall@0.002000,pcd_pcd_recall@0.005000,pcd_pcd_recall@0.010000,time_s
6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0018900874995682764,0.04515631771973873,0.0024128775780141443,0.043266230220170454,0.008459214501510574,0.041995532390171265,0.12359069501926645,0.8482032419604618,27.944401611207848,0.6086956521739131,1.0,1.0,0.0042592029205962886,0.02144812899300274,0.06586553087922117,1.5
10,0.0033557480354297568,0.0406046786473997,0.001960489707838387,0.037248930611969946,0.1586774648807579,0.2063307999774813,0.27970150809814764,0.67535,0.769,0.86425,0.0899,0.11915,0.16685,0.0014176211255416589,0.044965673879163705,0.0024482261202463445,0.043548052753622044,0.048727059311690565,0.11633237822349571,0.17945167543616727,0.9276840487677203,18.93765979379097,0.8315789473684211,1.0,1.0,0.025098874353513843,0.061758442348646185,0.09857012473379982,2.5
13,0.0026340657257592883,0.03962151574180608,0.001912504129355763,0.03698745001604679,0.1522120727563462,0.2090948512045347,0.2800121588883302,0.6645,0.8331,0.929,0.08595,0.11955,0.16485,0.0016380233325299775,0.04513666647336471,0.0024526499362420386,0.04349864314083473,0.05140255544132765,0.11714162967206072,0.18297401879491432,0.9522737137386186,14.559868966748166,0.7446808510638298,1.0,1.0,0.026620018253726802,0.06221478551871007,0.10069972619409796,3.25
16,0.005486451847293452,0.037746546332609,0.0016853258356614087,0.03226009448531555,0.17616448751942945,0.2696722111677652,0.3697770263742634,0.4365,0.63275,0.7941,0.11035,0.17135,0.241,0.0016008378085434392,0.03943528827641087,0.0019414526232510495,0.03783445046786743,0.07784299325399686,0.17667452503120232,0.25831235925288115,0.9315351168284902,16.028020037379026,0.7437185929648241,1.0,1.0,0.04107088530574993,0.09689686644356556,0.1483115302707636,4.0
19,0.006046819764926511,0.03879968891754641,0.0017258346759095509,0.0327528691526199,0.16265406520426645,0.24968281395658545,0.35912714207295776,0.39445,0.59275,0.76755,0.10245,0.15815,0.2344,0.0015962755535080956,0.03979238448135927,0.001975001782668979,0.03819610892785118,0.076651204820549,0.17667452503120232,0.2550763105507631,0.9225784917378373,17.1629412239329,0.7784090909090909,1.0,1.0,0.040310313355643446,0.09689686644356556,0.14618192881046546,4.75
22,0.002695540112978995,0.030538544476442882,0.0012953355263032138,0.02784300436346389,0.26299324592260953,0.3905376184887605,0.4727725147128996,0.61445,0.8546,0.9418,0.1673,0.2531,0.3156,0.0017356341298951255,0.031941819751970364,0.0013667631658286223,0.030206185622075242,0.14922336023875737,0.3278646826910848,0.4049496542520927,0.926677872457101,16.76955203077863,0.6896551724137931,1.0,1.0,0.0836629145117128,0.19607544873745056,0.25387891694554304,5.5
26,0.0023340588570295293,0.024605750125015334,0.0009312381634189111,0.022271691267985803,0.30658203949819895,0.4802173232884608,0.5720595142433127,0.5991,0.88505,0.9769,0.206,0.3295,0.40445,0.0019135846553861907,0.02522875572713898,0.0009559611322821156,0.02331517107175279,0.2093212479658437,0.4615778512389439,0.5489460324467498,0.9322910168619329,16.39282611138145,0.6304347826086957,0.9906832298136646,1.0,0.12549437176756922,0.3008822634621235,0.3783084879829632,6.5
29,0.0038295092632916316,0.011244041171371054,0.00015480348448840799,0.007414531908079423,0.42539274741591,0.6512816399017571,0.7908023564709192,0.5114,0.74435,0.88535,0.36415,0.5789,0.7145,0.0020899251483028876,0.011772797820066346,0.0002265432204453675,0.00968287267176346,0.32318525299858797,0.7099145952836202,0.8126072428429513,0.8236703120304744,27.80099073445145,0.5610932475884244,0.977491961414791,1.0,0.22695466991177365,0.5573471250380286,0.6843626407058108,7.25
32,0.00323223732963843,0.00965191304942051,0.00013144505961343596,0.006419675719782079,0.48647681857352865,0.7337491363022942,0.8332076961995177,0.55065,0.8143,0.9157,0.4357,0.6677,0.76435,0.0021527340295529884,0.009997301112687956,0.0001782344646328697,0.007844567083134968,0.3724768563062752,0.7870765260201579,0.8732539206444425,0.8384490844263384,26.812021817060643,0.5257177033492823,0.9700956937799043,1.0,0.28840888348037724,0.6621539397627015,0.7750228171585032,8.0
35,0.0026643992255263754,0.006672059119303251,5.6430550617848544e-05,0.004007659893776876,0.5393234467182891,0.8053935016709989,0.9239657487974924,0.58325,0.8529,0.95825,0.50155,0.7629,0.89205,0.002214292517385228,0.006902643073983882,6.060249881987253e-05,0.004688350556598654,0.38587571212917465,0.8567629725456375,0.9441053646000642,0.8390671749027256,26.573954837017336,0.5339470655926352,0.9545454545454546,1.0,0.3020991785822939,0.7771524186188014,0.894128384545178,8.75
