planner,episodes,f@5_auc,f@5_auc_std,f@5_auc_ci95,recall@5_auc,recall@5_auc_std,recall@5_auc_ci95,surface_coverage_auc,surface_coverage_auc_std,surface_coverage_auc_ci95,final_f@5,final_f@5_std,final_f@5_ci95,final_recall@5,final_recall@5_std,final_recall@5_ci95,final_chamfer_m,final_chamfer_m_std,final_chamfer_m_ci95,score_gain_correlation,score_gain_correlation_std,score_gain_correlation_ci95,oracle_regret,oracle_regret_std,oracle_regret_ci95,oracle_action_accuracy,oracle_action_accuracy_std,oracle_action_accuracy_ci95,planning_time_s,planning_time_s_std,planning_time_s_ci95
actnerf,120,0.8664742730508211,0.03433271100990489,0.006168657938010012,0.7846658148148149,0.052959154655311605,0.009515325185376114,0.7846658148148149,0.052959154655311605,0.009515325185376114,0.965059191126624,0.027921329467019963,0.005016706388459555,0.9356541666666668,0.049593639836863344,0.008910633359719767,0.002677225515791234,0.0004989656679727617,8.965061126826441e-05,0.1619144417728454,0.18770226086817432,0.03372501056362392,0.031707104446081526,0.01636693537926939,0.0029406948323742843,0.4227777777777778,0.13263590747085527,0.023831078857979165,2.2380676644322337,0.09873351058848476,0.01773973670950546
fixed,120,0.7948060512209978,0.033911648997266994,0.006093004502838409,0.6780458333333333,0.04347094544646181,0.007810551069612714,0.6780458333333333,0.04347094544646181,0.007810551069612714,0.9400951448903095,0.025575262152953665,0.004595181657836163,0.8880608333333334,0.045582636123552824,0.008189964668908766,0.0030265598034464594,0.0004406042441490776,7.916464468555925e-05,nan,nan,nan,0.08064628285828637,0.013648471816147794,0.0024522605857165386,0.2900000000000001,0.10279429296739516,0.0184693492777926,0.0,0.0,0.0
pb_nbv,120,0.7475328277579517,0.10727122010094697,0.019273731783220425,0.6188129444444445,0.1437250182197107,0.025823491604722772,0.6188129444444445,0.1437250182197107,0.025823491604722772,0.8495950351417405,0.130445263286795,0.02343747945269304,0.7596891666666666,0.18789517384664545,0.03375967179895857,0.0053440839644782285,0.003355474289104233,0.0006028878145771766,-0.35626264370224886,0.40680694391378347,0.07309218555701541,0.1075508665410256,0.06886735597700419,0.012373597936811602,0.19166666666666668,0.21353506087343646,0.038366464795639335,0.39104900219350386,0.13337513995567132,0.023963898906305084
ray_gpis,120,0.8987404380606235,0.05044126406754009,0.009062928467947755,0.8397336666666667,0.07570018960835397,0.013601273007590823,0.8397336666666667,0.07570018960835397,0.013601273007590823,0.9813984806353591,0.05547736974477216,0.009967780206965756,0.9682336111111112,0.08759327330166751,0.01573813790914231,0.0023465877031601285,0.0006653703646551927,0.00011954902659631951,0.4722198123461878,0.3712957164264621,0.06671178013942554,0.008764817627084313,0.028333935633852534,0.005090840537247553,0.68,0.2286190426597633,0.041076647628453776,0.2614115538002322,0.13444480046725338,0.024156087918231428
