planner,object,initial_pose_seed,planner_seed,final_pose_coverage,pose_coverage_auc,mean_incremental_pose_novelty_deg,mean_pairwise_view_distance_deg
actnerf,Cube,2,2,0.34375,0.23828125,63.5505648586129,96.29477390171206
actnerf,Cube,3,0,0.203125,0.15234375,32.448106088157985,58.47897693255535
actnerf,Cube,3,1,0.33984375,0.219140625,63.991288603403994,92.99980453355924
actnerf,Cube,3,2,0.34375,0.221875,63.43695621021184,98.16171507201094
actnerf,Cube,4,0,0.1875,0.127734375,39.77129923669744,81.42295955988607
actnerf,Cube,4,1,0.31640625,0.2171875,60.39695621031349,90.044107816454
actnerf,Cube,4,2,0.26171875,0.1765625,53.74407072539742,83.77580077495813
actnerf,Cube,5,0,0.265625,0.20859375,33.45607072634876,81.78136869617843
actnerf,Cube,5,1,0.13671875,0.130078125,21.29614145250418,35.49345121038896
actnerf,Cube,5,2,0.2734375,0.18828125,53.74407072539741,83.77580077454584
actnerf,Cube,6,0,0.32421875,0.175390625,64.896035363937,93.35076835511607
actnerf,Cube,6,1,0.33984375,0.193359375,60.40541654297097,90.90246893141288
actnerf,Cube,6,2,0.33984375,0.218359375,63.43695621103633,98.16171507214834
actnerf,Cube,7,0,0.31640625,0.2,65.12590358760085,94.8826056955331
actnerf,Cube,7,1,0.2421875,0.192578125,50.70407072467454,82.81603536232072
actnerf,Cube,7,2,0.2421875,0.192578125,50.70407072467454,82.81603536232072
actnerf,Cube,8,0,0.32421875,0.2046875,44.608035363651595,87.56939643501813
actnerf,Cube,8,1,0.3359375,0.216796875,54.75203536276367,79.64979156673361
actnerf,Cube,8,2,0.3359375,0.216796875,54.75203536276367,79.64979156673361
actnerf,Cube,9,0,0.26171875,0.18984375,43.60007072710984,72.64508619610403
actnerf,Cube,9,1,0.390625,0.228515625,74.58892084710241,97.66334080922095
actnerf,Cube,9,2,0.2890625,0.208203125,53.94502577675187,88.55745020168548
actnerf,Cube,10,0,0.39453125,0.231640625,74.58892084710241,97.66334080922095
actnerf,Cube,10,1,0.31640625,0.185546875,54.8494443693516,92.81112799933622
actnerf,Cube,10,2,0.27734375,0.190234375,36.18992198524174,69.93812806194423
actnerf,Cube,11,0,0.296875,0.17421875,54.8494443685271,92.81112799919882
actnerf,Cube,11,1,0.15625,0.12734375,24.21819277494271,65.83610494152975
actnerf,Cube,11,2,0.37109375,0.216796875,61.63621548831213,94.76342213121289
actnerf,Cube,12,0,0.35546875,0.22578125,65.88904622553812,97.41684310845805
actnerf,Cube,12,1,0.265625,0.203515625,52.28499157332126,91.76649184090196
actnerf,Cube,12,2,0.32421875,0.1921875,53.29295621068751,94.05994185054969
actnerf,Cube,13,0,0.33984375,0.22265625,52.38820945056675,85.75744449938868
actnerf,Cube,13,1,0.3203125,0.203515625,53.47557089095609,92.75051624975053
actnerf,Cube,13,2,0.3515625,0.203515625,65.3450967361021,100.66995612600697
