level,variant,object,initial_pose_seed,score_map_correlation,action_flip,top_direction_deviation_deg,oracle_regret
mild,ray_gpis,Cylinder,17,0.8325159146829936,0.0,1.8879055332150672,0.0
mild,ray_gpis,Cylinder,18,0.47569483723938105,0.9,57.888243794548735,0.004483760665369751
mild,ray_gpis,Cylinder,19,0.8473644927328907,0.0,0.6401818615684144,0.0
mild,ray_gpis,Cylinder,20,0.3072904983978026,0.0,15.671594934143181,0.0
mild,ray_gpis,Cylinder,21,0.34252171102009427,0.55,24.033845035524347,0.0
mild,ray_gpis,Cylinder,22,0.5485666279525391,0.15,26.270220578177078,0.0013634215880851286
mild,ray_gpis,green_Pepper,15,0.829137746051728,0.0,3.3055437720210024,0.0
mild,ray_gpis,green_Pepper,16,0.5904842712863354,0.0,11.847085512668139,0.0
mild,ray_gpis,green_Pepper,17,0.8031510714694436,0.0,4.432103435711425,0.0
mild,ray_gpis,green_Pepper,18,0.6565068164911878,0.05,5.684190803598696,0.0023655271472856456
mild,ray_gpis,green_Pepper,19,0.667723413538567,0.0,7.041818863314281,0.0
mild,ray_gpis,green_Pepper,20,0.5362376616502631,0.0,14.863157685573032,0.0
mild,ray_gpis,green_Pepper,21,0.3925836520394847,0.55,42.78770175102859,0.0030022259428596765
mild,ray_gpis,green_Pepper,22,0.6821858906500342,0.0,6.170319999183633,0.0
mild,ray_gpis,L_Shaped,15,0.22961774860845502,0.3,67.55333233556112,0.0001602222403415565
mild,ray_gpis,L_Shaped,16,0.18103222024107582,0.4,50.866600390948165,0.0035928364361079933
mild,ray_gpis,L_Shaped,17,0.1558514891385033,0.55,83.62102582035784,0.002594016981655389
mild,ray_gpis,L_Shaped,18,0.3125371938658731,0.0,18.114827476968806,0.0
mild,ray_gpis,L_Shaped,19,0.23037791113527123,0.45,85.71984949250943,0.0004262218156259434
mild,ray_gpis,L_Shaped,20,0.5900249985694666,0.0,0.00011459029153797543,0.0
mild,ray_gpis,L_Shaped,21,0.22214297465094987,0.45,78.05697004056353,0.006235058142992728
mild,ray_gpis,L_Shaped,22,0.4200752494627558,0.0,12.5004122604487,0.0
mild,ray_gpis,Cross,15,0.8080437099450674,0.0,2.623591594229169,0.0
mild,ray_gpis,Cross,16,0.6799100194552529,0.1,1.216812015323614,0.002489545907256652
mild,ray_gpis,Cross,17,0.8634557392996107,0.0,0.00011459029153797543,0.0
mild,ray_gpis,Cross,18,0.4154169343127136,0.8,60.60030291448571,0.005609733184562616
mild,ray_gpis,Cross,19,0.9033214837491415,0.0,10.573009196738358,0.0
mild,ray_gpis,Cross,20,0.7325599278860109,0.0,8.745041459168167,0.0
mild,ray_gpis,Cross,21,0.3327956197070267,0.1,20.617005673867087,0.002628329171992816
mild,ray_gpis,Cross,22,0.8259009856374455,0.0,20.810104237345488,0.0
mild,ray_gpis,Corner,15,0.1366709550592909,0.6,74.0946251470593,0.005295209045552784
mild,ray_gpis,Corner,16,0.018989422580344466,0.5,80.30947394149628,0.0005540651316883527
mild,ray_gpis,Corner,17,0.6484409332799267,0.0,10.877460275431684,0.0
mild,ray_gpis,Corner,18,0.853580918645999,0.0,0.00011459347208369781,0.02611881630827828
mild,ray_gpis,Corner,19,0.9263030370222017,0.3,0.676804615558688,0.017140764780235008
mild,ray_gpis,Corner,20,0.7069819205792494,0.0,8.725805223258025,0.03592658940354243
