variant,object,initial_pose_seed,level,repeat,rotation_std_deg,translation_std_mm,score_map_correlation,action_flip,top_direction_deviation_deg,oracle_regret,selected_action,reference_action,device
ray_gpis_pointwise,Cube,21,mild,8,1.5,0.75,0.5679159990844586,0.0,12.240440604411974,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,mild,9,1.5,0.75,0.8627203021286335,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,mild,9,1.5,0.75,0.6068100537880521,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,mild,10,1.5,0.75,0.8851181620508125,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,mild,10,1.5,0.75,0.564563544289311,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,mild,11,1.5,0.75,0.8822706855115584,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,mild,11,1.5,0.75,0.5122847047379262,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,mild,12,1.5,0.75,0.8533467326619363,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,mild,12,1.5,0.75,0.6110573071641107,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,mild,13,1.5,0.75,0.8687235351338979,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,mild,13,1.5,0.75,0.598024433508812,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,mild,14,1.5,0.75,0.8515063515678643,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,mild,14,1.5,0.75,0.572912136644541,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,mild,15,1.5,0.75,0.8279941062027923,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,mild,15,1.5,0.75,0.5546227683680475,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,mild,16,1.5,0.75,0.8347347791256581,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,mild,16,1.5,0.75,0.5317635614557106,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,mild,17,1.5,0.75,0.8536900606546118,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,mild,17,1.5,0.75,0.6119048981460288,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,mild,18,1.5,0.75,0.8835746166170747,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,mild,18,1.5,0.75,0.5738677328908217,0.0,12.240440604411974,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,mild,19,1.5,0.75,0.8789444951191229,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,mild,19,1.5,0.75,0.6195739871824215,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,moderate,0,3.0,1.5,0.847935025177386,0.0,13.117499609979692,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,moderate,0,3.0,1.5,0.5787043659876401,0.0,13.117499609979692,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,moderate,1,3.0,1.5,0.8440597104600595,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,moderate,1,3.0,1.5,0.4978134298466468,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,moderate,2,3.0,1.5,0.8450324731059737,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,moderate,2,3.0,1.5,0.5398517967498283,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,moderate,3,3.0,1.5,0.837193150606546,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,moderate,3,3.0,1.5,0.4883461604486152,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,moderate,4,3.0,1.5,0.8192964637216753,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,moderate,4,3.0,1.5,0.4988577191577019,0.0,12.240440604411974,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,moderate,5,3.0,1.5,0.8532852197299151,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,moderate,5,3.0,1.5,0.5367153524834057,0.0,12.240440604411974,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,moderate,6,3.0,1.5,0.8684352826733804,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,moderate,6,3.0,1.5,0.5566741531242846,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,moderate,7,3.0,1.5,0.8578829537651634,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,moderate,7,3.0,1.5,0.605358777752346,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,moderate,8,3.0,1.5,0.7892173552300296,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,moderate,8,3.0,1.5,0.4612132352941175,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,moderate,9,3.0,1.5,0.8816655699244678,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,moderate,9,3.0,1.5,0.5413309681849392,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,moderate,10,3.0,1.5,0.8598756866559852,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,moderate,10,3.0,1.5,0.5409475852597848,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,moderate,11,3.0,1.5,0.8140943293659874,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,moderate,11,3.0,1.5,0.535970044632639,0.0,12.240440604411974,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,moderate,12,3.0,1.5,0.8658252746623941,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,moderate,12,3.0,1.5,0.5307893682764934,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,moderate,13,3.0,1.5,0.8164790283817805,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,moderate,13,3.0,1.5,0.5259105344472419,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,moderate,14,3.0,1.5,0.8263525692378118,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,moderate,14,3.0,1.5,0.5427178702220187,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,moderate,15,3.0,1.5,0.8437864785992216,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,moderate,15,3.0,1.5,0.6043566891737239,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,moderate,16,3.0,1.5,0.8401178759441519,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,moderate,16,3.0,1.5,0.6236073758297092,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,moderate,17,3.0,1.5,0.8405026894026092,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,moderate,17,3.0,1.5,0.4725995651178758,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,moderate,18,3.0,1.5,0.82890249485008,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,moderate,18,3.0,1.5,0.5072141794460974,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,moderate,19,3.0,1.5,0.8209322785534445,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,moderate,19,3.0,1.5,0.5538767452506294,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,severe,0,6.0,3.0,0.8027552071412221,0.0,13.117499609979692,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,severe,0,6.0,3.0,0.5273324845502403,0.0,19.572201503013854,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,severe,1,6.0,3.0,0.7196812771801326,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,severe,1,6.0,3.0,0.39046978713664454,0.0,19.572201503013854,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,severe,2,6.0,3.0,0.8365801670862897,0.0,12.240440604411974,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,severe,2,6.0,3.0,0.5277959773403523,0.0,12.240440604411974,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,severe,3,6.0,3.0,0.8316333829251542,0.0,13.117499609979692,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,severe,3,6.0,3.0,0.530974622339208,0.0,12.240440604411974,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,severe,4,6.0,3.0,0.7434081025406271,0.0,12.240440604411974,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,severe,4,6.0,3.0,0.4569001773861294,0.0,12.240440604411974,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,severe,5,6.0,3.0,0.8373347734035248,0.0,13.117499609979692,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,severe,5,6.0,3.0,0.552640764476997,0.0,13.117499609979692,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,severe,6,6.0,3.0,0.7905334458686197,0.0,13.117499609979692,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,severe,6,6.0,3.0,0.43597433623254744,0.0,13.117499609979692,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,severe,7,6.0,3.0,0.7378540569924467,0.0,13.117499609979692,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,severe,7,6.0,3.0,0.40675926985580213,0.0,13.117499609979692,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,severe,8,6.0,3.0,0.8233978027008467,0.0,12.240440604411974,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,severe,8,6.0,3.0,0.5063487067978941,0.0,12.240440604411974,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,severe,9,6.0,3.0,0.8625731114409025,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,severe,9,6.0,3.0,0.530820124742504,0.0,12.469941051867124,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,severe,10,6.0,3.0,0.8626266021972989,0.0,13.117499609979692,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,severe,10,6.0,3.0,0.5780799382009613,0.0,12.240440604411974,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,severe,11,6.0,3.0,0.8512088006408788,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,severe,11,6.0,3.0,0.5512738899061569,0.0,12.240440604411974,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,severe,12,6.0,3.0,0.7223041599908444,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,severe,12,6.0,3.0,0.4180225738155184,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,severe,13,6.0,3.0,0.7397745479514761,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,severe,13,6.0,3.0,0.4336833371480887,0.0,17.734872691414363,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,severe,14,6.0,3.0,0.8092190718699931,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,severe,14,6.0,3.0,0.5170283531700617,0.0,12.240440604411974,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,severe,15,6.0,3.0,0.8362640192263675,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,severe,15,6.0,3.0,0.5483806363012129,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,severe,16,6.0,3.0,0.8124256122682535,0.0,19.572201503013854,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,severe,16,6.0,3.0,0.5293316548409246,0.0,19.572201503013833,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,severe,17,6.0,3.0,0.8219622625314715,0.0,19.572201503013854,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,severe,17,6.0,3.0,0.49618905928129997,0.0,19.572201503013833,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,severe,18,6.0,3.0,0.844225652323186,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,severe,18,6.0,3.0,0.5408546005951017,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,21,severe,19,6.0,3.0,0.8159976539253833,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,21,severe,19,6.0,3.0,0.512561512932021,0.0,0.00011459029153797541,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,22,mild,0,1.5,0.75,0.668683480201419,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,mild,0,1.5,0.75,0.4608284218356603,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,mild,1,1.5,0.75,0.6943379491874571,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,mild,1,1.5,0.75,0.40477512016479733,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,mild,2,1.5,0.75,0.6996938658731974,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,mild,2,1.5,0.75,0.5092884527351795,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,mild,3,1.5,0.75,0.6861967841611352,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,mild,3,1.5,0.75,0.497141794460975,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,mild,4,1.5,0.75,0.5266958972304874,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,mild,4,1.5,0.75,0.2943930247196154,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,mild,5,1.5,0.75,0.7312070840009155,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,mild,5,1.5,0.75,0.3868998912794689,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,mild,6,1.5,0.75,0.7189195181963834,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,mild,6,1.5,0.75,0.4175082970931563,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,mild,7,1.5,0.75,0.7257603284504462,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,mild,7,1.5,0.75,0.44070296406500337,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,mild,8,1.5,0.75,0.6257138361181047,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,mild,8,1.5,0.75,0.35124098764019224,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,mild,9,1.5,0.75,0.6065618562600136,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,mild,9,1.5,0.75,0.3610108148317692,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,mild,10,1.5,0.75,0.7447184710460057,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,mild,10,1.5,0.75,0.4771994449530785,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,mild,11,1.5,0.75,0.6734950789654381,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,mild,11,1.5,0.75,0.42483763447013034,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,mild,12,1.5,0.75,0.6925755321583885,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,mild,12,1.5,0.75,0.40178716557478855,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,mild,13,1.5,0.75,0.694213492790112,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,mild,13,1.5,0.75,0.43617103456168455,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,mild,14,1.5,0.75,0.6710052357518882,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,mild,14,1.5,0.75,0.4010521572442206,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,mild,15,1.5,0.75,0.6602197299153123,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,mild,15,1.5,0.75,0.43556448844129086,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,mild,16,1.5,0.75,0.5096682593270772,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,mild,16,1.5,0.75,0.3525921263447012,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,mild,17,1.5,0.75,0.6722154669260699,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,mild,17,1.5,0.75,0.38548366330968176,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,mild,18,1.5,0.75,0.638893339436942,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,mild,18,1.5,0.75,0.4229993991760127,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,mild,19,1.5,0.75,0.7311462863355458,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,mild,19,1.5,0.75,0.4596410791943235,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,moderate,0,3.0,1.5,0.7053258754863813,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,moderate,0,3.0,1.5,0.4285112439917601,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,moderate,1,3.0,1.5,0.7268782902265963,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,moderate,1,3.0,1.5,0.509312056534676,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,moderate,2,3.0,1.5,0.7086110952162965,0.0,12.177290902481296,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,moderate,2,3.0,1.5,0.41184266994735635,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,moderate,3,3.0,1.5,0.6912637331197069,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,moderate,3,3.0,1.5,0.40675569352254515,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,moderate,4,3.0,1.5,0.6943229285877773,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,moderate,4,3.0,1.5,0.4255214293888761,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,moderate,5,3.0,1.5,0.7282423037308307,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,moderate,5,3.0,1.5,0.412956340123598,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,moderate,6,3.0,1.5,0.6427858205539023,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,moderate,6,3.0,1.5,0.33766880292973217,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,moderate,7,3.0,1.5,0.6989621480888074,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,moderate,7,3.0,1.5,0.370557478828107,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,moderate,8,3.0,1.5,0.6706876573586632,0.0,12.162036129160285,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,moderate,8,3.0,1.5,0.4104178587777523,0.0,12.162036129160224,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,moderate,9,3.0,1.5,0.6537422751201646,0.0,12.162036129160285,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,moderate,9,3.0,1.5,0.3674031528953993,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,moderate,10,3.0,1.5,0.6425712405584801,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,moderate,10,3.0,1.5,0.4356953822384984,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,moderate,11,3.0,1.5,0.5427157244220644,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,moderate,11,3.0,1.5,0.38288223849851216,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,moderate,12,3.0,1.5,0.6528975452048523,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,moderate,12,3.0,1.5,0.34414339665827415,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,moderate,13,3.0,1.5,0.7068458171206226,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,moderate,13,3.0,1.5,0.42651779583428695,1.0,12.162036129160285,0.0,minus_x,plus_z,cuda
ray_gpis,Cube,22,moderate,14,3.0,1.5,0.7015385385671777,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,moderate,14,3.0,1.5,0.4540991931792171,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,moderate,15,3.0,1.5,0.7194260556309581,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,moderate,15,3.0,1.5,0.46695325017166384,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,moderate,16,3.0,1.5,0.7000765335317004,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,moderate,16,3.0,1.5,0.3833478770885785,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,moderate,17,3.0,1.5,0.6734099622339207,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,moderate,17,3.0,1.5,0.4455295834287021,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,moderate,18,3.0,1.5,0.6868727111467154,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,moderate,18,3.0,1.5,0.43452306019684134,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,moderate,19,3.0,1.5,0.7920412279697869,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,moderate,19,3.0,1.5,0.37939173723964287,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,severe,0,6.0,3.0,0.5689352540627145,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,severe,0,6.0,3.0,0.2829680704966811,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,severe,1,6.0,3.0,0.5185740444037537,0.0,13.701510944543662,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,severe,1,6.0,3.0,0.32758354314488436,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,severe,2,6.0,3.0,0.5237067978942549,0.0,12.177290902481296,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,severe,2,6.0,3.0,0.2872718299382009,0.0,12.177290902481296,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,severe,3,6.0,3.0,0.7109893568322269,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,severe,3,6.0,3.0,0.43816519798580905,1.0,16.101189515180334,0.0,minus_x,plus_z,cuda
ray_gpis,Cube,22,severe,4,6.0,3.0,0.6160992217898832,0.0,0.00011459347208369784,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis_pointwise,Cube,22,severe,4,6.0,3.0,0.38789125085831994,0.0,0.00011458393018168008,0.0679595771060243,plus_z,plus_z,cuda
ray_gpis,Cube,22,severe,5,6.0,3.0,0.4258239871824215,0.0,13.701510944543662,0.0679595771060243,plus_z,plus_z,cuda
