variant,object,initial_pose_seed,level,repeat,rotation_std_deg,translation_std_mm,score_map_correlation,action_flip,top_direction_deviation_deg,oracle_regret,selected_action,reference_action,device
ray_gpis,Cube,15,mild,0,1.5,0.75,0.5616402494850079,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,mild,0,1.5,0.75,0.33968943121995876,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,mild,1,1.5,0.75,0.5967741474021515,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,mild,1,1.5,0.75,0.38678122617826954,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,mild,2,1.5,0.75,0.6555740730144196,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,mild,2,1.5,0.75,0.42926513504234376,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,mild,3,1.5,0.75,0.6699545090409704,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,mild,3,1.5,0.75,0.42260385671778433,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,mild,4,1.5,0.75,0.6361424238956281,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,mild,4,1.5,0.75,0.4375793945983062,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,mild,5,1.5,0.75,0.6477111467154955,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,mild,5,1.5,0.75,0.40162723163195235,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,mild,6,1.5,0.75,0.6806756408789195,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,mild,6,1.5,0.75,0.4295383669031814,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,mild,7,1.5,0.75,0.6356624799725337,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,mild,7,1.5,0.75,0.36587891966124964,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,mild,8,1.5,0.75,0.6659232661936368,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,mild,8,1.5,0.75,0.39041185053788047,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,mild,9,1.5,0.75,0.611264734493019,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,mild,9,1.5,0.75,0.3592569810025177,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,mild,10,1.5,0.75,0.5822728313115129,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,mild,10,1.5,0.75,0.3103878175783932,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,mild,11,1.5,0.75,0.6654547665369649,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,mild,11,1.5,0.75,0.4233212691691462,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,mild,12,1.5,0.75,0.5657694838635843,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,mild,12,1.5,0.75,0.3034919317921721,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,mild,13,1.5,0.75,0.6468778610666055,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,mild,13,1.5,0.75,0.3769884412909132,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,mild,14,1.5,0.75,0.5683387216754405,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,mild,14,1.5,0.75,0.3516751544975967,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,mild,15,1.5,0.75,0.5966775864042114,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,mild,15,1.5,0.75,0.37046449416342403,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,mild,16,1.5,0.75,0.6444058995193407,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,mild,16,1.5,0.75,0.34807378690775914,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,mild,17,1.5,0.75,0.6516916056305789,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,mild,17,1.5,0.75,0.41626945525291814,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,mild,18,1.5,0.75,0.5631630521858547,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,mild,18,1.5,0.75,0.3370300698100251,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,mild,19,1.5,0.75,0.6687206740672922,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,mild,19,1.5,0.75,0.44638790341039136,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,moderate,0,3.0,1.5,0.6556920920119019,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,moderate,0,3.0,1.5,0.34967884527351795,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,moderate,1,3.0,1.5,0.5774340524147401,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,moderate,1,3.0,1.5,0.3358691920347905,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,moderate,2,3.0,1.5,0.6171313515678644,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,moderate,2,3.0,1.5,0.35928559166857393,0.0,13.39225914331887,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,moderate,3,3.0,1.5,0.5831261444266421,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,moderate,3,3.0,1.5,0.34594872968642704,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,moderate,4,3.0,1.5,0.6198636701762416,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,moderate,4,3.0,1.5,0.3098270485236896,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,moderate,5,3.0,1.5,0.6886708915083543,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,moderate,5,3.0,1.5,0.4167308022430762,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,moderate,6,3.0,1.5,0.5778632124055847,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,moderate,6,3.0,1.5,0.40273160334172575,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,moderate,7,3.0,1.5,0.6578436140993361,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,moderate,7,3.0,1.5,0.35592956054016933,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,moderate,8,3.0,1.5,0.6728942549782557,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,moderate,8,3.0,1.5,0.36370737010757603,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,moderate,9,3.0,1.5,0.5776490933367805,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,moderate,9,3.0,1.5,0.3962040798809795,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,moderate,10,3.0,1.5,0.6181434538796061,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,moderate,10,3.0,1.5,0.3792937457084,1.0,12.240440604411974,0.0,minus_y,minus_x,cuda
ray_gpis,Cube,15,moderate,11,3.0,1.5,0.6143360894941633,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,moderate,11,3.0,1.5,0.3378476195925841,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,moderate,12,3.0,1.5,0.6139798867017623,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,moderate,12,3.0,1.5,0.4082033932249942,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,moderate,13,3.0,1.5,0.5990415426871136,0.0,13.117499609979692,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,moderate,13,3.0,1.5,0.3255865186541542,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,moderate,14,3.0,1.5,0.5113155184252689,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,moderate,14,3.0,1.5,0.3562542915999084,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,moderate,15,3.0,1.5,0.6431634813458456,1.0,12.240440604411974,0.0,minus_y,minus_x,cuda
ray_gpis_pointwise,Cube,15,moderate,15,3.0,1.5,0.33663738841840235,1.0,12.240440604411974,0.0,minus_y,minus_x,cuda
ray_gpis,Cube,15,moderate,16,3.0,1.5,0.6077221274394493,1.0,12.240440604411974,0.0,minus_y,minus_x,cuda
ray_gpis_pointwise,Cube,15,moderate,16,3.0,1.5,0.2980423151750972,1.0,12.240440604411974,0.0,minus_y,minus_x,cuda
ray_gpis,Cube,15,moderate,17,3.0,1.5,0.6403081368734264,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,moderate,17,3.0,1.5,0.3920784218356603,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,moderate,18,3.0,1.5,0.7028518938208036,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,moderate,18,3.0,1.5,0.44653953994048967,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,moderate,19,3.0,1.5,0.6129134241245136,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,moderate,19,3.0,1.5,0.3809317063401235,0.0,13.39225914331887,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,severe,0,6.0,3.0,0.6128426127260242,0.0,17.734872691414363,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,severe,0,6.0,3.0,0.3382610437170977,0.0,17.734872691414363,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,severe,1,6.0,3.0,0.6844307907988096,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,severe,1,6.0,3.0,0.4316305218585488,1.0,12.240440604411974,0.0,minus_y,minus_x,cuda
ray_gpis,Cube,15,severe,2,6.0,3.0,0.6539303902494848,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,severe,2,6.0,3.0,0.38265549897001594,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,severe,3,6.0,3.0,0.4844937342641336,0.0,13.117499609979692,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,severe,3,6.0,3.0,0.29989771686884864,0.0,17.734872691414363,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,severe,4,6.0,3.0,0.6328192950331883,0.0,13.39225914331887,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,severe,4,6.0,3.0,0.29259913595788506,0.0,13.39225914331887,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,severe,5,6.0,3.0,0.5286635957885099,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,severe,5,6.0,3.0,0.32740544174868386,1.0,12.240440604411974,0.0,minus_y,minus_x,cuda
ray_gpis,Cube,15,severe,6,6.0,3.0,0.4613591496910047,1.0,0.00011459029153797541,0.0,minus_y,minus_x,cuda
ray_gpis_pointwise,Cube,15,severe,6,6.0,3.0,0.25226453421835654,0.0,12.469941051867124,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,severe,7,6.0,3.0,0.6298487926298922,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,severe,7,6.0,3.0,0.3310668917372396,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,severe,8,6.0,3.0,0.5849772545204851,0.0,17.734872691414363,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,severe,8,6.0,3.0,0.36556992446784153,0.0,17.734872691414363,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,severe,9,6.0,3.0,0.5799417772945753,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,severe,9,6.0,3.0,0.31793674181734943,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,severe,10,6.0,3.0,0.5574645227740901,0.0,12.469941051867124,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,severe,10,6.0,3.0,0.3344686999313343,1.0,0.00011459029153797541,0.0,minus_y,minus_x,cuda
ray_gpis,Cube,15,severe,11,6.0,3.0,0.633789196612497,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,severe,11,6.0,3.0,0.3981217097734034,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,severe,12,6.0,3.0,0.6542179274433508,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,severe,12,6.0,3.0,0.3252746623941405,0.0,13.117499609979692,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,severe,13,6.0,3.0,0.6090002002746624,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,severe,13,6.0,3.0,0.3640113584344243,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,severe,14,6.0,3.0,0.3173559452964064,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,severe,14,6.0,3.0,0.16493405241474018,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,severe,15,6.0,3.0,0.6587498569466695,1.0,12.240440604411974,0.0,minus_y,minus_x,cuda
ray_gpis_pointwise,Cube,15,severe,15,6.0,3.0,0.33634341382467375,1.0,16.273192799445173,0.0,minus_y,minus_x,cuda
ray_gpis,Cube,15,severe,16,6.0,3.0,0.46356217097734026,1.0,12.240440604411974,0.0,minus_y,minus_x,cuda
ray_gpis_pointwise,Cube,15,severe,16,6.0,3.0,0.2632274261844815,1.0,12.240440604411974,0.0,minus_y,minus_x,cuda
ray_gpis,Cube,15,severe,17,6.0,3.0,0.6437235351338978,0.0,13.39225914331887,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,severe,17,6.0,3.0,0.4100773918516823,0.0,13.39225914331887,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,15,severe,18,6.0,3.0,0.6190067807278553,0.0,12.469941051867124,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,severe,18,6.0,3.0,0.3432972362096589,1.0,16.273192799445173,0.0,minus_y,minus_x,cuda
ray_gpis,Cube,15,severe,19,6.0,3.0,0.626300354772259,0.0,0.00011459029153797541,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,15,severe,19,6.0,3.0,0.36803759441519796,0.0,12.469941051867124,0.03489958663939885,minus_x,minus_x,cuda
ray_gpis,Cube,16,mild,0,1.5,0.75,0.09168039233813524,0.0,118.46544583218564,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,16,mild,0,1.5,0.75,-0.007961633096818492,1.0,173.03967495000762,0.0,minus_y,minus_x,cuda
ray_gpis,Cube,16,mild,1,1.5,0.75,0.16370951590753027,0.0,46.46144580194513,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,16,mild,1,1.5,0.75,0.04445525291828793,0.0,84.80301592702469,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,16,mild,2,1.5,0.75,0.09344529640650033,1.0,36.32868026940022,0.0,minus_y,minus_x,cuda
ray_gpis_pointwise,Cube,16,mild,2,1.5,0.75,0.013339723048752573,1.0,145.26423748554907,0.0,minus_y,minus_x,cuda
ray_gpis,Cube,16,mild,3,1.5,0.75,-0.012695983062485693,1.0,162.91352312842358,3.337003028147656e-05,plus_z,minus_x,cuda
ray_gpis_pointwise,Cube,16,mild,3,1.5,0.75,0.00528081368734264,1.0,58.61475111378471,3.337003028147656e-05,plus_z,minus_x,cuda
ray_gpis,Cube,16,mild,4,1.5,0.75,0.32453078507667654,0.0,83.43236137451927,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,16,mild,4,1.5,0.75,0.1765278095674067,0.0,83.35595606120454,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,16,mild,5,1.5,0.75,0.08971446555275805,0.0,53.130733112619765,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,16,mild,5,1.5,0.75,0.09991702906843669,1.0,58.61475111378471,3.337003028147656e-05,plus_z,minus_x,cuda
ray_gpis,Cube,16,mild,6,1.5,0.75,0.011231832227054242,0.0,60.02094279286616,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,16,mild,6,1.5,0.75,-0.042170691233691916,0.0,104.89433590281304,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,16,mild,7,1.5,0.75,0.19790927557793542,0.0,120.91906440861436,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,16,mild,7,1.5,0.75,0.06143353742275119,0.0,52.87493768200407,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,16,mild,8,1.5,0.75,0.2825489242389562,0.0,98.30605265482019,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,16,mild,8,1.5,0.75,0.08275492103456167,0.0,83.35595606120454,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,16,mild,9,1.5,0.75,0.11067320897230484,0.0,132.61871788221927,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,16,mild,9,1.5,0.75,-0.07630178530556189,1.0,58.61475111378471,3.337003028147656e-05,plus_z,minus_x,cuda
ray_gpis,Cube,16,mild,10,1.5,0.75,0.13080152780956739,0.0,90.84641814456057,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,16,mild,10,1.5,0.75,-0.04061355573357747,0.0,109.93348914666053,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,16,mild,11,1.5,0.75,0.10054326300055647,1.0,118.31275613662474,3.337003028147656e-05,plus_z,minus_x,cuda
ray_gpis_pointwise,Cube,16,mild,11,1.5,0.75,-0.02577034218356603,0.0,12.284281317912377,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,16,mild,12,1.5,0.75,0.0924503604943923,1.0,58.07887454836232,0.0,minus_y,minus_x,cuda
ray_gpis_pointwise,Cube,16,mild,12,1.5,0.75,-0.024944924467841606,0.0,42.09093402079334,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,16,mild,13,1.5,0.75,0.2799281872281986,0.0,0.00011460619338392394,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,16,mild,13,1.5,0.75,0.17305447470817117,0.0,64.83916964920863,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,16,mild,14,1.5,0.75,0.23739700160219726,1.0,110.55814247859136,3.337003028147656e-05,plus_z,minus_x,cuda
ray_gpis_pointwise,Cube,16,mild,14,1.5,0.75,0.024677414740215144,0.0,13.427309284101558,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,16,mild,15,1.5,0.75,0.11170033188372622,1.0,137.26028111891048,3.337003028147656e-05,plus_z,minus_x,cuda
ray_gpis_pointwise,Cube,16,mild,15,1.5,0.75,-0.0025170233463035012,0.0,87.39604750886272,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,16,mild,16,1.5,0.75,-0.04970459487296863,1.0,48.54856313038481,0.0,minus_y,minus_x,cuda
ray_gpis_pointwise,Cube,16,mild,16,1.5,0.75,0.0014219501029983975,0.0,20.10174468937055,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,16,mild,17,1.5,0.75,0.26033703364614325,0.0,60.35023978472214,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,16,mild,17,1.5,0.75,0.11174682421606773,1.0,36.37762771361164,3.337003028147656e-05,plus_z,minus_x,cuda
ray_gpis,Cube,16,mild,18,1.5,0.75,0.07341854543373769,0.0,60.02094279286616,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,16,mild,18,1.5,0.75,0.06007596131837948,1.0,166.8670895899243,0.0,minus_y,minus_x,cuda
ray_gpis,Cube,16,mild,19,1.5,0.75,0.2957827878233005,0.0,35.58908877143621,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,16,mild,19,1.5,0.75,0.05605187113756007,1.0,148.90419579445197,0.0,minus_y,minus_x,cuda
ray_gpis,Cube,16,moderate,0,3.0,1.5,0.08853356031128404,0.0,70.8406834837903,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,16,moderate,0,3.0,1.5,-0.022534475852597845,0.0,65.30556541441457,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,16,moderate,1,3.0,1.5,0.12256237125200274,1.0,130.5379291121008,3.337003028147656e-05,plus_z,minus_x,cuda
ray_gpis_pointwise,Cube,16,moderate,1,3.0,1.5,-0.01583385786221103,0.0,109.5066438704266,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,16,moderate,2,3.0,1.5,0.09647015907530325,0.0,83.66341987323761,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,16,moderate,2,3.0,1.5,0.03908360036621652,0.0,87.39604750886272,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,16,moderate,3,3.0,1.5,0.26738097962920576,0.0,81.25860376483973,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,16,moderate,3,3.0,1.5,0.048994335088120844,0.0,20.10174468937055,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,16,moderate,4,3.0,1.5,-0.0017874513618677042,1.0,49.52003472478292,0.0,minus_y,minus_x,cuda
ray_gpis_pointwise,Cube,16,moderate,4,3.0,1.5,0.05083042458228427,0.0,99.11902567820574,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,16,moderate,5,3.0,1.5,0.023866302357518878,1.0,69.93243128473007,0.0,minus_y,minus_x,cuda
ray_gpis_pointwise,Cube,16,moderate,5,3.0,1.5,-0.0661871995880064,1.0,132.21126129952125,3.337003028147656e-05,plus_z,minus_x,cuda
ray_gpis,Cube,16,moderate,6,3.0,1.5,0.1635886358434424,0.0,92.7376050769533,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,16,moderate,6,3.0,1.5,0.08754434653238727,0.0,52.87493768200407,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,16,moderate,7,3.0,1.5,0.07807421606775004,0.0,116.38635678974835,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,16,moderate,7,3.0,1.5,-0.049608749141680016,0.0,52.87493768200407,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,16,moderate,8,3.0,1.5,0.2066176470588235,0.0,81.25860376483973,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,16,moderate,8,3.0,1.5,-0.022824158846417943,1.0,27.294798448318694,3.337003028147656e-05,plus_z,minus_x,cuda
ray_gpis,Cube,16,moderate,9,3.0,1.5,0.0005042629892423895,1.0,118.31275613662474,3.337003028147656e-05,plus_z,minus_x,cuda
ray_gpis_pointwise,Cube,16,moderate,9,3.0,1.5,0.04506823643854428,0.0,92.87040242192231,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,16,moderate,10,3.0,1.5,0.017051956969558246,1.0,24.80306791955594,0.0,minus_y,minus_x,cuda
ray_gpis_pointwise,Cube,16,moderate,10,3.0,1.5,-0.028248741130693516,1.0,156.53110386205378,0.0,minus_y,minus_x,cuda
ray_gpis,Cube,16,moderate,11,3.0,1.5,0.14651379034103912,1.0,86.3911170610802,0.0,minus_y,minus_x,cuda
ray_gpis_pointwise,Cube,16,moderate,11,3.0,1.5,0.1327570668345159,0.0,83.35595606120454,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,16,moderate,12,3.0,1.5,0.1598742561226825,0.0,0.00011460619338392394,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,16,moderate,12,3.0,1.5,0.013418402380407412,0.0,64.83916964920863,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,16,moderate,13,3.0,1.5,0.00982990959029526,0.0,114.3083500941175,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,16,moderate,13,3.0,1.5,-0.011861982146944379,0.0,71.68569028281267,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,16,moderate,14,3.0,1.5,0.06182335774776835,0.0,108.58961453958695,0.0,minus_x,minus_x,cuda
ray_gpis_pointwise,Cube,16,moderate,14,3.0,1.5,0.06304074158846416,0.0,76.62871583645928,0.0,minus_x,minus_x,cuda
ray_gpis,Cube,16,moderate,15,3.0,1.5,0.11506637674525061,1.0,137.26028111891048,3.337003028147656e-05,plus_z,minus_x,cuda
ray_gpis_pointwise,Cube,16,moderate,15,3.0,1.5,0.14312986381322954,0.0,20.10174468937055,0.0,minus_x,minus_x,cuda
