j_pos_0,j_pos_1,j_pos_2,j_pos_3,j_pos_4,j_pos_5,j_pos_6,j_pos_7,j_pos_8,j_pos_9,j_pos_10,j_pos_11,j_pos_12,j_pos_13,j_pos_14,j_pos_15,j_pos_16,j_pos_17,j_pos_18,j_pos_19,j_pos_20,j_pos_21,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13,action_14,action_15,action_16,action_17,action_18,action_19,action_20,action_21,target_0,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,target_10,target_11,target_12,target_13,target_14,target_15,target_16,target_17,target_18,target_19,target_20,target_21,pip_1_fsr,pip_2_fsr,pip_3_fsr,thumb_pip_fsr,dip_1_fsr,dip_2_fsr,dip_3_fsr,thumb_dip_fsr,tip_1_fsr,tip_2_fsr,tip_3_fsr,thumb_tip_fsr,palm_1_fsr,palm_2_fsr,palm_3_fsr,palm_4_fsr
2.590756e-05,1.1574464,-1.520844,3.140727,2.7420137,-1.5690053,0.051836483,0.0052063544,-0.059433255,-0.10393605,1.3684881,0.04509706,0.20837823,0.08647221,-0.016546153,-0.053878862,-0.049588162,-0.13141769,-0.030929796,0.030920515,-0.054967977,-0.013700965,-0.18430765,0.7934603,0.18689573,-0.23414,-0.7204108,0.68055725,0.4838061,0.054269683,-0.77502054,-0.6319985,-0.08006015,-0.3900828,0.6568253,0.520555,-0.11107959,-0.673896,-0.44440636,-0.8,-0.18790007,0.37914845,-0.8,-0.081661455,0.0,1.1830001,-1.541,3.1416,2.742,-1.569,0.094903804,0.010645586,-0.15202866,-0.12397334,1.3657954,0.010281034,0.2547434,0.1021125,-0.021789463,-0.127392,-0.087175116,-0.15692866,-0.036858633,0.07437407,-0.15692866,-0.016018778,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7766453e-05,1.1574459,-1.5208443,3.1407263,2.7420137,-1.5690053,8.64856e-05,-0.057404872,-0.023835292,-0.27797124,1.4360346,0.09487669,0.21320839,0.026008068,0.06782245,-0.15037367,-0.014864398,-0.25107867,0.061187524,0.16416936,-0.019477757,-0.060736798,0.3945385,-0.15210003,0.6716507,0.3272394,0.23455594,0.29119194,-0.7032388,-0.36786088,0.6358105,-0.9145184,0.4200141,0.6724602,-0.27781993,-0.46910548,0.6478932,-0.26319188,0.35243124,-0.571845,0.5905123,0.6925285,0.6161293,-0.26153582,1e-05,1.183,-1.541,3.14161,2.7421,-1.569,-0.04431417,-0.062178675,-0.026159257,-0.30501768,1.4489442,0.14340585,0.19974425,0.009245165,0.10647191,-0.17949526,-0.017405413,-0.27013502,0.08004323,0.21147177,-0.03495548,-0.067794204,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8469218e-05,1.1574478,-1.5208467,3.140724,2.7420137,-1.5690093,-0.13996002,-0.12754045,0.10684267,-0.35921714,1.543869,0.22774996,0.1488744,-0.12870161,0.20010445,-0.1648555,0.0019213735,-0.3497959,0.218569,0.26215428,0.08894685,-0.09740895,0.66003716,-0.12260506,0.87961113,0.3036394,0.4097117,0.26748282,-0.9406478,-0.34815586,0.90870035,-0.9759893,0.5630212,0.93449205,-0.41953987,-0.8114679,0.7039274,-0.1771491,0.15466839,-0.69244474,0.81972337,0.81422204,0.8708072,-0.16901448,1e-05,1.183,-1.541,3.14161,2.7421,-1.569,-0.22983387,-0.13084388,0.1530596,-0.366,1.5599864,0.3277115,0.117000304,-0.15079698,0.24530433,-0.21443358,0.013099134,-0.366,0.24171357,0.37205708,0.13678989,-0.10112817,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8717679e-05,1.1574495,-1.5208489,3.140718,2.7420137,-1.5690074,-0.25431833,-0.110658355,0.25247157,-0.36447427,1.6684878,0.39556623,0.08899413,-0.32109025,0.32452896,-0.21775064,-0.0028743283,-0.365465,0.40027922,0.41093683,0.2763288,-0.14372429,0.59758925,-0.26928616,0.9759222,0.3741862,0.08025301,0.47645503,-0.98812956,0.11919716,0.65864885,-0.8535236,0.6672035,0.96020377,-0.24950612,-0.9622936,0.5711601,-0.52371746,-0.055936195,-0.93848896,0.90731984,0.92553383,0.9081922,-0.24010688,1e-05,1.183,-1.541,3.14161,2.7421,-1.569,-0.314,-0.1064809,0.28768235,-0.366,1.6963576,0.52396977,0.06600317,-0.34748238,0.36204505,-0.3214774,0.0016662069,-0.366,0.42716277,0.56122905,0.32241738,-0.15020417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.4451674e-05,1.1574509,-1.5208509,3.140718,2.7420137,-1.5690107,-0.29761943,-0.046675153,0.32917017,-0.36590987,1.7479163,0.5406477,0.12893037,-0.51638246,0.48006064,-0.27148685,-0.017503206,-0.36581942,0.56861025,0.583616,0.42027274,-0.19314109,0.33226174,-0.26099944,0.9662933,0.44404328,-0.2711996,0.73194104,-0.9846232,0.30895773,0.272881,-0.7618807,0.8211541,0.8979991,0.45416883,-0.94188863,0.8218113,-0.5624917,-0.22804865,-0.9445765,0.79323447,0.98510677,0.46008962,-0.23780474,1e-05,1.183,-1.541,3.14161,2.742,-1.569,-0.314,-0.042774178,0.3439501,-0.366,1.8656785,0.7091361,0.15965225,-0.5416987,0.53150153,-0.43746254,-0.045357153,-0.366,0.5907268,0.7643569,0.41728732,-0.19923922,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.235052e-05,1.1574513,-1.5208497,3.1407187,2.7420137,-1.5690107,-0.30927974,-0.033258975,0.30765226,-0.36598346,1.8432999,0.7147014,0.26801065,-0.71179694,0.63405603,-0.26318225,-0.04155529,-0.36588567,0.72276396,0.7161474,0.48294213,-0.26595786,-0.17237273,-0.08626485,0.8092943,0.807569,-0.6912796,0.93111604,-0.50201684,0.038957402,-0.23683523,-0.9523761,0.94063514,0.96296704,0.85820496,-0.9504785,0.72366047,0.29520053,-0.5603826,-0.9889153,0.7349096,0.9826559,0.27783796,-0.3720237,0.0,1.183,-1.541,3.14161,2.742,-1.569,-0.314,-0.034731127,0.29505366,-0.366,2.0598798,0.90794796,0.33683515,-0.7379322,0.6809067,-0.37651616,-0.16105238,-0.366,0.7424544,0.96723366,0.47464907,-0.27604634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.382693e-05,1.1574483,-1.5208393,3.1407268,2.7420137,-1.5690107,-0.25577077,-0.037859887,0.22013205,-0.36598474,1.8125668,0.79267424,0.35951644,-0.6969537,0.72286886,-0.24487041,-0.051995266,-0.36591235,0.7946609,0.7938837,0.5755454,-0.35467556,-0.5009774,-0.37545046,0.2523932,0.9211715,-0.92756,0.96839625,0.46986288,-0.016355706,-0.4838741,-0.98763597,0.38738212,0.10838894,0.95612466,0.25979382,0.40353024,0.85904014,-0.20686883,-0.80169487,0.6732645,0.66993326,0.51996076,-0.51306236,0.0,1.183,-1.541,3.14161,2.742,-1.569,-0.21568598,-0.03815339,0.19380793,-0.366,2.094,0.9306272,0.5368945,-0.683573,0.76534134,-0.19677074,-0.20433758,-0.366,0.8833282,1.047,0.58344555,-0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0378716e-05,1.1574509,-1.520844,3.140726,2.7420135,-1.5690106,-0.12475806,-0.054784827,0.18661435,-0.36598527,1.7237239,0.7803489,0.42361775,-0.5348953,0.7472132,-0.11718125,-0.055373553,-0.3659426,0.8967373,0.7963179,0.67781955,-0.3631554,-0.13080095,-0.49635494,-0.44192186,0.12895814,-0.53774816,0.557328,0.8584085,-0.08870683,-0.04949161,-0.68040764,-0.72252357,-0.49417555,0.6910278,0.85195875,0.093414396,0.9718081,0.40530235,-0.066185944,0.7539098,0.12467124,0.6517121,-0.68357265,0.0,1.183,-1.54101,3.14161,2.742,-1.569,-0.040140897,-0.056293994,0.18368687,-0.366,1.9462435,0.829568,0.67821014,-0.5093469,0.78444463,0.0019646287,-0.121452995,-0.366,1.0375032,1.047,0.71672106,-0.366,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.256388e-05,1.1574526,-1.5208504,3.140727,2.742103,-1.5690109,0.05115336,-0.09652732,0.22582516,-0.36598554,1.6007231,0.6614092,0.5139395,-0.33521453,0.75598,0.128128,0.025773296,-0.28572813,1.0819733,0.7819542,0.7868195,-0.36572117,-0.15309738,-0.84769064,-0.77762973,-0.5278562,-0.29391012,0.4147321,0.9716817,-0.21353008,0.28137785,-0.5189806,-0.94450474,-0.8988351,0.5361315,0.9466359,-0.021186644,0.9759498,0.75189376,0.47319332,0.94444805,-0.39990982,0.5918263,-0.75035435,0.0,1.183,-1.54101,3.1416,2.742,-1.569,0.1567632,-0.099564284,0.240706,-0.366,1.7548466,0.6474258,0.7868532,-0.31751814,0.7801513,0.19973363,0.030912705,-0.27011088,1.2288886,0.9659613,0.83665025,-0.366,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.648349e-06,1.1574256,-1.5208308,3.1407218,2.7421043,-1.5690112,0.24747802,-0.19678928,0.2992061,-0.36598572,1.5376213,0.47380927,0.6545866,-0.22355145,0.6953727,0.2553848,0.17909214,-0.12409953,1.2855219,0.74906576,0.8637423,-0.36586353,0.048279066,-0.9628607,-0.5511835,-0.71611,-0.42715138,0.39205712,0.9941306,-0.59874314,0.40247464,-0.16690072,-0.20116836,-0.979767,0.89631164,0.31792337,-0.1543426,0.7661489,0.9503788,0.8456489,0.8428072,-0.8796368,0.4898016,-0.83230007,1e-05,1.183,-1.54101,3.1416,2.742,-1.569,0.36232376,-0.22336891,0.32392737,-0.366,1.7132502,0.44483525,0.9721873,-0.2517798,0.74823725,0.35815346,0.2274265,-0.095252514,1.4031594,0.7840751,0.93792856,-0.366,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.674516e-05,1.1574647,-1.5208613,3.140721,2.7420137,-1.5690107,0.44037402,-0.28949723,0.37765473,-0.34880272,1.5693823,0.41840512,0.6890941,-0.3194083,0.63578826,0.33010608,0.39500412,-0.043167114,1.3594024,0.5449018,0.9565155,-0.36588922,0.5764965,-0.97312593,-0.2537739,-0.12292905,-0.3403496,0.7029611,0.99882615,-0.7855793,0.48149207,0.1002567,0.55247045,-0.60286796,0.97926235,-0.65231156,-0.31706405,0.54873496,0.96992403,0.3071611,0.17527053,-0.97592735,0.33179182,-0.9024984,1e-05,1.183,-1.54101,3.1416,2.742,-1.569,0.56823224,-0.38531643,0.4231872,-0.34533203,1.8271422,0.32055375,1.1740627,-0.38625413,0.6828743,0.47127542,0.42737678,-0.031931117,1.4392915,0.58288723,1.0063276,-0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.2639516e-05,1.1575011,-1.5208759,3.1407337,2.742013,-1.5690112,0.6151469,-0.3733231,0.48101285,-0.2830687,1.7188685,0.29363665,0.79843664,-0.54772866,0.51203454,0.37935773,0.50143087,-0.08599046,1.264844,0.3660484,1.0636115,-0.36590648,0.8545621,-0.77590406,0.14719604,0.1690201,-0.25024948,0.89921504,0.9939232,-0.6871353,0.74807775,0.37912315,0.8285975,-0.3427779,0.98823893,-0.9077003,-0.4475888,0.23284777,0.67582166,-0.32851505,-0.29978415,-0.9951855,0.42500076,-0.9291234,1e-05,1.183,-1.541,3.14161,2.742,-1.569,0.7624637,-0.5195957,0.56937575,-0.27124417,1.9890659,0.25356847,1.3671833,-0.56363595,0.595407,0.5167783,0.55944514,-0.09612918,1.380708,0.38840914,1.0893809,-0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.4029405e-05,1.157506,-1.520874,3.1407619,2.7420132,-1.5690122,0.7537092,-0.47052863,0.6446342,-0.16123435,1.7799044,0.2506261,0.9720528,-0.74740976,0.34655574,0.3949848,0.59933996,-0.24729809,1.0982921,0.22685733,1.0847585,-0.3659128,0.97091246,-0.8210702,0.46802375,0.39130697,-0.28545892,0.979843,0.99878466,-0.41584772,0.77109694,0.6211088,0.8534768,-0.0012181699,0.9976478,-0.48955464,-0.64094305,0.14745222,0.53755146,-0.86570305,-0.8475566,-0.97956586,-0.04033368,-0.9733996,1e-05,1.183,-1.541,3.14161,2.742,-1.569,0.9714147,-0.6065932,0.7306933,-0.14130495,2.094,0.25331363,1.5758965,-0.66605335,0.46131837,0.5476261,0.6719037,-0.2772388,1.2033947,0.18347882,1.0809429,-0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.508604e-05,1.1574665,-1.5208547,3.140737,2.7420137,-1.569011,0.8354344,-0.46610272,0.78954256,-0.13917598,1.7969624,0.24157096,1.0437477,-0.7233982,0.22747847,0.36561096,0.74063957,-0.35062605,0.9718567,0.22340953,1.0450702,-0.3659229,0.7986675,-0.16640282,0.8611467,0.24309015,-0.3737945,0.43667915,0.94308823,0.40036646,0.5127679,-0.00031284243,0.5581349,0.4230614,0.7007235,0.55923146,-0.79888505,-0.13574529,0.65107834,-0.9731406,-0.96565807,0.26128322,-0.47007138,-0.9317009,1e-05,1.183,-1.541,3.14161,2.742,-1.569,1.1526084,-0.5296716,0.82921034,-0.14136507,2.094,0.33459556,1.7105252,-0.55860937,0.3078302,0.5215456,0.7969941,-0.366,1.0178647,0.23367864,0.990629,-0.366,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5.003212e-05,1.1574817,-1.5208514,3.14076,2.742014,-1.5690117,0.9030849,-0.38349864,0.86810625,-0.27855822,1.7441998,0.28644496,0.9862196,-0.5567187,0.09148825,0.3144375,0.9186921,-0.36278772,0.839555,0.31573784,0.9010381,-0.36594096,0.6577812,0.5032968,0.9456355,0.2986675,-0.06282792,-0.5822663,0.37093717,0.8800733,0.37173083,-0.8000626,-0.39868724,0.8751749,-0.0052345097,0.9118463,-0.78683436,-0.69084924,0.85771644,-0.99462813,-0.7895869,0.7455116,-0.8940143,-0.71432567,1e-05,1.1830001,-1.541,3.14161,2.742,-1.56901,1.228746,-0.34902987,0.9055109,-0.305584,2.0121665,0.51423186,1.7094507,-0.37144598,0.14632648,0.37974352,0.9730469,-0.366,0.855796,0.38670057,0.8071258,-0.366,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4.3131316e-05,1.1574591,-1.5208513,3.1407316,2.7420132,-1.5690107,0.9195243,-0.26302746,0.9384788,-0.35505387,1.6745069,0.4318607,1.0074676,-0.36141124,-0.024448732,0.22711776,1.080909,-0.36600313,0.5986897,0.43853298,0.82476425,-0.36594316,0.9315562,0.34994844,0.9843727,0.22120696,0.21374641,-0.91645324,-0.07628874,0.9760147,0.53274846,-0.928681,-0.87973744,0.975035,-0.4466909,0.9823693,-0.5640227,-0.7862499,0.8637146,-0.9446403,-0.7941387,0.704797,-0.07463038,-0.31205463,1e-05,1.1830001,-1.541,3.14161,2.7421,-1.56901,1.2140665,-0.1612246,1.0080227,-0.366,1.8428869,0.7018486,1.6234982,-0.18241796,0.03779693,0.2284529,1.1392434,-0.366,0.7029874,0.522318,0.7927654,-0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.8253034e-05,1.1574575,-1.5208529,3.14073,2.7420137,-1.5690112,0.98712915,-0.032442182,1.0160725,-0.36575732,1.5635594,0.7187503,1.0357375,-0.1366478,-0.07762991,0.1708664,1.0957854,-0.36600295,0.40759942,0.5171357,0.92111754,-0.34197676,0.98631126,-0.35450107,0.9968746,0.4204019,0.026276818,-0.61645573,-0.0581244,0.99520296,0.16867268,-0.7662045,-0.86122847,0.96033156,-0.3365032,0.9886062,0.052349865,-0.33019426,0.22129072,-0.11082587,-0.95882773,0.7221682,0.78507394,0.13526568,1e-05,1.183,-1.541,3.14161,2.7421,-1.56901,1.2018925,0.04721737,1.0433506,-0.366,1.6625055,0.9029869,1.5530187,0.024642348,0.048761435,0.15929481,1.1855919,-0.366,0.50216407,0.67357373,0.95719653,-0.33766904,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.220283e-05,1.1574554,-1.5208508,3.140711,2.742014,-1.569011,1.1234666,0.07426653,0.9644097,-0.36584732,1.478309,0.9744555,1.116152,0.10714268,0.0025530227,0.12641144,1.0638704,-0.3418412,0.23147959,0.6048894,1.1152952,-0.3402294,0.8363534,-0.43104506,0.52235174,0.5414538,0.117057845,-0.5099115,0.03745532,0.5915229,-0.5310953,-0.8389151,-0.5046737,0.48801377,-0.5546626,0.99772125,0.75949335,-0.10428262,-0.20973083,0.29114395,-0.9482216,0.34789473,0.92818606,-0.018877842,1e-05,1.183,-1.541,3.14161,2.7421,-1.56901,1.2092693,0.16371804,0.9387511,-0.366,1.5631098,0.9991014,1.4437777,0.22114398,0.19834396,0.1387563,1.1442853,-0.30865908,0.31541142,0.7420918,1.1400032,-0.34138703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.339668e-05,1.1574537,-1.5208539,3.1407156,2.742014,-1.5690107,1.2498868,0.19422796,0.8236597,-0.36593464,1.5599364,1.0335315,1.212924,0.33348918,0.19076534,0.07831926,0.96668845,-0.33249155,0.17703946,0.56229085,1.2681338,-0.36248204,0.46913823,-0.08556937,-0.102604754,0.3322144,0.2091584,-0.18981913,0.53331864,0.44838712,-0.90621907,-0.7500748,0.31034094,-0.6374682,-0.32826167,0.99954426,0.6062802,-0.3165036,-0.8419462,-0.11636983,-0.4584015,-0.13019863,0.7035525,-0.3460113,1e-05,1.183,-1.54101,3.14161,2.7421,-1.56901,1.3128408,0.25079572,0.76276153,-0.366,1.6233786,0.8753038,1.3800286,0.41525745,0.3160848,0.07729067,0.9807777,-0.33125833,0.22638893,0.71680695,1.2766345,-0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1831318e-05,1.1574547,-1.5208536,3.140691,2.7420135,-1.5690049,1.3383385,0.2440504,0.65911525,-0.36594984,1.6548319,0.9939679,1.1357222,0.5034348,0.24901983,-0.053117815,0.7965695,-0.36036372,0.17789306,0.5404504,1.2490377,-0.36504802,0.18832138,0.20243415,0.01280785,0.26805007,-0.10813971,-0.2715635,0.36318728,0.19683962,-0.9528592,-0.7806058,0.60382324,-0.9274937,-0.35362485,0.86185074,0.044935115,-0.8266786,-0.9487409,-0.23566407,0.04986854,-0.14102906,-0.19298047,-0.72162914,1e-05,1.1830001,-1.541,3.14161,2.742,-1.56901,1.3849123,0.28985685,0.5736748,-0.366,1.7432022,0.6912506,1.3098547,0.58628434,0.32500178,-0.08675662,0.7925082,-0.366,0.23628491,0.68882096,1.2383392,-0.366,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.6345782e-05,1.1574539,-1.5208539,3.1407073,2.742014,-1.5690091,1.3365265,0.2068774,0.5350854,-0.36595967,1.6864527,0.8545994,1.0921654,0.56885713,0.2732929,-0.18179294,0.7484594,-0.350612,0.25235918,0.5619777,1.1270744,-0.3658306,-0.22919743,0.35227177,-0.06271942,-0.09854066,-0.2537683,-0.029204704,-0.12441941,-0.30143222,-0.3989067,-0.7838297,0.12001175,-0.9301665,-0.5136776,0.081281595,-0.17761011,-0.6434198,-0.21499825,0.09041932,0.7103542,0.13694425,-0.78344,-0.94432586,0.0,1.1830001,-1.54101,3.1416,2.742,-1.56901,1.3598411,0.22911671,0.49329305,-0.366,1.7673852,0.50381726,1.206346,0.602663,0.2892124,-0.21640903,0.7491849,-0.34778005,0.37942496,0.71641594,1.080472,-0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.452778e-05,1.1574533,-1.5208536,3.1407173,2.7420137,-1.5690106,1.2733535,0.024681572,0.48326486,-0.3627338,1.687105,0.7201842,1.0994003,0.48232082,0.21992695,-0.16843426,0.8479923,-0.36084405,0.41681433,0.55439746,0.9513749,-0.36586228,-0.057375427,0.5944702,0.29697967,-0.27060348,0.03733091,0.4788228,-0.4124559,-0.65171254,-0.008963168,-0.60449344,-0.35441905,-0.93900895,-0.082269125,-0.587001,-0.4816766,0.20616321,0.56628823,-0.07912964,0.93878573,-0.23757185,-0.95668805,-0.9888652,0.0,1.1830001,-1.541,3.1416,2.7421,-1.569,1.2787398,0.10097036,0.49153063,-0.366,1.6976957,0.31917977,1.1901695,0.48724085,0.19450024,-0.17587112,0.86053425,-0.36333933,0.56401855,0.6697022,0.89235824,-0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.1656975e-05,1.1574528,-1.5208533,3.1407154,2.7420137,-1.5690103,1.1971194,-0.10368349,0.5160188,-0.3638564,1.6966683,0.6135316,1.18992,0.3799531,0.073722005,-0.09872151,1.0241508,-0.33586398,0.56242144,0.44872567,0.72848004,-0.3658741,0.32303038,0.5613005,0.33059508,-0.85412073,0.5819853,0.8957646,-0.80401886,-0.41125727,0.24627227,-0.04121106,0.08918081,-0.28647164,0.71271884,-0.42490208,-0.8833134,0.49561432,0.86686677,0.1684035,0.9651407,-0.7930348,-0.96468496,-0.88506407,1e-05,1.1830001,-1.541,3.1416,2.7421,-1.569,1.1222694,0.020935431,0.53945774,-0.366,1.7150513,0.26342943,1.328872,0.4045505,0.022598282,-0.079419434,1.0292355,-0.33056626,0.75184494,0.51536936,0.70462054,-0.366,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2553908e-05,1.1574527,-1.5208532,3.1407168,2.7420137,-1.5690053,1.1702499,-0.16488793,0.6453198,-0.36599672,1.7250308,0.55004805,1.3153975,0.38013655,-0.085519284,-0.011517219,1.2133588,-0.3603354,0.62575024,0.38539365,0.71553695,-0.36588794,-0.34747127,0.18425462,0.18407786,-0.9708242,0.35868517,0.71822655,-0.6618181,-0.43779826,0.6429166,-0.05310827,0.4484023,0.6263483,0.19965044,-0.09922733,-0.80537957,0.43005162,0.96305275,-0.49325642,-0.06710167,-0.95860696,0.12827487,-0.7521537,0.0,1.1830001,-1.541,3.1416,2.7421,-1.569,0.99257004,-0.06486178,0.6654529,-0.366,1.8029267,0.38617763,1.3679984,0.38510448,-0.13523543,0.004859641,1.2179691,-0.366,0.7386947,0.32750702,0.7297591,-0.366,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.1056425e-05,1.1574523,-1.5208521,3.140716,2.7420137,-1.5690053,1.1047776,-0.16433506,0.78313124,-0.36599764,1.6911541,0.6099205,1.2669852,0.43900836,-0.19076759,0.0729546,1.361632,-0.36587295,0.5124186,0.2948189,0.81136864,-0.3659853,-0.653344,0.3829053,0.34438294,-0.447495,-0.18528174,0.89585245,-0.46988204,-0.13134515,0.8148833,-0.49440274,-0.35179684,0.8771929,-0.74902505,0.32189488,-0.43137008,0.43162498,0.7482072,-0.8986513,-0.7594977,-0.5395611,0.7848289,-0.48632032,0.0,1.1830001,-1.541,3.1416,2.742,-1.569,0.9005786,-0.09057595,0.8249871,-0.366,1.7340535,0.55791056,1.2213576,0.44812363,-0.21968713,0.08936125,1.3644497,-0.366,0.59000367,0.22187416,0.8834094,-0.366,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.2868232e-05,1.1574497,-1.520847,3.1407304,2.7420137,-1.5690104,1.018488,-0.17375988,0.96032906,-0.36599702,1.5837225,0.6974297,1.1152152,0.4703416,-0.2056403,0.14546397,1.465932,-0.36594903,0.33232757,0.23258251,0.97846437,-0.36598536,-0.7953693,-0.041067086,0.4176981,-0.085144304,-0.044091064,0.96865237,-0.45860565,-0.056694627,0.9067921,-0.71717775,-0.87035936,0.9754386,-0.949805,0.103047706,0.07785875,0.354622,0.52158815,-0.97973025,-0.9271411,-0.1662818,0.9569658,-0.010101132,0.0,1.183,-1.541,3.1416,2.742,-1.569,0.8095298,-0.101831764,1.0050162,-0.366,1.5612575,0.7515684,1.032789,0.46858212,-0.20422952,0.15976581,1.4680028,-0.366,0.40593457,0.18886156,1.0733997,-0.366,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8035869e-05,1.1574503,-1.52085,3.1407146,2.7420137,-1.5690106,0.96137875,-0.17136177,1.1342552,-0.36599693,1.4488977,0.8646937,1.0066304,0.37925652,-0.13533212,0.145173,1.4043306,-0.36600152,0.27847794,0.28953776,1.1310127,-0.26595086,-0.29286152,0.7266734,0.44615692,-0.60002565,0.09332444,0.7014088,-0.19039798,0.04603276,0.9813584,-0.56649643,-0.97407186,0.99508774,-0.97464937,-0.7495496,0.8092743,-0.10815807,-0.24445713,-0.99594605,-0.43445292,0.5422362,0.7322221,0.596752,0.0,1.1830001,-1.541,3.1416,2.7421,-1.569,0.7699733,-0.09226813,1.2089005,-0.366,1.3588871,0.95830494,0.83029866,0.31285787,-0.03609702,0.1372952,1.4172151,-0.366,0.3156739,0.30151498,1.225524,-0.24202052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5076912e-05,1.1574519,-1.5208507,3.1407146,2.7420135,-1.5690053,1.0041081,-0.18563174,1.1801561,-0.30328587,1.3943372,0.94511396,0.9686774,0.2851653,0.014147981,0.13417527,1.2834756,-0.36600044,0.31383008,0.31153503,1.1660243,-0.14322852,0.026712459,0.9453347,0.812352,-0.24683389,0.19213633,0.56193787,0.37093544,0.07897329,0.017102465,0.3774066,-0.47116184,-0.21414044,-0.23107943,-0.49991542,0.9618549,-0.07827135,-0.6131831,-0.8616694,0.42019433,0.10846971,0.33622715,0.67901385,1e-05,1.1830001,-1.541,3.1416,2.7421,-1.569,0.8447037,-0.076357804,1.212346,-0.28996593,1.2639647,0.9151632,0.78374434,0.21214259,0.15768273,0.12152629,1.2936804,-0.366,0.4003282,0.3233678,1.2932618,-0.10522324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
