time_s,nf_precision_tau5mm,nf_recall_tau5mm,nf_fscore_tau5mm
4.0,0.7233041788143829,0.6509426627793975,0.6852183080417299
4.1000000000000005,0.7246375121477162,0.6562759961127309,0.6887646502351658
4.2,0.7262274052478134,0.6614810495626823,0.6923437905607286
4.3,0.7277240038872692,0.6665150631681244,0.6957759562660782
4.4,0.7279144800777455,0.6708960155490767,0.6982431509089849
4.5,0.7284548104956269,0.6748104956268222,0.7006072896084253
4.6000000000000005,0.7293722060252673,0.6786783284742468,0.7031127038990755
4.7,0.732038872691934,0.6853449951409134,0.7079227987279694
4.800000000000001,0.7360699708454812,0.6933760932944606,0.7140854534112723
4.9,0.7412244897959185,0.7025267249757047,0.7213569867157567
5.0,0.746938775510204,0.7120505344995142,0.7290775200708933
5.1000000000000005,0.7526634272756721,0.721335924846129,0.7366667675421845
5.2,0.758398877011122,0.730372961883166,0.7441221270423967
5.300000000000001,0.7639719252780478,0.7389430946981969,0.7512491003793399
5.4,0.7697103984450924,0.747284742468416,0.758331811335619
5.5,0.7756786524133462,0.755348234531908,0.7653784597484627
5.6000000000000005,0.7801265522081849,0.7626325450815248,0.7712803621197369
5.7,0.7839896339488177,0.7688798185941044,0.7763612145952534
5.800000000000001,0.7871430731022567,0.773493575207861,0.780258633658399
5.9,0.7891985746679624,0.7764250080984776,0.7827596825716829
6.0,0.7909297052154195,0.7788208616780046,0.7848285799561819
6.1000000000000005,0.792411186696901,0.7807467876039305,0.7865357429939183
6.2,0.7938926681783824,0.7826727135298563,0.7882427657865448
6.300000000000001,0.7953741496598639,0.7845986394557823,0.7899496492414297
6.4,0.7968556311413454,0.7865245653817082,0.7916563942581304
6.5,0.797968253968254,0.7882086167800453,0.7930584096859937
6.6000000000000005,0.7988384839650146,0.7897337220602526,0.7942600109415435
6.7,0.7992871612136918,0.7909823993089299,0.7951130950507549
6.800000000000001,0.7993985962639024,0.7920099341323831,0.7956871124939736
6.9,0.799267638483965,0.7928785228377065,0.7960602607351739
7.0,0.798683511499838,0.793449951409135,0.7960581292411741
7.1000000000000005,0.7977937587733506,0.7938209696577043,0.7958024055265054
7.2,0.7966802721088436,0.7940330417881438,0.7953544537170821
7.300000000000001,0.7953681027966742,0.7939272216823237,0.7946470085763163
7.4,0.792932944606414,0.7936754130223518,0.7933040045918174
7.5,0.7895043731778425,0.7932944606413994,0.7913948786368271
7.6000000000000005,0.7844758017492711,0.7910722384191772,0.7877602107457745
7.7,0.7795902818270165,0.7889245221898283,0.784229627450163
7.800000000000001,0.774866472303207,0.7868610301263362,0.7808176897287621
7.9,0.7706075801749273,0.7849465500485908,0.7777109768900556
8.0,0.7663867832847426,0.7831454486556527,0.7746754904225077
8.1,0.7621772594752187,0.781494655004859,0.7717150885146387
8.200000000000001,0.7579844509232264,0.7797324263038549,0.7687046469833744
8.3,0.7536618075801749,0.7776462585034014,0.76546620166097
8.4,0.7490903790087464,0.7749795918367347,0.7618150962846744
8.5,0.7463848396501458,0.7724684159378037,0.7592026580102393
8.6,0.7446433430515064,0.7705908649173956,0.7573949352259085
8.700000000000001,0.744262390670554,0.7702099125364432,0.7570138710759567
8.8,0.744025267249757,0.770044703595724,0.7568114116796437
8.9,0.7434927113702624,0.7697998056365403,0.7564175965911165
9.0,0.7417784256559766,0.7690379008746356,0.7551622430675718
9.1,0.7403945578231292,0.7680116618075802,0.7539502913336809
9.200000000000001,0.7392342079689018,0.7668999028182701,0.752812963752064
9.3,0.7384723032069972,0.7659475218658892,0.7519590220829637
9.4,0.7374693877551021,0.7651156462585035,0.7510381829444995
9.5,0.73578231292517,0.7638678328474249,0.7495620789037839
9.600000000000001,0.7293061224489795,0.7583440233236153,0.7435416725261103
9.700000000000001,0.722829931972789,0.7527113702623908,0.7374680835690439
9.8,0.7163615160349853,0.7469815354713313,0.7313511678398107
9.9,0.7100758017492711,0.7408862973760932,0.7251539258936177
10.0,0.7045675413022351,0.7349854227405248,0.7194551152591923
10.100000000000001,0.6998056365403303,0.729271137026239,0.7142346182372508
10.200000000000001,0.6950437317784256,0.7241166180758017,0.7092823811872054
10.3,0.6906239067055393,0.7196579203109815,0.7048420458140249
10.4,0.6866239067055392,0.716038872691934,0.701022961458273
10.5,0.6843731778425655,0.7139941690962099,0.698869948852423
10.600000000000001,0.6846413994169096,0.7144528668610302,0.6992295258800982
10.700000000000001,0.6886413994169096,0.7186433430515062,0.703322564587644
10.8,0.6934577259475219,0.7231603498542274,0.7079976458263243
10.9,0.6980369290573373,0.7273586005830903,0.7123961777070307
11.0,0.701846452866861,0.7307871720116619,0.716024495324082
11.100000000000001,0.7039883381924198,0.734064139941691,0.7187117320160128
11.200000000000001,0.7055004859086491,0.736695821185617,0.7207607686919033
11.3,0.7064528668610301,0.737648202137998,0.7217135946525183
11.4,0.7071253644314869,0.7374810495626821,0.7219842726995394
11.5,0.7074635568513119,0.7367541302235179,0.7218118179782577
11.600000000000001,0.7068921282798833,0.7354207968901846,0.7208743163322264
11.700000000000001,0.7049096209912535,0.7329329446064139,0.7186481972321221
11.8,0.7021068999028182,0.7298036929057337,0.7156874326920183
11.9,0.6984878522837706,0.7261846452866861,0.7120670241851577
12.0,0.695801749271137,0.7244314868804664,0.7098280516367229
12.100000000000001,0.694033041788144,0.7240466472303206,0.7087222255714324
12.200000000000001,0.6959378036929058,0.7257609329446063,0.7105365663036329
12.3,0.6979475218658893,0.7289446064139942,0.7131093811287811
12.4,0.7000000000000001,0.733310009718173,0.7162679433816539
12.5,0.7000000000000001,0.7369290573372206,0.7179899900319142
12.600000000000001,0.7000932944606415,0.7405481049562683,0.7197526912046021
12.700000000000001,0.7002837706511177,0.7441671525753157,0.7215588579158334
12.8,0.7012050534499514,0.7490651117589894,0.7243453722853225
12.9,0.7021574344023324,0.7540991253644316,0.7272019524803184
13.0,0.7031098153547133,0.7592419825072887,0.7300985857789781
13.100000000000001,0.7023517978620019,0.7618192419825074,0.7308778815126201
13.200000000000001,0.7004897959183672,0.76333527696793,0.7305634831912834
13.3,0.6970612244897958,0.7635257531584062,0.7287812423450121
13.4,0.6944295432458697,0.7637162293488824,0.7274267386980696
13.5,0.6927113702623906,0.7644314868804665,0.7268064071954843
13.600000000000001,0.6927113702623906,0.7663362487852284,0.7276662196404947
13.700000000000001,0.6933022351797862,0.7686841593780369,0.7290498016443546
13.8,0.6942973760932946,0.7711137026239067,0.7306921966287887
13.9,0.6960116618075801,0.773399416909621,0.7326676936557162
14.0,0.6993586005830903,0.7769096209912536,0.736097163113758
14.100000000000001,0.7041632653061225,0.7810932944606415,0.7406359537670386
14.200000000000001,0.7125442176870749,0.7860932944606414,0.747513960669558
14.3,0.7222934888241012,0.7912487852283772,0.755200373363368
14.4,0.7327463556851314,0.7963994169096211,0.7632480571665115
14.5,0.7430320699708455,0.8009232264334305,0.770892322886643
14.600000000000001,0.7530923226433431,0.8049115646258505,0.7781401885973136
14.700000000000001,0.7629271137026239,0.8084868804664724,0.7850465428931729
14.8,0.7716890184645288,0.8113916423712344,0.7910424720439657
14.9,0.779642371234208,0.8138163265306123,0.7963628941964604
15.0,0.7868804664723033,0.8158163265306122,0.8010871850224232
15.100000000000001,0.7899280855199223,0.8161496598639456,0.8028248193658403
15.200000000000001,0.790293488824101,0.8164829931972789,0.8031748038110118
15.3,0.7876268221574343,0.8168163265306122,0.8019560526986597
15.4,0.7819203109815354,0.8158532555879494,0.7985264549031723
15.5,0.7747716229348882,0.813620019436346,0.7937207495918371
15.600000000000001,0.7658192419825073,0.8096676384839651,0.7871332531622253
15.700000000000001,0.7563654033041788,0.8055063168124392,0.7801628033118269
15.8,0.7471720116618076,0.8015636540330418,0.7734127143038938
15.9,0.7386005830903791,0.7980874635568513,0.7671926216159822
16.0,0.7320505344995142,0.7955053449951409,0.7624599799417301
16.1,0.7267716229348883,0.7933828960155491,0.7586178475656564
16.2,0.7235335276967931,0.7919067055393587,0.7561776958554096
16.3,0.7236034985422741,0.7915451895043732,0.7560510364696464
16.400000000000002,0.7255160349854229,0.7918402332361517,0.7572286061125886
16.5,0.7300874635568514,0.7931545189504373,0.7603154025676951
16.6,0.736773566569485,0.7964380952380953,0.7654449156822282
16.7,0.7444548104956267,0.8006184645286686,0.7715158582299076
16.8,0.752454810495627,0.8049422740524782,0.7778140743969795
16.900000000000002,0.7599727891156465,0.8087720116618077,0.783613396857
17.0,0.7670553935860056,0.8121963070942663,0.7889807018658794
17.1,0.7727696793002916,0.8145772594752188,0.7931229043840903
17.2,0.7776132167152575,0.8164031098153548,0.7965361927544821
17.3,0.7817103984450924,0.8177496598639457,0.799324007773892
17.400000000000002,0.7836151603498543,0.8176163265306122,0.800254746010557
17.5,0.7842565597667639,0.8174829931972789,0.8005251519525466
17.6,0.7836851311953352,0.8173496598639456,0.8001634675272212
17.7,0.7821807580174926,0.8172163265306124,0.7993148062176578
17.8,0.7799727891156462,0.817082993197279,0.7980967325023861
17.900000000000002,0.7769251700680273,0.8169496598639455,0.7964348782089559
18.0,0.7724781341107873,0.8164839650145772,0.7938716848892446
18.1,0.7682759961127307,0.8160945902170391,0.7914636755254356
18.2,0.764656948493683,0.815872367994817,0.7894348663681414
18.3,0.7616909620991253,0.8158841593780369,0.7878567320994115
18.400000000000002,0.7589582118561711,0.816024101068999,0.7864573298418539
18.5,0.7564820213799804,0.8163479105928085,0.7852756418328609
18.6,0.7547638483965013,0.8166837220602526,0.784503867874587
18.7,0.7537453838678327,0.8170266115970197,0.7841113011619826
18.8,0.7541263362487852,0.817380579850988,0.7844804439569617
18.900000000000002,0.7557667638483965,0.8177456268221573,0.7855355563846824
19.0,0.758095238095238,0.8181916099773242,0.7869978281405208
19.1,0.7613333333333335,0.818937641723356,0.7890855859685362
19.200000000000003,0.7643148688046648,0.819509961127308,0.7909506609446982
19.3,0.7673896987366374,0.8199612082928409,0.7928048945254228
19.400000000000002,0.77177065111759,0.8201913670229997,0.7952446324191672
19.5,0.7766180758017494,0.8202636054421769,0.7978443863336909
19.6,0.7817920310981539,0.8202358276643992,0.8005526617798897
19.700000000000003,0.7873158406219634,0.8202080498866213,0.8034254342252654
19.8,0.7923148688046648,0.8201802721088436,0.8060068000216637
19.900000000000002,0.7968746355685133,0.8201524943310657,0.8083460166399181
20.0,0.8008746355685132,0.820124716553288,0.8103853739675018
20.1,0.805061224489796,0.8200969387755103,0.8125095270704539
20.200000000000003,0.8094421768707484,0.8200691609977324,0.8147210160851155
20.3,0.8130923226433432,0.8200413832199547,0.8165520681421892
20.400000000000002,0.8159766763848398,0.8200136054421769,0.8179901597004854
20.5,0.8178814382896016,0.8199858276643992,0.8189322805803204
20.6,0.8191020408163265,0.8199580498866214,0.8195298213235104
20.700000000000003,0.8199650145772596,0.8199302721088435,0.8199476424750283
20.8,0.8203459669582119,0.8199024943310659,0.8201241701939741
20.900000000000002,0.8204081632653062,0.819874716553288,0.820141352666517
21.0,0.8204081632653062,0.8198469387755103,0.8201274545070114
21.1,0.8204081632653062,0.8198191609977324,0.8201135558767663
21.200000000000003,0.8204081632653062,0.8197913832199547,0.8200996567757576
21.3,0.8204081632653062,0.8197636054421769,0.8200857572039616
21.400000000000002,0.8204081632653062,0.8197358276643991,0.8200718571613541
21.5,0.8204081632653062,0.8197080498866213,0.8200579566479113
21.6,0.8204081632653062,0.8196802721088435,0.8200440556636094
21.700000000000003,0.8204081632653062,0.8196524943310658,0.8200301542084243
21.8,0.8204081632653062,0.8196247165532881,0.8200162522823322
21.900000000000002,0.8204081632653062,0.8195969387755102,0.8200023498853091
22.0,0.8204081632653062,0.8195691609977324,0.8199884470173309
22.1,0.8204081632653062,0.8195413832199546,0.8199745436783741
22.200000000000003,0.8204081632653062,0.8195136054421769,0.8199606398684143
22.3,0.8204081632653062,0.819485827664399,0.8199467355874278
22.400000000000002,0.8204081632653062,0.8194580498866213,0.8199328308353909
22.5,0.8204081632653062,0.8194302721088434,0.8199189256122791
22.6,0.8204081632653062,0.8194024943310657,0.8199050199180691
22.700000000000003,0.8204081632653062,0.819374716553288,0.8198911137527363
22.8,0.8204081632653062,0.8193469387755102,0.8198772071162573
22.900000000000002,0.8204081632653062,0.8193191609977324,0.8198633000086079
23.0,0.8204081632653062,0.8192913832199546,0.8198493924297641
23.1,0.8204081632653062,0.8192636054421768,0.8198354843797021
23.200000000000003,0.8204081632653062,0.8192358276643991,0.8198215758583978
23.3,0.8204081632653062,0.8192080498866212,0.8198076668658274
23.400000000000002,0.8204081632653062,0.8191802721088435,0.8197937574019669
23.5,0.8202526724975705,0.8191524943310657,0.8197022137584737
23.6,0.8200077745383868,0.819124716553288,0.8195660071787312
23.700000000000003,0.8196268221574344,0.8190969387755103,0.8193617942972444
23.8,0.8191020408163265,0.8190691609977324,0.8190856000770631
23.900000000000002,0.8184878522837706,0.8190413832199547,0.8187645236973506
24.0,0.817725947521866,0.8190136054421768,0.8183692694680449
24.1,0.8168318756073859,0.8189858276643992,0.8179074330348867
24.200000000000003,0.8158483965014577,0.8189580498866215,0.8174002651744532
24.3,0.8147055393586006,0.8189302721088435,0.8168124424596218
24.400000000000002,0.8134421768707482,0.8189024943310658,0.8161632025116704
24.5,0.8121088435374149,0.818874716553288,0.8154777459772766
24.6,0.8107755102040817,0.8188469387755103,0.814791235323346
24.700000000000003,0.8094421768707483,0.8188191609977324,0.8141036679063709
24.8,0.808108843537415,0.8187913832199546,0.8134150410739969
24.900000000000002,0.8067755102040816,0.8187636054421769,0.8127253521649863
25.0,0.8054421768707483,0.8187358276643991,0.8120345985091804
25.1,0.8041088435374151,0.8187080498866213,0.8113427774274623
25.200000000000003,0.8027755102040817,0.8186802721088435,0.8106498862317195
25.3,0.8014421768707484,0.8186524943310658,0.8099559222248058
25.400000000000002,0.8001088435374151,0.8186247165532881,0.809260882700503
25.5,0.7987755102040817,0.8185969387755102,0.8085647649434837
25.6,0.7974421768707483,0.8185691609977324,0.8078675662292722
25.700000000000003,0.7961088435374148,0.8185413832199546,0.8071692838242065
25.8,0.7936326530612244,0.8185136054421769,0.8058811294874483
25.900000000000002,0.7906550048590865,0.8183005344995141,0.8042402625204993
26.0,0.7870359572400389,0.817705296404276,0.8020775546627703
26.1,0.7831137026239067,0.8168100097181731,0.7996070134050236
26.200000000000003,0.7796695821185616,0.8160409782960805,0.7974407689270171
26.3,0.7777648202137998,0.8158346290897311,0.796344995597619
26.400000000000002,0.7766997084548105,0.8159110787172011,0.7958226852049362
26.5,0.776248785228377,0.8160904599935211,0.7956711859102908
26.6,0.7770106899902819,0.816272999676061,0.7961580858628838
26.700000000000003,0.7779008746355686,0.8164582118561712,0.7967133151986356
26.8,0.7790709426627794,0.816645286686103,0.797415732470874
26.900000000000002,0.7815471331389701,0.8168357628765793,0.7988019014887692
27.0,0.784723032069971,0.8173760932944607,0.800716804243027
27.1,0.7883887269193394,0.8181690962099125,0.8030028953552121
27.200000000000003,0.7925792031098156,0.8193119533527697,0.805723900252561
27.3,0.7957201166180758,0.8200349854227406,0.8076945980284509
27.400000000000002,0.797986394557823,0.8204081632653062,0.8090419591449398
27.5,0.7993197278911565,0.8204081632653062,0.8097266621096897
27.6,0.8,0.8204081632653062,0.8100755662507091
27.700000000000003,0.8,0.8204081632653062,0.8100755662507091
27.8,0.8,0.8204081632653062,0.8100755662507091
27.900000000000002,0.8,0.8204081632653062,0.8100755662507091
28.0,0.8,0.8204081632653062,0.8100755662507091
28.1,0.8,0.8204081632653062,0.8100755662507091
28.200000000000003,0.8,0.8204081632653062,0.8100755662507091
28.3,0.8,0.8204081632653062,0.8100755662507091
28.400000000000002,0.8,0.8204081632653062,0.8100755662507091
28.5,0.8,0.8204081632653062,0.8100755662507091
28.6,0.8,0.8204081632653062,0.8100755662507091
28.700000000000003,0.8,0.8204081632653062,0.8100755662507091
28.8,0.8,0.8204081632653062,0.8100755662507091
28.900000000000002,0.8,0.8204081632653062,0.8100755662507091
29.0,0.8,0.8204081632653062,0.8100755662507091
29.1,0.8,0.8204081632653062,0.8100755662507091
29.200000000000003,0.8,0.8204081632653062,0.8100755662507091
29.3,0.8,0.8204081632653062,0.8100755662507091
29.400000000000002,0.8,0.8204081632653062,0.8100755662507091
29.5,0.8,0.8204081632653062,0.8100755662507091
29.6,0.8,0.8204081632653062,0.8100755662507091
29.700000000000003,0.8,0.8204081632653062,0.8100755662507091
29.8,0.8,0.8204081632653062,0.8100755662507091
29.900000000000002,0.8,0.8204081632653062,0.8100755662507091
30.0,0.8,0.8204081632653062,0.8100755662507091
