time_s,mean_unc_q95,mean_unc_q99,mean_unc_max,mean_unc_top,mean_score_q95,mean_score_q99,mean_score_max,mean_score_top,Cross_picked_frame,Cross_unc_q95,Cross_unc_q99,Cross_unc_max,Cross_unc_top,Cross_score_q95,Cross_score_q99,Cross_score_max,Cross_score_top,cube_obj_01_picked_frame,cube_obj_01_unc_q95,cube_obj_01_unc_q99,cube_obj_01_unc_max,cube_obj_01_unc_top,cube_obj_01_score_q95,cube_obj_01_score_q99,cube_obj_01_score_max,cube_obj_01_score_top,cube_obj_02_picked_frame,cube_obj_02_unc_q95,cube_obj_02_unc_q99,cube_obj_02_unc_max,cube_obj_02_unc_top,cube_obj_02_score_q95,cube_obj_02_score_q99,cube_obj_02_score_max,cube_obj_02_score_top,cube_purple_picked_frame,cube_purple_unc_q95,cube_purple_unc_q99,cube_purple_unc_max,cube_purple_unc_top,cube_purple_score_q95,cube_purple_score_q99,cube_purple_score_max,cube_purple_score_top
0.0,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan
1.0,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan
2.0,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan
3.0,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan
4.0,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan
5.0,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan
6.0,0.9910190977156161,1.0241434276103973,1.0241434276103973,1.0241434276103973,0.8473685346543788,0.9676981784403325,0.9899560511112213,0.9792167805135251,120,1.0681823372840882,1.1108410358428955,1.1108410358428955,1.1108410358428955,0.9359849035739897,1.0600923418998718,1.0809847116470337,1.073125994205475,120,0.9901749491691589,1.025242567062378,1.025242567062378,1.025242567062378,0.8640174508094787,0.9815701389312744,1.0000064373016357,0.9904302537441254,120,0.9268664926290511,0.9645342826843262,0.9645342826843262,0.9645342826843262,0.7224725067615508,0.869825404882431,0.9069584012031555,0.8886906027793884,120,0.9788526117801666,0.9959558248519897,0.9959558248519897,0.9959558248519897,0.8669992774724959,0.9593048280477524,0.9718746542930603,0.9646202713251114
7.0,0.9326452404260636,0.9700307250022888,0.9700307250022888,0.9700307250022888,0.6876868210732936,0.8550771357119084,0.8939711004495621,0.8755751639604569,140,0.9968104958534241,1.032470941543579,1.032470941543579,1.032470941543579,0.6645288258790968,0.8560217666625977,0.9028257131576538,0.8795132070779801,140,0.943952277302742,0.9890371561050415,0.9890371561050415,0.9890371561050415,0.7803354114294052,0.9212785625457763,0.947498083114624,0.9374946802854538,140,0.8764238566160202,0.9070056676864624,0.9070056676864624,0.9070056676864624,0.5576385408639902,0.7635996949672699,0.8155310153961182,0.7898219257593155,140,0.9133943319320679,0.9516091346740723,0.9516091346740723,0.9516091346740723,0.7482445061206817,0.8794085186719894,0.9100295901298523,0.8954708427190781
8.0,0.919732266664505,0.9574188143014908,0.9574188143014908,0.9574188143014908,0.6832621879875659,0.8409813079237938,0.8735715001821518,0.8576719626784324,160,0.9793283939361572,1.0222208499908447,1.0222208499908447,1.0222208499908447,0.6235166996717453,0.8305605453252792,0.882831871509552,0.8567489385604858,160,0.9187911152839661,0.9291152358055115,0.9291152358055115,0.9291152358055115,0.7688763320446013,0.8728912883996963,0.8838603496551514,0.8786886602640152,160,0.8589723706245422,0.8829388618469238,0.8829388618469238,0.8829388618469238,0.5539770781993864,0.7275492638349533,0.7643219828605652,0.7459443718194961,160,0.9218371868133545,0.9954003095626831,0.9954003095626831,0.9954003095626831,0.7866786420345306,0.9329241341352462,0.9632717967033386,0.9493058800697327
9.0,0.9333251565694809,0.9688864350318909,0.9688864350318909,0.9688864350318909,0.6710368156433104,0.8332317714393139,0.8746337294578552,0.8546087324619294,180,0.9337368011474609,0.9862484335899353,0.9862484335899353,0.9862484335899353,0.5305486679077147,0.7508798414468765,0.8167585730552673,0.7863972753286361,180,0.9376927614212036,0.9617037773132324,0.9617037773132324,0.9617037773132324,0.7482650637626647,0.880725040435791,0.9050337672233582,0.8932048141956329,180,0.8605685830116272,0.8789003491401672,0.8789003491401672,0.8789003491401672,0.5334177136421203,0.7069051736593246,0.7536965608596802,0.7288694888353348,180,1.0013024806976318,1.0486931800842285,1.0486931800842285,1.0486931800842285,0.8719158172607419,0.9944170302152634,1.0230460166931152,1.0099633514881134
