frame_id,nksr_vs_gt_accuracy_mean,nksr_vs_gt_chamfer_l1,nksr_vs_gt_chamfer_l2,nksr_vs_gt_completeness_mean,nksr_vs_gt_fscore@0.002000,nksr_vs_gt_fscore@0.005000,nksr_vs_gt_fscore@0.010000,nksr_vs_gt_precision@0.002000,nksr_vs_gt_precision@0.005000,nksr_vs_gt_precision@0.010000,nksr_vs_gt_recall@0.002000,nksr_vs_gt_recall@0.005000,nksr_vs_gt_recall@0.010000,online_pcd_vs_gt_accuracy_mean,online_pcd_vs_gt_chamfer_l1,online_pcd_vs_gt_chamfer_l2,online_pcd_vs_gt_completeness_mean,online_pcd_vs_gt_fscore@0.002000,online_pcd_vs_gt_fscore@0.005000,online_pcd_vs_gt_fscore@0.010000,online_pcd_vs_gt_normal_mean_abs_cos,online_pcd_vs_gt_normal_mean_angle_deg,online_pcd_vs_gt_precision@0.002000,online_pcd_vs_gt_precision@0.005000,online_pcd_vs_gt_precision@0.010000,online_pcd_vs_gt_recall@0.002000,online_pcd_vs_gt_recall@0.005000,online_pcd_vs_gt_recall@0.010000,time_s
180,0.002362832855347513,0.004750156324300751,2.19987715262006e-05,0.002387323468953238,0.5692958079101005,0.8807165687359846,0.9785512096671181,0.58095,0.88345,0.97375,0.5581,0.878,0.9834,0.0032430832581095176,0.005143160971423208,2.243339262030196e-05,0.0019000777133136907,0.4925442591567436,0.8919743476394574,0.9809777311543489,0.8037838127438254,31.014495730632998,0.39301691216584833,0.8283687943262411,0.9632296781232952,0.6595744680851063,0.9661600810536981,0.9993920972644377,9.0
200,0.0024722761701933137,0.004970731644868212,2.434590226035789e-05,0.0024984554746748976,0.561380608974359,0.8661427841597877,0.9713495200102946,0.5727,0.86865,0.9664,0.5505,0.86365,0.97635,0.0033809054017825695,0.0052807558650071786,2.425867941292533e-05,0.0018998504632246095,0.4855649106783241,0.8828267319927964,0.975815382186868,0.8064499770967113,30.781970652728102,0.38277460385900614,0.8133017139161367,0.9533254284790341,0.6638297872340425,0.9653495440729484,0.9993920972644377,10.0
220,0.002388936569282178,0.004765636766222001,2.276806026952618e-05,0.0023767001969398223,0.590736647907587,0.8813247950529034,0.9721553115437035,0.59805,0.88175,0.9678,0.5836,0.8809,0.97655,0.0032836450464945066,0.005017937069912346,2.2571108328927037e-05,0.0017342920234178392,0.5139126061495071,0.8945294389891473,0.9765717356260075,0.8088073350472499,30.611625562279592,0.39987398928908957,0.8264202457208862,0.9542161083692113,0.7189463019250253,0.9748733535967579,1.0,11.0
240,0.002345527027146573,0.004639634562711095,2.1797214664126398e-05,0.002294107535564521,0.6004923941551142,0.895014776123572,0.9714796165723107,0.60495,0.892,0.96705,0.5961,0.89805,0.97595,0.0031802204881873617,0.004794475168167279,2.0794427808809124e-05,0.0016142546799799173,0.5332289317831733,0.9117844350751176,0.9768748649232765,0.8121557032878922,30.43533116438383,0.4134980988593156,0.8445289395859739,0.9547950992817913,0.7505572441742655,0.9906788247213779,1.0,12.0
260,0.0023723707226743647,0.004672182921414846,2.222013798696316e-05,0.0022998121987404816,0.5972125664531792,0.8937594752594332,0.9699494832341039,0.59995,0.89005,0.965,0.5945,0.8975,0.97495,0.0031729234609787233,0.00477372317296046,2.0595642119330948e-05,0.0016007997119817363,0.5354165300858894,0.9129605517235371,0.9767467130283602,0.8198994491079307,29.73715623240449,0.41520654136136775,0.8458107677604333,0.954550281405968,0.753596757852077,0.991691995947315,1.0,13.0
280,0.0020739202865188455,0.0040146051969604316,1.9183042259454724e-05,0.0019406849104415865,0.7028283595361742,0.9088283026652363,0.9706043683193818,0.69895,0.89955,0.96615,0.70675,0.9183,0.9751,0.0031248156476076814,0.004603173608352749,1.9508298047399644e-05,0.001478357960745067,0.5513537311723269,0.9198338345514172,0.977583666596506,0.8243331088655955,29.43547702751547,0.41945445187853836,0.8552753474009264,0.9561502830674216,0.8042553191489362,0.9949341438703141,1.0,14.0
300,0.0020130502718666136,0.003892742872400437,1.8628438115013257e-05,0.0018796926005338235,0.7191271918236807,0.9102970314430867,0.9713074820477183,0.7151,0.90195,0.9672,0.7232,0.9188,0.97545,0.003047490568302292,0.004449721033297176,1.8645160062587193e-05,0.0014022304649948841,0.5795571143126301,0.9237986218611238,0.9778653257995956,0.8277241355748822,29.185988331954334,0.44030834770260674,0.8621564053149406,0.9566893194035906,0.8476190476190476,0.9949341438703141,1.0,15.0
320,0.0020795074255883002,0.004017580517548518,1.893592035262416e-05,0.0019380730919602179,0.7107066619767851,0.9095941682469014,0.9712570538724872,0.7052,0.9011,0.9671,0.7163,0.91825,0.97545,0.0030394026914029202,0.00442273439271167,1.8558227658668573e-05,0.0013833317013087498,0.5879294835182558,0.9235807823800446,0.9777360654882945,0.8312267296160686,28.85723500654956,0.44680199938794246,0.8617770070386617,0.9564419055391207,0.859371833839919,0.9949341438703141,1.0,16.0
340,0.0021720220931934335,0.004201132661307791,1.9450174099112373e-05,0.002029110568114358,0.6778687539182063,0.9098233734476316,0.9713087329163771,0.67175,0.90155,0.96735,0.6841,0.91825,0.9753,0.003051809025202063,0.0044347165352328025,1.861451588187861e-05,0.00138290751003074,0.5843342464237922,0.9232709856014683,0.9779503105590062,0.8334255642532891,28.625489784698615,0.44282386306087307,0.8612377190317027,0.9568520206624126,0.8587639311043567,0.9949341438703141,1.0,17.0
360,0.0021750750000051186,0.004209735338798299,1.9445362900289925e-05,0.0020346603387931808,0.6751676107964013,0.9102234071185323,0.9712079023913098,0.669,0.90195,0.96715,0.68145,0.91865,0.9753,0.0030580093394633715,0.004449134236903904,1.8668565220247893e-05,0.0013911248974405324,0.5812628024998726,0.9230690032313013,0.9779225479551212,0.832325099483248,28.742212074695157,0.44010522055847834,0.8608862808579523,0.9567988668555241,0.855724417426545,0.9949341438703141,1.0,18.0
380,0.0024600282984232618,0.00476591070570141,2.4454260043467127e-05,0.002305882407278148,0.6107137466748517,0.8901169175466187,0.9606116955107351,0.60095,0.8816,0.95705,0.6208,0.8988,0.9642,0.003249469988047411,0.004671622875222265,2.091097137591313e-05,0.0014221528871748534,0.5555644725781838,0.9102952569392467,0.9734290440943439,0.833332629673311,28.626606969643035,0.41504950495049503,0.8395049504950495,0.9484158415841584,0.839918946301925,0.9941236068895644,0.9997973657548126,19.0
400,0.0025444338915272275,0.004897318048685963,2.66063842330022e-05,0.0023528841571587348,0.606386630949928,0.8874206191374892,0.957926940341354,0.5946,0.8779,0.95325,0.61865,0.89715,0.96265,0.0033424444232232754,0.0047651276097545,2.258513992862888e-05,0.0014226831865312246,0.5526734939069742,0.9051840972911621,0.9695646072526675,0.8370461648261932,28.2752444844034,0.4117820324005891,0.8314187530682376,0.941286205203731,0.8401215805471125,0.9933130699088146,0.9995947315096251,20.0
420,0.0025892804989670936,0.004981029481750509,2.8273741597012174e-05,0.0023917489827834154,0.5982640153730471,0.8857011317133745,0.9514596006305833,0.5879,0.87535,0.9453,0.609,0.8963,0.9577,0.003419608575335519,0.0048618763003752145,2.3515197321757452e-05,0.0014422677250396955,0.5444132006444791,0.9004015797033946,0.9674028395373342,0.8320059010886485,28.891884239975393,0.4048547475141353,0.8229674400467928,0.9372197309417041,0.8308004052684904,0.993920972644377,0.9995947315096251,21.0
440,0.0027331728189553153,0.005199592921693249,3.13579146110287e-05,0.0024664201027379336,0.5866463582928699,0.8764147839726222,0.9469473561943982,0.5736,0.86305,0.93845,0.6003,0.8902,0.9556,0.0035612572569180237,0.005023862234951431,2.590977395647407e-05,0.0014626049780334077,0.5356705412304297,0.8922044194515341,0.9611433706755033,0.8309074604015488,29.01832468777337,0.3973580175489345,0.8100472471314242,0.9262366213479896,0.8216818642350557,0.9929078014184397,0.9987841945288753,22.0
460,0.0028143490780771175,0.0053400335943699475,3.2718301873368385e-05,0.00252568451629283,0.5680831522934165,0.8724700088807403,0.9451349678647942,0.55355,0.8593,0.936,0.5834,0.88605,0.95445,0.0036499689351719845,0.005143378143138012,2.7219270601775384e-05,0.0014934092079660277,0.5236143029537547,0.8864952535777132,0.9588831106752268,0.8310229348321606,29.012071512134266,0.3874616564417178,0.801476226993865,0.921875,0.8072948328267477,0.991691995947315,0.9989868287740629,23.0
480,0.0028646950246819587,0.005412953631342577,3.4130152728098316e-05,0.0025482586066606187,0.5675325469829673,0.8716073863799283,0.9408171214496373,0.5513,0.8566,0.93085,0.58475,0.88715,0.951,0.0037023639512752896,0.005192186259298731,2.822718578530065e-05,0.0014898223080234408,0.5248660709229498,0.8838793191085609,0.9552567798443162,0.8291764965984885,29.177871679989195,0.38831908831908835,0.797340930674264,0.9151946818613486,0.8095238095238095,0.9914893617021276,0.9989868287740629,24.0
500,0.0029258434275862767,0.005528610959618034,3.486002378161245e-05,0.002602767532031757,0.54893993720708,0.8705500014354205,0.9404670813066476,0.5331,0.85535,0.9305,0.56575,0.8863,0.95065,0.003753561610338223,0.0052573205869229775,2.873705959056515e-05,0.0015037589765847547,0.5152668565263454,0.8801708766149207,0.9548455595758651,0.8296739743458894,29.181939280397874,0.3791962174940898,0.7915839243498818,0.9146099290780142,0.8036474164133739,0.9910840932117528,0.9987841945288753,25.0
520,0.0029475858348771175,0.005559073509109963,3.5063880032739816e-05,0.0026114876742328453,0.5421548737792519,0.8702485354086498,0.9397026095283696,0.5255,0.85435,0.9291,0.5599,0.88675,0.95055,0.0037598685909223948,0.0052739060457399,2.8824944165678726e-05,0.0015140374548175048,0.512332990750257,0.8799975929392857,0.9545717008964044,0.8299537958017628,29.14920303168895,0.3768307663233488,0.7911745251818955,0.9141075309458566,0.8,0.9912867274569402,0.9987841945288753,26.0
540,0.002934262088777869,0.005552219115235428,3.5025303578556984e-05,0.002617957026457559,0.5482482026516015,0.8696464967237614,0.9397978189169062,0.53255,0.85505,0.9301,0.5649,0.88475,0.9497,0.003757162426899985,0.00526316342591863,2.8768409647077632e-05,0.0015060009990186447,0.5136823202910683,0.8800783405589537,0.954802833851846,0.8283048005444476,29.32616957591917,0.37770634395386216,0.7914342441145883,0.9145315306797769,0.8026342451874366,0.9910840932117528,0.9987841945288753,27.0
560,0.0031328215510240055,0.005949693957622073,3.658653479424244e-05,0.002816872406598067,0.4684082293998508,0.8689977279917173,0.9410723264091803,0.4517,0.85375,0.9326,0.4864,0.8848,0.9497,0.003920543961614885,0.0054892467904169556,3.060214038589545e-05,0.0015687028288020708,0.4824212765897286,0.8681451247369363,0.9528818943660778,0.826594213696531,29.45161557828818,0.349864321137831,0.7723402264433423,0.9110133807429588,0.7766970618034448,0.9910840932117528,0.9987841945288753,28.0
580,0.003441803455963628,0.006513945427862356,4.1167955695729884e-05,0.0030721419718987278,0.4262997131483433,0.8338024513770266,0.9373453425424677,0.40915,0.81545,0.92645,0.44495,0.853,0.9485,0.004238113642397351,0.0058711187814252195,3.5059731626695856e-05,0.0016330051390278679,0.45444602801463035,0.84269438966389,0.9427371769812112,0.8195642034213498,30.164530620403628,0.32587946550313607,0.7338423779656394,0.89264612307972,0.7505572441742655,0.9894630192502533,0.9987841945288753,29.0
600,0.003498554434312801,0.0066370851605261835,4.1745935328167796e-05,0.003138530726213382,0.40357404315835027,0.8320879493108316,0.937201136212093,0.3869,0.81345,0.92655,0.42175,0.8516,0.9481,0.004276981243741999,0.005935026600438994,3.542725011723559e-05,0.0016580453566969952,0.44285276966488885,0.8400635077303144,0.942567963450228,0.8207924049010656,30.014740350931458,0.31604375569735643,0.7300820419325433,0.8923427529626253,0.7396149949341438,0.9890577507598785,0.9987841945288753,30.0
620,0.0035307800201911876,0.0067131071012529325,4.2437390142846036e-05,0.0031823270810617445,0.3878866121976325,0.8299072230753017,0.9363487119250381,0.37195,0.8117,0.9256,0.40525,0.84895,0.94735,0.004303733920356024,0.005971521026311754,3.5864027268603595e-05,0.00166778710595573,0.4398821994229687,0.837697641860179,0.9424185540892884,0.8228470028722017,29.824603622910857,0.3134641716111365,0.7259698767685988,0.8925604746691008,0.7371833839918946,0.9900709219858156,0.998176291793313,31.0
640,0.003529082817488387,0.0067129274643061045,4.241383126259493e-05,0.003183844646817717,0.38940592231765153,0.8292217200024107,0.9372167071186622,0.3742,0.8108,0.92725,0.4059,0.8485,0.9474,0.004285179940637492,0.005957405417976397,3.562704927746418e-05,0.0016722254773389059,0.439877158531709,0.8392899480168438,0.943459203198026,0.8236253222872243,29.772739696007623,0.3137899543378995,0.7285844748858448,0.8944292237442922,0.7353596757852077,0.9896656534954408,0.998176291793313,32.0
660,0.003633081346366178,0.006886412915460199,4.559158466956522e-05,0.00325333156909402,0.38363516940885733,0.8245651808981274,0.9331318644521833,0.367,0.80505,0.92275,0.40185,0.84505,0.94375,0.0044011941468038215,0.0060775649920365524,3.7814279146261906e-05,0.0016763708452327305,0.43530779177921936,0.832979727741048,0.9398845387195562,0.8226636373842631,29.885200138689257,0.30915996021340086,0.7192332037254725,0.8885070982909847,0.7353596757852077,0.9894630192502533,0.9975683890577508,33.0
680,0.003760342316235422,0.007088194462561829,4.9940562140824815e-05,0.0033278521463264072,0.37846720047449584,0.8213761376079814,0.9231834759300375,0.36105,0.80115,0.91095,0.39765,0.84265,0.93575,0.004545803446418203,0.006239694946967142,4.12233051964716e-05,0.0016938915005489394,0.434011483797065,0.8283578391526867,0.9339906300258722,0.8239329886065251,29.754319021593084,0.30864197530864196,0.7128953771289538,0.878345498783455,0.7309017223910841,0.9884498480243161,0.9971631205673759,34.0
700,0.003794088834135272,0.00715136815602096,5.0942105670315056e-05,0.0033572793218856886,0.37348647475287206,0.8190279108074308,0.9220548944129686,0.35685,0.7984,0.9097,0.39175,0.84075,0.93475,0.004557670510796242,0.006254598912820524,4.1504094329268966e-05,0.0016969284020242822,0.43243310740935254,0.8281663503258739,0.9338737476104034,0.8235623409945716,29.766748878616443,0.30726307263072633,0.7127171271712717,0.8781387813878139,0.7296859169199594,0.9882472137791287,0.9971631205673759,35.0
720,0.0038325705248119873,0.007229320822422601,5.2662881475189e-05,0.0033967502976106146,0.37304044275013376,0.81963360463344,0.9181945011569348,0.35695,0.80005,0.9055,0.39065,0.8402,0.93125,0.004604961340686555,0.006308680877895217,4.262837646465266e-05,0.0017037195372086623,0.43096458502936613,0.8275977789463139,0.9319743527513783,0.8229680212078199,29.79685261465877,0.30631930045974937,0.7119805282610655,0.8747859010186604,0.7266464032421479,0.9880445795339412,0.9971631205673759,36.0
740,0.0038652256745903765,0.007268519380005023,5.308970094600352e-05,0.003403293705414647,0.36835293838862565,0.8182195896433807,0.9176601650596502,0.35105,0.797,0.90465,0.38745,0.8406,0.93105,0.004618912066955778,0.006321747840175666,4.283690981808973e-05,0.0017028357732198878,0.42779265609171174,0.8265140100975407,0.9313164326004814,0.823511308590409,29.710229809462753,0.3033717994951316,0.7106923909123692,0.8737829065993509,0.7252279635258359,0.9874366767983789,0.9969604863221885,37.0
760,0.0038974407467081145,0.007329941460209257,5.519749624881808e-05,0.0034325007135011434,0.36637824666485164,0.8174954006478822,0.9162967021276596,0.3489,0.79675,0.90285,0.3857,0.83935,0.93015,0.004628873476112027,0.006335170724438508,4.356601705204955e-05,0.0017062972483264808,0.42980647278621525,0.8276882901983091,0.9317508847107537,0.8227824811539038,29.787774408079233,0.3050433839479393,0.7122198120028923,0.8745480838756327,0.7272543059777102,0.9878419452887538,0.9969604863221885,38.0
780,0.003929997064942047,0.007384354441525845,5.661435122448665e-05,0.0034543573765837975,0.3668503808487486,0.8169909357798165,0.9137973468997019,0.351,0.7971,0.8996,0.3842,0.8379,0.92845,0.0046576381466448685,0.006362499574299461,4.443117759906144e-05,0.0017048614276545927,0.43058340770610287,0.8280561270595176,0.9303837904842623,0.8238549048791242,29.714621295631787,0.30568356374807987,0.7126592572512876,0.8721424053492365,0.72806484295846,0.9880445795339412,0.9969604863221885,39.0
800,0.003944254890183472,0.0074129200505584445,5.688344505521854e-05,0.0034686651603749725,0.3625050516173434,0.8170135461578448,0.9130666046206065,0.3468,0.79615,0.8987,0.3797,0.839,0.9279,0.004681480097286763,0.006391007515868817,4.4854558570038145e-05,0.0017095274185820544,0.4282849446114568,0.8266268605401865,0.9291953252916537,0.8231383197931978,29.785386288332006,0.3038316243928764,0.7106493973736283,0.8702104695089045,0.7254305977710233,0.9878419452887538,0.996757852077001,40.0
820,0.003959328944033735,0.007425670693510904,5.73372927678005e-05,0.003466341749477169,0.3678873008339549,0.8152513482870626,0.9123676592247638,0.35115,0.79375,0.8973,0.3863,0.83795,0.92795,0.004668929062838294,0.006381252945870424,4.4605821508702194e-05,0.0017123238830321302,0.4273952696083203,0.8277367072229618,0.9296518389604914,0.8231097888970954,29.772405192187925,0.3029369108049311,0.712291515591008,0.8710116026105874,0.7254305977710233,0.9878419452887538,0.996757852077001,41.0
840,0.004009256683085846,0.0075192799489637715,5.8129519785939244e-05,0.0035100232658779257,0.35696668762663314,0.8137083230995948,0.9110778076479947,0.3403,0.79235,0.8956,0.37535,0.83625,0.9271,0.00470946045766702,0.006437058211790305,4.5262000496490755e-05,0.0017275977541232849,0.42024998660457447,0.8258469456537647,0.9279801230369804,0.8254387418605456,29.632523661703065,0.29724604966139956,0.7097065462753951,0.8680812641083522,0.716919959473151,0.9874366767983789,0.996757852077001,42.0
860,0.0040292161378966945,0.007540206988756393,5.842648496061307e-05,0.003510990850859699,0.3548741357504216,0.8129068498202267,0.9108690363825934,0.33765,0.7911,0.89515,0.37395,0.83595,0.92715,0.004717042997848774,0.006447674307417516,4.540973825936245e-05,0.0017306313095687418,0.4191065142000665,0.8255889859242127,0.9276834605518475,0.825247976164365,29.634433464655288,0.2965200144248107,0.7094302199783628,0.8675622069960331,0.7144883485309017,0.9872340425531915,0.996757852077001,43.0
880,0.004014771335015778,0.007525763725841381,5.827997428699913e-05,0.0035109923908256038,0.356578879250035,0.8136980381320806,0.9112830261642257,0.34075,0.7926,0.89595,0.37395,0.83595,0.92715,0.004717042997848774,0.006447674307417516,4.540973825936245e-05,0.0017306313095687418,0.4191065142000665,0.8255889859242127,0.9276834605518475,0.825247976164365,29.634433464655288,0.2965200144248107,0.7094302199783628,0.8675622069960331,0.7144883485309017,0.9872340425531915,0.996757852077001,44.0
900,0.004021369992304876,0.007532364151630842,5.8327329016275846e-05,0.0035109941593259664,0.35696177662845957,0.812325717272979,0.9108690363825934,0.34145,0.79,0.89515,0.37395,0.83595,0.92715,0.004717042997848774,0.006447674307417516,4.540973825936245e-05,0.0017306313095687418,0.4191065142000665,0.8255889859242127,0.9276834605518475,0.825247976164365,29.634433464655288,0.2965200144248107,0.7094302199783628,0.8675622069960331,0.7144883485309017,0.9872340425531915,0.996757852077001,45.0
920,0.004016337430442992,0.007527328510802088,5.832297679136957e-05,0.0035109910803590963,0.3563323346167308,0.8134871971255719,0.9107913728288011,0.3403,0.7922,0.895,0.37395,0.83595,0.92715,0.004717042997848774,0.006447674307417516,4.540973825936245e-05,0.0017306313095687418,0.4191065142000665,0.8255889859242127,0.9276834605518475,0.825247976164365,29.634433464655288,0.2965200144248107,0.7094302199783628,0.8675622069960331,0.7144883485309017,0.9872340425531915,0.996757852077001,46.0
940,0.004013550210204762,0.007524541673074206,5.828272597974054e-05,0.003510991462869444,0.3565515007346253,0.8138034198004604,0.9111019503497462,0.3407,0.7928,0.8956,0.37395,0.83595,0.92715,0.004717042997848774,0.006447674307417516,4.540973825936245e-05,0.0017306313095687418,0.4191065142000665,0.8255889859242127,0.9276834605518475,0.825247976164365,29.634433464655288,0.2965200144248107,0.7094302199783628,0.8675622069960331,0.7144883485309017,0.9872340425531915,0.996757852077001,47.0
960,0.004020652904042356,0.007531645728645501,5.832692811264629e-05,0.0035109928246031446,0.3557283600925472,0.8130915908811601,0.91102432513991,0.3392,0.79145,0.89545,0.37395,0.83595,0.92715,0.004717042997848774,0.006447674307417516,4.540973825936245e-05,0.0017306313095687418,0.4191065142000665,0.8255889859242127,0.9276834605518475,0.825247976164365,29.634433464655288,0.2965200144248107,0.7094302199783628,0.8675622069960331,0.7144883485309017,0.9872340425531915,0.996757852077001,48.0
980,0.004028371333789434,0.007539363307067486,5.841859229951049e-05,0.0035109919732780525,0.35611292288295854,0.8127748432505532,0.9109984472305286,0.3399,0.79085,0.8954,0.37395,0.83595,0.92715,0.004717042997848774,0.006447674307417516,4.540973825936245e-05,0.0017306313095687418,0.4191065142000665,0.8255889859242127,0.9276834605518475,0.825247976164365,29.634433464655288,0.2965200144248107,0.7094302199783628,0.8675622069960331,0.7144883485309017,0.9872340425531915,0.996757852077001,49.0
1000,0.004037957237161514,0.007587944136032364,5.84496707238221e-05,0.00354998689887085,0.3397167964159812,0.8151701247356645,0.9113071771384691,0.32515,0.79445,0.89595,0.35565,0.837,0.9272,0.004734238599317463,0.006467690167940506,4.543413306917017e-05,0.0017334515686230434,0.41194381717172024,0.824833657038223,0.9277774879582262,0.825771424386956,29.560728201154056,0.2898341744772891,0.7080028839221341,0.8678803172314348,0.711854103343465,0.9878419452887538,0.9965552178318136,50.0
1020,0.00416159861472576,0.007747890910612542,6.298904531291236e-05,0.0035862922958867826,0.35876473040578105,0.8143108098159509,0.9026010742566033,0.3405,0.7913,0.8852,0.3791,0.8387,0.9207,0.004807735303133687,0.006515665939630658,4.744229563225087e-05,0.0017079306364969715,0.42146307648982945,0.8198414778873607,0.9264669049667982,0.8257346349675576,29.59635804820864,0.296875,0.7003728693181818,0.8655894886363636,0.7262411347517731,0.9884498480243161,0.9965552178318136,51.0
1040,0.004166357268863618,0.007736802539788398,6.300326392536884e-05,0.0035704452709247802,0.3666406634491197,0.8137657367338798,0.9020687018671396,0.34735,0.7889,0.8839,0.3882,0.84025,0.921,0.00482337484148851,0.0065333504132190886,4.7690252758061245e-05,0.0017099755717305788,0.42002028572463634,0.8191904296236242,0.9256116279674085,0.8256135585601362,29.617837784739432,0.29547881808472765,0.6996262014951941,0.8640975436098256,0.7260385005065856,0.9880445795339412,0.9965552178318136,52.0
