frame_id,nksr_path,nksr_vs_gt_fscore@0mm,nksr_vs_gt_fscore@10mm,nksr_vs_gt_fscore@1mm,nksr_vs_gt_fscore@2mm,nksr_vs_gt_fscore@3mm,nksr_vs_gt_fscore@4mm,nksr_vs_gt_fscore@5mm,nksr_vs_gt_fscore@6mm,nksr_vs_gt_fscore@7mm,nksr_vs_gt_fscore@8mm,nksr_vs_gt_fscore@9mm,time_s
240,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000240_xyz_normal_nksr_detail0.5.ply,0.0,0.9163862965891432,0.25202219170018636,0.45488844439613,0.5666580964478122,0.647563554667998,0.7168077593995413,0.7811294770762213,0.8397534227073199,0.867746760668543,0.8932444798390476,12.0
260,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000260_xyz_normal_nksr_detail0.5.ply,0.0,0.8899570233080595,0.21429289110518382,0.434843738916538,0.5535538399171208,0.6342757173784689,0.714214391105206,0.7830446811903926,0.826574680484636,0.851916757041944,0.8702731134647951,13.0
280,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000280_xyz_normal_nksr_detail0.5.ply,0.0,0.9016734453269865,0.2935325880474069,0.509485667119829,0.6076239105551466,0.6648792228717026,0.7223947777432391,0.8021779152547641,0.855224428904429,0.873101661053713,0.8862303106184233,14.0
300,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000300_xyz_normal_nksr_detail0.5.ply,0.0,0.9074285061772556,0.24725917065390748,0.4697540794869099,0.5987119029850747,0.6905467426181635,0.7574448377969336,0.8111099474509081,0.8565061416773293,0.8736312159502553,0.8879278849664392,15.0
320,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000320_xyz_normal_nksr_detail0.5.ply,0.0,0.8981172517218395,0.2589946377638334,0.4752161325507713,0.6030072150962013,0.7110662471595876,0.7958860183795949,0.8383835804959069,0.8571146020781331,0.8688830664336665,0.8798566341118189,16.0
340,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000340_xyz_normal_nksr_detail0.5.ply,0.0,0.8995873836178231,0.25843579339316397,0.4804929823659452,0.6302345345227336,0.7448219923934076,0.8099885172900928,0.8535301148956025,0.8697026079239667,0.8800428142865229,0.8889262856982707,17.0
360,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000360_xyz_normal_nksr_detail0.5.ply,0.0,0.8996433702193749,0.25815471986255606,0.4642137201764175,0.6119672290326496,0.7348791829977025,0.8074192465268152,0.8453937457672035,0.8615106835135604,0.8729460192401015,0.8836540171518845,18.0
380,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000380_xyz_normal_nksr_detail0.5.ply,0.0,0.9109561174148988,0.26246018028064305,0.47006907764460665,0.6345027343598495,0.7459375,0.8167826142401702,0.8483787844137567,0.866756639177035,0.8809543203938434,0.8947334095408035,19.0
400,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000400_xyz_normal_nksr_detail0.5.ply,0.0,0.9054217457211367,0.2675628983377721,0.48135340059407966,0.6247489717630309,0.7458510030556663,0.8131314281354897,0.8421248073231951,0.8582711158785841,0.8707710838551047,0.8848658997465502,20.0
420,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000420_xyz_normal_nksr_detail0.5.ply,0.0,0.9007231340183344,0.26794280479985344,0.48318405110975365,0.6383680049604712,0.757529023815755,0.8158261140874224,0.8400213143872114,0.8573776487663279,0.8707067248283753,0.8853565287162163,21.0
440,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000440_xyz_normal_nksr_detail0.5.ply,0.0,0.8959611564039066,0.26202396067415734,0.5015306022202575,0.6528243162247259,0.7524636330686348,0.8142915345206148,0.8393724873367103,0.8560358259707045,0.8694399335776454,0.8815149053404917,22.0
460,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000460_xyz_normal_nksr_detail0.5.ply,0.0,0.8998862818985344,0.26175370509685914,0.49725156753008765,0.6498494544348554,0.7535363310417421,0.8214508045977011,0.8477469049925157,0.8634072573669338,0.8757338490855826,0.8868990868991093,23.0
480,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000480_xyz_normal_nksr_detail0.5.ply,0.0,0.9787426660198637,0.3058354672973414,0.5814992927257919,0.7736481118700862,0.8839538869457294,0.9318382951381452,0.9513862769279211,0.9630273087995019,0.9695333745587591,0.974185324818548,24.0
500,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000500_xyz_normal_nksr_detail0.5.ply,0.0,0.9987985582699239,0.29678473391714383,0.592247507702697,0.8036525536547434,0.9166146382700227,0.9629288847931053,0.9827276029610034,0.9923582667842297,0.995964878636512,0.9980963831279431,25.0
520,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000520_xyz_normal_nksr_detail0.5.ply,0.0,1.0,0.29538577352742046,0.6012999833693664,0.7760448456929322,0.8959536370992495,0.9725146345852291,0.9954455698427848,0.9989238431313662,0.9997499374843711,1.0,26.0
540,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000540_xyz_normal_nksr_detail0.5.ply,0.0,1.0,0.3008156709597009,0.5811832680975526,0.7674796313784232,0.8690342949178866,0.9349426409646284,0.9665935190213878,0.9956465625470797,0.9992247742000051,1.0,27.0
560,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000560_xyz_normal_nksr_detail0.5.ply,0.0,0.9962669895360218,0.2917095209529523,0.5840545925355247,0.7529182313105829,0.8474082084709769,0.9161784128109995,0.9455344259694943,0.9663026256564141,0.9791804952769978,0.9882052517075639,28.0
580,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000580_xyz_normal_nksr_detail0.5.ply,0.0,0.9953579053120682,0.2506710269192423,0.5158649883698392,0.7029725045339781,0.8252665323802024,0.9078420535271766,0.9419238814287989,0.9621397479864899,0.9758358992750468,0.987197490503925,29.0
600,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000600_xyz_normal_nksr_detail0.5.ply,0.0,0.9931025198237885,0.25703632474477395,0.5397512109284556,0.734012815362092,0.8234627560464904,0.8943978765018162,0.9406350349445936,0.9630716951748124,0.9749660017435003,0.984214370983719,30.0
620,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000620_xyz_normal_nksr_detail0.5.ply,0.0,0.9925964336985266,0.22712671142416904,0.47313732636137956,0.6542720501165057,0.7850541900152826,0.8655349012474012,0.9039843102018247,0.929166803863019,0.9494579327049655,0.9736398967854574,31.0
640,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000640_xyz_normal_nksr_detail0.5.ply,0.0,0.9977723534865074,0.2064519607843137,0.45293529054687925,0.6587515444748026,0.8110364493758669,0.8982653866488576,0.9335924495970441,0.962669569733323,0.9776115682614365,0.9908086493578583,32.0
660,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000660_xyz_normal_nksr_detail0.5.ply,0.0,0.9929322347550229,0.23482547370662124,0.4763120755707163,0.6899140724637681,0.838529733516156,0.9043921286827704,0.9383028106351237,0.960171176776881,0.9726325485761282,0.9849830917997006,33.0
680,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000680_xyz_normal_nksr_detail0.5.ply,0.0,0.9930206359196415,0.18816456452469466,0.427717711681178,0.6281628372463192,0.7931944215071386,0.914167210828548,0.9452814513143281,0.9654179596064215,0.9770532173468082,0.9853620671283964,34.0
700,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000700_xyz_normal_nksr_detail0.5.ply,0.0,0.9931029930774072,0.21329778636683064,0.449868851366363,0.6385886754059871,0.7763296844816485,0.8900128292984328,0.9334341411815115,0.9603020304039983,0.9720666795247647,0.9836001855334723,35.0
720,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000720_xyz_normal_nksr_detail0.5.ply,0.0,0.9914232487770438,0.19307140082858626,0.44647561030235156,0.6440706357214935,0.8044180727758615,0.8967187506968447,0.9364962606096193,0.9583527426380449,0.9689833346232232,0.9807225102597437,36.0
740,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000740_xyz_normal_nksr_detail0.5.ply,0.0,0.9903505250403878,0.22537543237250557,0.45668741721854306,0.6443206097986734,0.7884072891566266,0.9093669598680594,0.9455144375413087,0.9650729401403891,0.9773272424994245,0.9847985886533824,37.0
760,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000760_xyz_normal_nksr_detail0.5.ply,0.0,0.996016410230667,0.2129461195779601,0.4770245744513696,0.657369936131387,0.7949034838385108,0.9045759159988948,0.9332703664023998,0.9599682212327161,0.9777549714928541,0.9874031723125223,38.0
780,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000780_xyz_normal_nksr_detail0.5.ply,0.0,0.9966434756434053,0.17169229761211413,0.4142557258356462,0.6083610994699865,0.7815938087623922,0.8770953265701585,0.9196498994346598,0.9482433214709372,0.9682577786957195,0.9834181855156461,39.0
800,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000800_xyz_normal_nksr_detail0.5.ply,0.0,0.9892592413827959,0.21888756281407037,0.44401434603907436,0.6298499662658253,0.7777512293896441,0.8918984445503209,0.9239417807477951,0.9426631238398303,0.9678744769874477,0.9803051536401888,40.0
820,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000820_xyz_normal_nksr_detail0.5.ply,0.0,0.9881117239285533,0.2425430042211469,0.46270767320049677,0.6441737285176709,0.7917271372648061,0.8983878039281145,0.930845327604726,0.9548755916230366,0.9670762064776282,0.9783515905664716,41.0
840,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000840_xyz_normal_nksr_detail0.5.ply,0.0,0.9730563236994219,0.209413633110687,0.4529646124137931,0.6372738068159536,0.8029047310756972,0.8738141586339062,0.9086569982394366,0.9320490613098749,0.9474220838500303,0.9594117873892654,42.0
860,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000860_xyz_normal_nksr_detail0.5.ply,0.0,0.9524042653157645,0.21150175935765736,0.44178011881188123,0.588601362825847,0.7145225603357817,0.8276098079478198,0.8682000690945733,0.9030952641922002,0.9185283004490407,0.9377738657567841,43.0
880,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000880_xyz_normal_nksr_detail0.5.ply,0.0,0.9106324340642753,0.19671072559199695,0.4117818947751243,0.585034646408604,0.7057685555516229,0.80802066205106,0.8361701110978378,0.8591689044600802,0.8840744940644432,0.8978432754397684,44.0
900,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000900_xyz_normal_nksr_detail0.5.ply,0.0,0.9354537701063432,0.22508102893890675,0.471945598349381,0.6304222750505171,0.7486802415184975,0.8313048404542996,0.8717066691505215,0.8916171515049603,0.9057243329746435,0.9211169280442805,45.0
920,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000920_xyz_normal_nksr_detail0.5.ply,0.0,0.9153413865603582,0.21924607675663366,0.40852826153376115,0.5483163858274888,0.6881584098747503,0.7982403716797547,0.8320552404105889,0.8537258426966291,0.886746467521488,0.9017667599700689,46.0
940,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000940_xyz_normal_nksr_detail0.5.ply,0.0,0.9223997073884419,0.20954671263821187,0.4545635545309842,0.6138446233280482,0.7325698092643051,0.8027515307866846,0.8346671033348289,0.8654707248802448,0.8939854886944856,0.9089946338244996,47.0
960,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000960_xyz_normal_nksr_detail0.5.ply,0.0,0.9150737749248838,0.21406082293973658,0.42481380971969207,0.5987554832519919,0.7399337226967354,0.817422570494608,0.8473325394252027,0.869417119213861,0.8867844905320108,0.8996949748604128,48.0
980,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000980_xyz_normal_nksr_detail0.5.ply,0.0,0.9136925622999699,0.18016905190311422,0.40325409287925695,0.5852330375426621,0.7233148648182038,0.8059060011773089,0.835120637578875,0.8616820577491738,0.8861428035643788,0.9004937196458802,49.0
989,/home/ferry/data/Code2/Research/Inhand_Activate/reconstruction/offline/result/offline_tracking/cube_obj_01/003_ICP/mesh_nksr/recon_0_000989_xyz_normal_nksr_detail0.5.ply,0.0,0.9156897666166235,0.16353807997557998,0.3913089690392595,0.5737986112320418,0.7080598278538168,0.8025389212238165,0.8369094526026742,0.8678201416479531,0.887350387247585,0.9026663602381281,49.45
