planner,paired_scenes,representation_update_s,representation_update_s_ci95,representation_update_s_n,candidate_scoring_s,candidate_scoring_s_ci95,candidate_scoring_s_n,planning_time_s,planning_time_s_ci95,planning_time_s_n
pose_novelty,120,2.1257581562773948e-05,5.89275142421907e-07,120,0.00024000948828567438,7.559303454536285e-06,120,0.0002612670698484483,7.718321769252701e-06,120
ray_gpis,120,0.12967948755649558,0.01258201005002963,120,6.694098352454603e-05,7.650076921001937e-07,120,0.12974642854002014,0.012581976417692275,120
