planner,episodes,mean_visibility_ratio,mean_visibility_ratio_ci95,mean_pose_error_deg,mean_pose_error_deg_ci95,mean_translation_error_mm,mean_translation_error_mm_ci95,mean_action_execution_error_deg,mean_action_execution_error_deg_ci95
pose_novelty,120,0.5787979572525713,0.006984468149818971,6.587389495279427,0.45138769387222244,3.411223822876761,0.23754276023099438,31.63547677176503,2.004526787115061
ray_gpis,120,0.5764843113869074,0.007247671700724032,6.369427045190245,0.4485785800327083,3.3021277080027915,0.21971072444856327,34.41817163677806,1.949726261834517
