planner,paired_scenes,final_recall@5,final_recall@5_ci95,final_recall@5_n,final_f@5,final_f@5_ci95,final_f@5_n,final_chamfer_mm,final_chamfer_mm_ci95,final_chamfer_mm_n
pose_novelty,120,0.8173538888888887,0.013544436427555843,120,0.8794036012374311,0.01101407058862842,120,5.572495757084348,0.1913791678434919,120
ray_gpis,120,0.8131788888888889,0.015898614081861967,120,0.8784171546871052,0.012387137779189114,120,5.529943646854802,0.19445930530919864,120
