frame_id,mesh_vs_gt_accuracy_mean,mesh_vs_gt_chamfer_l1,mesh_vs_gt_chamfer_l2,mesh_vs_gt_completeness_mean,mesh_vs_gt_fscore@0.002000,mesh_vs_gt_fscore@0.005000,mesh_vs_gt_fscore@0.010000,mesh_vs_gt_precision@0.002000,mesh_vs_gt_precision@0.005000,mesh_vs_gt_precision@0.010000,mesh_vs_gt_recall@0.002000,mesh_vs_gt_recall@0.005000,mesh_vs_gt_recall@0.010000,nksr_vs_gt_accuracy_mean,nksr_vs_gt_chamfer_l1,nksr_vs_gt_chamfer_l2,nksr_vs_gt_completeness_mean,nksr_vs_gt_fscore@0.002000,nksr_vs_gt_fscore@0.005000,nksr_vs_gt_fscore@0.010000,nksr_vs_gt_precision@0.002000,nksr_vs_gt_precision@0.005000,nksr_vs_gt_precision@0.010000,nksr_vs_gt_recall@0.002000,nksr_vs_gt_recall@0.005000,nksr_vs_gt_recall@0.010000,offline_pcd_vs_gt_accuracy_mean,offline_pcd_vs_gt_chamfer_l1,offline_pcd_vs_gt_chamfer_l2,offline_pcd_vs_gt_completeness_mean,offline_pcd_vs_gt_fscore@0.002000,offline_pcd_vs_gt_fscore@0.005000,offline_pcd_vs_gt_fscore@0.010000,offline_pcd_vs_gt_normal_mean_abs_cos,offline_pcd_vs_gt_normal_mean_angle_deg,offline_pcd_vs_gt_precision@0.002000,offline_pcd_vs_gt_precision@0.005000,offline_pcd_vs_gt_precision@0.010000,offline_pcd_vs_gt_recall@0.002000,offline_pcd_vs_gt_recall@0.005000,offline_pcd_vs_gt_recall@0.010000,online_pcd_vs_gt_accuracy_mean,online_pcd_vs_gt_chamfer_l1,online_pcd_vs_gt_chamfer_l2,online_pcd_vs_gt_completeness_mean,online_pcd_vs_gt_fscore@0.002000,online_pcd_vs_gt_fscore@0.005000,online_pcd_vs_gt_fscore@0.010000,online_pcd_vs_gt_normal_mean_abs_cos,online_pcd_vs_gt_normal_mean_angle_deg,online_pcd_vs_gt_precision@0.002000,online_pcd_vs_gt_precision@0.005000,online_pcd_vs_gt_precision@0.010000,online_pcd_vs_gt_recall@0.002000,online_pcd_vs_gt_recall@0.005000,online_pcd_vs_gt_recall@0.010000,time_s
40,0.00816345071715005,0.022365786010224695,0.00042819885199527785,0.014202335293074646,0.1418761787743818,0.2722082191780822,0.5272621785795845,0.2211,0.3789,0.6523,0.10445,0.2124,0.44245,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0041657583726058866,0.030016783839350563,0.0010016702118587437,0.025851025466744677,0.035130147012028254,0.127785791195173,0.3500872067117341,nan,nan,0.21818181818181817,0.6727272727272727,0.9727272727272728,0.01910299003322259,0.07059800664451828,0.21345514950166114,0.0043612088874462425,0.028375267532585395,0.0009010016494022371,0.024014058645139152,0.027102602710260278,0.16978682807050471,0.45371285145924006,nan,nan,0.14482758620689656,0.6344827586206897,0.993103448275862,0.014950166112956811,0.09800664451827243,0.29401993355481726,2.0
60,0.0038454362774071383,0.03164769959159699,0.0012224115240253592,0.02780226331418985,0.18422854810918654,0.339755056404113,0.4335060278011794,0.43445,0.7849,0.90165,0.1169,0.2168,0.28535,0.0040021205797559755,0.035377353841912304,0.0013838851159560465,0.03137523326215633,0.08629554400881752,0.22632536064447636,0.3249607049937054,0.26605,0.66425,0.9974,0.0515,0.1364,0.1941,0.003124484034489935,0.03172531836444468,0.001205844270931711,0.028600834329954743,0.06231309753546544,0.2898936826266065,0.40106241699867196,nan,nan,0.18725099601593626,0.900398406374502,1.0,0.03737541528239203,0.17275747508305647,0.25083056478405313,0.0029002220980923854,0.036068604192053204,0.0014962575101918592,0.03316838209396082,0.05889777029869584,0.21476821832962356,0.30303030303030304,nan,nan,0.25925925925925924,0.9382716049382716,1.0,0.03322259136212625,0.1212624584717608,0.17857142857142858,3.0
80,0.003504602088960421,0.02633523463870421,0.0009035602574191792,0.02283063254974379,0.2199319163179916,0.4083115691972394,0.5173197207137317,0.4522,0.8305,0.9308,0.1453,0.2707,0.3582,0.008331451699851007,0.02241973920790721,0.0004625882102241698,0.014088287508056203,0.1698998179781574,0.35867257707032035,0.5612634915865384,0.21785,0.44325,0.69335,0.13925,0.3012,0.47145,0.0030451627154818445,0.027456767094348675,0.0009503040803177133,0.02441160437886683,0.08296107211231653,0.3887481585982744,0.4883866917765222,nan,nan,0.1790633608815427,0.928374655647383,1.0,0.05398671096345515,0.24584717607973422,0.3230897009966777,0.0031525045205047313,0.025923067945437826,0.0008419312268910976,0.022770563424933096,0.09310773502962592,0.39217613957344405,0.5172413793103449,nan,nan,0.20050761421319796,0.8984771573604061,1.0,0.0606312292358804,0.25083056478405313,0.3488372093023256,4.0
100,0.0049845513073251396,0.012090301788209974,0.00013186111637217163,0.007105750480884835,0.2998858334670303,0.5338770099758575,0.7526016518048105,0.3722,0.6394,0.8336,0.2511,0.45825,0.68595,0.006307789364433667,0.02234776821510069,0.0005085054433307295,0.016039978850667023,0.20552866511529508,0.40203328359858537,0.5374447906026558,0.3217,0.60335,0.7587,0.151,0.30145,0.4161,0.004671548459742086,0.023839692166663713,0.0006491167465666327,0.019168143706921627,0.12800307514895254,0.41123370110330987,0.5475938900914025,nan,nan,0.20930232558139536,0.7334525939177102,0.9123434704830053,0.09219269102990033,0.2857142857142857,0.3911960132890365,0.004477567370995049,0.025125788691412763,0.0007359415883974398,0.020648221320417715,0.0988235294117647,0.40439537656144714,0.5371549675414862,nan,nan,0.1693548387096774,0.7580645161290323,0.9233870967741935,0.06976744186046512,0.2757475083056478,0.3787375415282392,5.0
120,0.006226186035208343,0.0285093680321655,0.0008583673185155272,0.022283181996957155,0.15489324213406294,0.33918781139342735,0.46598345039889005,0.2541,0.56195,0.82915,0.1114,0.2429,0.32405,0.006335920807258884,0.035609183262954903,0.0013117097493343208,0.02927326245569602,0.11575815469293163,0.2316706872777415,0.3565008437426349,0.27165,0.5416,0.83405,0.07355,0.14735,0.2267,0.006779087180825652,0.027418494042804286,0.0007977351571247512,0.020639406861978633,0.09928495591832426,0.3925427039733802,0.510673972274619,nan,nan,0.13893129770992366,0.6351145038167939,0.8137404580152672,0.07724252491694353,0.2840531561461794,0.37209302325581395,0.005745202046652592,0.023907520264785584,0.0006258132939706447,0.01816231821813299,0.09535849738125339,0.4133691817173242,0.571528396549748,nan,nan,0.13714285714285715,0.6457142857142857,0.8542857142857143,0.07308970099667775,0.30398671096345514,0.42940199335548174,6.0
140,0.005709400379501061,0.025665455819714585,0.0007115506673379911,0.019956055440213526,0.18938488982161594,0.3636334401644797,0.5001978790360823,0.2877,0.5569,0.79495,0.14115,0.26995,0.3649,0.004961843558569787,0.026869339936566383,0.0008271328444317643,0.021907496377996594,0.1894559708400833,0.3557961234745154,0.5025179030186255,0.29185,0.579,0.8965,0.14025,0.2568,0.3491,0.006322588412668414,0.023538394339270137,0.0005892251067666325,0.017215805926601723,0.09180237345126634,0.42550879785895457,0.582428476424189,nan,nan,0.10974244120940649,0.6024636058230683,0.8275475923852184,0.07890365448504984,0.3289036544850498,0.44933554817275745,0.005625322691311519,0.0198994007596425,0.000423547479671709,0.01427407806833098,0.14492753623188406,0.45120105357983925,0.6469478775473996,nan,nan,0.1657754010695187,0.6149732620320856,0.8652406417112299,0.1287375415282392,0.35631229235880396,0.5166112956810631,7.0
160,0.006117258071783376,0.021483209437372933,0.0004605133954819275,0.015365951365589558,0.17057472993299602,0.3615060353730958,0.5744652962709682,0.23015,0.48725,0.7924,0.1355,0.28735,0.45055,0.005083928093733227,0.022968074832506704,0.000584449219510821,0.017884146738773476,0.18335251197641567,0.36148659573128505,0.563981622447032,0.2676,0.51595,0.89885,0.13945,0.2782,0.4109,0.005917510962188421,0.019097986479787447,0.00037568274168041144,0.013180475517599025,0.12647256302264542,0.4428822495606327,0.657415704304182,nan,nan,0.13023255813953488,0.56,0.8465116279069768,0.12292358803986711,0.36627906976744184,0.5373754152823921,0.005920958119444005,0.019325022532263546,0.0003884714083036209,0.013404064412819541,0.1613724150262202,0.438720970319723,0.660404657934696,nan,nan,0.17416267942583732,0.5665071770334928,0.8650717703349282,0.15033222591362128,0.3579734219269103,0.5340531561461794,8.0
180,0.006744480338443836,0.020586690895089164,0.000420281744981141,0.013842210556645328,0.18277599789915966,0.3792159989874059,0.5900878709940803,0.2285,0.47405,0.7292,0.1523,0.316,0.49555,0.005992270191272038,0.020343685215231378,0.00044919088783511454,0.014351415023959339,0.19667262418340936,0.41266689327785266,0.6294221582308857,0.23815,0.5036,0.857,0.1675,0.34955,0.49735,0.006871921512150122,0.017879413367939623,0.00034103517630312114,0.011007491855789501,0.16248226155077544,0.4790965193007328,0.7133608500708479,nan,nan,0.15402124430955993,0.5303490136570561,0.8186646433990895,0.1719269102990033,0.4368770764119601,0.6320598006644518,0.005744715250995072,0.01578807917430103,0.0002538841313592662,0.010043363923305956,0.15846115441156072,0.5090996197848746,0.7454990036388482,nan,nan,0.14946889226100152,0.5735963581183612,0.8732928679817906,0.1686046511627907,0.457641196013289,0.6503322259136213,9.0
200,0.00624727050964615,0.018841196075358554,0.00035353276446603365,0.012593925565712405,0.20215887894488932,0.3955942657089395,0.6352444016180736,0.2587,0.5019,0.76915,0.1659,0.32645,0.54105,0.005039422924012467,0.020177171872866193,0.00046811280702739984,0.015137748948853726,0.20963722190852624,0.41348424657534244,0.6360286424019872,0.27235,0.52955,0.8958,0.1704,0.33915,0.49305,0.005876173365909841,0.016352256638826872,0.0002766421647180725,0.010476083272917032,0.15910835991735867,0.49608329451459793,0.7394873187403723,nan,nan,0.1519756838905775,0.5524316109422492,0.8541033434650456,0.1669435215946844,0.45016611295681064,0.6519933554817275,0.005772339849057129,0.015801773544660405,0.00025337586953711426,0.010029433695603275,0.16146765946677272,0.5036125961715281,0.7456151557219445,nan,nan,0.15092936802973977,0.5598513011152416,0.8706319702602231,0.17358803986710963,0.457641196013289,0.6519933554817275,10.0
220,0.0066278790102380246,0.01972748948797604,0.0003846840882326404,0.013099610477738013,0.20582717900656045,0.3804892589772872,0.6216240523588765,0.2536,0.46715,0.7553,0.1732,0.32095,0.52815,0.005415205378134385,0.020365481228423042,0.00044599277945934904,0.014950275850288656,0.1662339997123544,0.3869669831812822,0.6233416294561159,0.21015,0.48275,0.885,0.1375,0.3229,0.4811,0.006246542858496485,0.01744729459824334,0.00030565574391311974,0.011200751739746854,0.09359416954353662,0.48225279184788333,0.7105104504478763,nan,nan,0.08695652173913043,0.5295794725588026,0.8282252316464719,0.10132890365448505,0.4426910299003322,0.622093023255814,0.005788292723806898,0.015209216391998022,0.0002402795639086471,0.009420923668191123,0.2033308277417264,0.5201858248337246,0.7649449644940465,nan,nan,0.18541240627130198,0.5501022494887525,0.8643490115882754,0.22508305647840532,0.49335548172757476,0.686046511627907,11.0
