planner,object,scenes,f@5_auc,recall@5_auc,final_f@5,visibility_coverage_auc,score_gain_correlation,oracle_regret_f@5,consecutive_score_map_correlation
er_gpis,Bowl,15,0.6854193677646724,0.5479397777777778,0.8395395577718091,0.30303701662353,0.16666666666666666,0.02438245297945822,0.6729781093307008
er_gpis,Corner,15,0.7308134083822803,0.6159333333333333,0.8926799423044969,0.048628760319852145,0.4133333333333334,0.01355651481031276,0.5180127960678728
er_gpis,Cross,15,0.7027566008150921,0.582133111111111,0.855121448157164,0.0770817328504207,0.3066666666666667,0.010897064821604373,0.5550103467279064
er_gpis,Cube,15,0.7388427330016231,0.6219353333333333,0.8965280889253807,0.09004812066152963,0.4666666666666666,0.015209247501447124,0.49141026763311785
er_gpis,Cylinder,15,0.7055053387286099,0.5775566666666667,0.8789786222560843,0.15229038205146636,0.3933333333333333,0.009753952491607652,0.5166548937095053
er_gpis,L_Shaped,15,0.699189663323505,0.5805917777777778,0.8602900672146859,0.08908400841084012,0.3266666666666667,0.01707829147646667,0.606759599063614
er_gpis,Thin_Irregular,15,0.7073249473646679,0.5900613333333332,0.8667418404265657,0.8758870387210682,0.37999999999999995,0.011328625184291773,0.5162401531624322
er_gpis,green_Pepper,15,0.7003901108975842,0.5847653333333334,0.862235179669749,0.08738218127515644,0.4066666666666666,0.01286620662413119,0.4609763949399539
pose_novelty,Bowl,15,0.7048123151714984,0.575068,0.8521834733173338,0.3307896972145523,0.41333333333333333,0.00837189075575936,-0.04729891869568264
pose_novelty,Corner,15,0.75667076190485,0.6501557777777778,0.9127517461746176,0.04867932008868694,0.5666666666666667,0.005871305840559682,-0.035944384338574095
pose_novelty,Cross,15,0.7229534910906672,0.6076848888888888,0.8858782460705784,0.07722176462654759,0.6066666666666667,0.005826542744104632,-0.08401252030415422
pose_novelty,Cube,15,0.7502778348205756,0.6378582222222222,0.9099237180569476,0.09074045730713805,0.44000000000000006,0.009739614229599042,-0.0602169633389541
pose_novelty,Cylinder,15,0.7048278624382429,0.5767668888888888,0.8790283981148465,0.1524022934406852,0.62,0.010166802801750691,-0.07402613333411419
pose_novelty,L_Shaped,15,0.7059256598960085,0.5887302222222224,0.8580297082401013,0.08932757911641419,0.3266666666666667,0.00999481548983355,-0.04712701074996877
pose_novelty,Thin_Irregular,15,0.7048420710725022,0.5860542222222223,0.8690641388640834,0.8794737721033994,0.4666666666666667,0.010029295709082677,-0.009580720308357627
pose_novelty,green_Pepper,15,0.7042001267046433,0.5899686666666667,0.8683693810609409,0.08743923666377248,0.5733333333333334,0.011926381404237362,-0.005727773064367362
ray_gpis,Bowl,15,0.6682900499243918,0.5255962222222222,0.8059854865473528,0.28753647391429127,-0.03333333333333333,0.037325474756675886,0.7915772453980277
ray_gpis,Corner,15,0.7542187405556003,0.6446875555555557,0.9131794629038616,0.04866640879053479,0.4533333333333333,0.007150519157728927,0.4110706198672973
ray_gpis,Cross,15,0.7191919350927457,0.6026248888888888,0.8759823707144867,0.07741538763091411,0.5666666666666668,0.005553550911138973,0.38036447316414174
ray_gpis,Cube,15,0.7546364962410902,0.6426320000000001,0.9227886223909285,0.09103479264034663,0.46,0.006784536133689457,0.4003558052159662
ray_gpis,Cylinder,15,0.7097934340580108,0.5852473333333333,0.8829999523038636,0.15453546150767314,0.5800000000000001,0.006708523529068756,0.5419452881684891
ray_gpis,L_Shaped,15,0.7115538693396892,0.5942817777777779,0.8835439883597302,0.08963464767171767,0.36666666666666664,0.009916825109615692,0.4238433822058713
ray_gpis,Thin_Irregular,15,0.705354986053121,0.587165111111111,0.874311260706159,0.8763750268849361,0.44,0.010604064585921039,0.4632740283995142
ray_gpis,green_Pepper,15,0.7038461982699376,0.5889448888888889,0.8685460935704589,0.08759710989798805,0.6133333333333334,0.011129679160509316,0.503296483836326
ray_gpis_hit_only,Bowl,15,0.6785657264447172,0.5399111111111111,0.8372748796089475,0.30123224810731664,0.16666666666666666,0.029184767043660288,0.5848869272706977
ray_gpis_hit_only,Corner,15,0.741084827197889,0.6257506666666667,0.9051891570959032,0.04806160729315662,0.5399999999999999,0.010172630072730221,0.37469939216247544
ray_gpis_hit_only,Cross,15,0.7065064343675971,0.5865153333333334,0.8755930644345382,0.07698750411211379,0.5933333333333334,0.01525706691350407,0.3231307150337241
ray_gpis_hit_only,Cube,15,0.7491171193772937,0.6347431111111111,0.9229502778148257,0.09055526217903978,0.47333333333333333,0.010735029589879227,0.3159354710081787
ray_gpis_hit_only,Cylinder,15,0.7016378177973095,0.5759497777777778,0.8855382895442041,0.15756063573071133,0.6066666666666667,0.009312127227081586,0.4064658264132338
ray_gpis_hit_only,L_Shaped,15,0.7080715859951757,0.5857815555555557,0.8859727966094374,0.088356125373995,0.4133333333333333,0.014310325897231491,0.3699742043587986
ray_gpis_hit_only,Thin_Irregular,15,0.6889575263166177,0.5649219999999999,0.8816455854831009,0.8414100084454366,0.5,0.016334863301988196,0.4450351624418048
ray_gpis_hit_only,green_Pepper,15,0.6918233195556656,0.5736797777777778,0.8749303846705231,0.08692790432952514,0.5382136720504592,0.01826346655035644,0.42809141570432563
ray_gpis_novelty_only,Bowl,15,0.6561721296540487,0.5140315555555556,0.8021045386254017,0.2854675241474966,-0.03722222222222223,0.04071064559848801,0.7316718637721903
ray_gpis_novelty_only,Corner,15,0.747820266729719,0.6370244444444445,0.9015598712852166,0.04853412387092017,0.44833333333333325,0.009891501066823665,0.3229087174575137
ray_gpis_novelty_only,Cross,15,0.673529724393159,0.5467633333333334,0.8448595848150029,0.07604405296674312,0.5672619047619049,0.02297684379829083,0.3556905719050742
ray_gpis_novelty_only,Cube,15,0.7074962008874256,0.5823875555555557,0.8920802338093894,0.08951364598826736,0.4116666666666667,0.02305777913836994,0.28853700715818953
ray_gpis_novelty_only,Cylinder,15,0.6835825308223278,0.5564106666666667,0.8549331578063634,0.14880114239739553,0.5083333333333333,0.017272935619330344,0.4012307791215529
ray_gpis_novelty_only,L_Shaped,15,0.6541734539886555,0.5300517777777778,0.8461233263255467,0.08773457115380397,0.3244444444444444,0.03171255711053072,0.30785767577175527
ray_gpis_novelty_only,Thin_Irregular,15,0.7162545840200057,0.5984280000000001,0.8894389007997784,0.8672356146412159,0.5333333333333333,0.008427153199440185,0.36498575227773983
ray_gpis_novelty_only,green_Pepper,15,0.6679805729739338,0.5444051111111111,0.850661019664508,0.08742368400986167,0.4483333333333333,0.022116146599553837,0.3696055397332009
ray_gpis_pointwise,Bowl,15,0.6673058942553177,0.5257208888888889,0.8050592948479363,0.28655633876471065,-0.10666666666666666,0.037638251513616446,0.6273334778137382
ray_gpis_pointwise,Corner,15,0.7553003990756907,0.6478020000000001,0.9119327404635239,0.04871953832784614,0.4466666666666666,0.0060506450336423635,0.24131623817054318
ray_gpis_pointwise,Cross,15,0.719826354199393,0.6036888888888889,0.8813575134717603,0.07760206024238764,0.6266666666666667,0.005547827025917414,0.23849473658419038
ray_gpis_pointwise,Cube,15,0.755072321855017,0.6434073333333334,0.9257253295130355,0.09108834809863137,0.5066666666666666,0.0061248233853887476,0.2630723615261451
ray_gpis_pointwise,Cylinder,15,0.7097109176909797,0.5850697777777778,0.8821747886335534,0.1544858601571865,0.5933333333333333,0.0068735562631308195,0.38228712753318056
ray_gpis_pointwise,L_Shaped,15,0.7113929333663388,0.5940437777777778,0.8860766449064871,0.08938515519002842,0.34666666666666673,0.0098877107560094,0.27191805670768826
ray_gpis_pointwise,Thin_Irregular,15,0.7058616140774145,0.5878906666666667,0.8746296154625971,0.8763773521268328,0.43333333333333335,0.01020137504483243,0.28365997492171746
ray_gpis_pointwise,green_Pepper,15,0.7022960070692756,0.5878953333333333,0.8644428729694703,0.08752876713779977,0.5800000000000001,0.01240121112445332,0.33316782810617523
ray_gpis_uncertainty_only,Bowl,15,0.6590579684798308,0.5170513333333333,0.8017437572425419,0.2831913252387421,-0.06074143954778487,0.03972689880801146,0.7982933900553949
ray_gpis_uncertainty_only,Corner,15,0.7515532249014495,0.6430957777777777,0.9172705332157799,0.048505499814092086,0.5536837258883843,0.00637048047622216,0.5260586301438546
ray_gpis_uncertainty_only,Cross,15,0.7188064322524083,0.6024860000000001,0.8823464912874514,0.07747970071597844,0.6257093764036735,0.006317817704313309,0.522453891731909
ray_gpis_uncertainty_only,Cube,15,0.7533673139048578,0.640513777777778,0.9178546933880238,0.09067293811807202,0.4928546882018368,0.007415859288786142,0.5621968039806003
ray_gpis_uncertainty_only,Cylinder,15,0.7107813484278822,0.5855506666666667,0.8900456907423692,0.15425743351472787,0.5661880215351701,0.007021932670065812,0.5903946658713245
ray_gpis_uncertainty_only,L_Shaped,15,0.7072815267876283,0.5880240000000001,0.8692850101999949,0.08935838551161573,0.3479743494847109,0.012722453690843565,0.539390521324613
ray_gpis_uncertainty_only,Thin_Irregular,15,0.7056471632108136,0.5868493333333334,0.8728883663947574,0.8761534137182767,0.4954700538379252,0.009203541557359415,0.5621386759805648
ray_gpis_uncertainty_only,green_Pepper,15,0.7034138705425953,0.5885231111111111,0.8633936560247853,0.08742296902575498,0.5329743494847109,0.011961519092759413,0.5540883395006051
