planner,object,initial_pose_seed,mean_visibility_ratio,mean_pose_error_deg,mean_translation_error_mm,mean_action_execution_error_deg
ray_gpis_hit_only,Cube,8,0.6170913577934535,4.750001232536783,2.5020496490810538,23.83397465239694
ray_gpis_hit_only,Cube,9,0.5546296637874155,6.739977008242456,3.001753321300836,24.492769720270527
ray_gpis_hit_only,Cube,10,0.5954989411045791,3.999739409417072,2.5863186549082284,33.27463231068852
ray_gpis_hit_only,Cube,11,0.5926894558314387,8.391470524849078,3.8234033946487918,42.797916283092206
ray_gpis_hit_only,Cube,12,0.5743576395475462,5.31863961244444,1.9907459177578453,23.460466559551183
ray_gpis_hit_only,Cube,13,0.5357036097672395,5.8906114086161,2.945279140828778,33.33078080228825
ray_gpis_hit_only,Cube,14,0.5920653343304796,7.4741763565544685,2.395741334265283,27.27406744704377
ray_gpis_hit_only,Cylinder,0,0.5353001098248421,5.499370163828964,2.159451213533998,51.90454921956696
ray_gpis_hit_only,Cylinder,1,0.623190336388793,5.082572396545699,3.2192963318774814,48.5921296678701
ray_gpis_hit_only,Cylinder,2,0.6180144670579821,6.942772986323868,4.11392749592945,52.516209952728104
ray_gpis_hit_only,Cylinder,3,0.5616496419861553,6.337634962586185,2.486473423728513,39.55212412982194
ray_gpis_hit_only,Cylinder,4,0.5906615573805548,5.471801106073856,3.9604062480991615,45.07153600274063
ray_gpis_hit_only,Cylinder,5,0.6233678373558771,6.747956918173002,1.78791483796426,36.52952250175821
ray_gpis_hit_only,Cylinder,6,0.615683149362884,4.662891638993953,2.779623737422443,41.99272669628711
ray_gpis_hit_only,Cylinder,7,0.5677001464097323,5.5708644494540005,3.2541452937133752,27.316254661263066
ray_gpis_hit_only,Cylinder,8,0.6045770914554546,6.778506322133009,3.0124231326924584,42.548821569667474
ray_gpis_hit_only,Cylinder,9,0.6091774396085933,4.496040880507726,2.8790728844047773,20.07918975487149
ray_gpis_hit_only,Cylinder,10,0.5920910572438564,4.86570697476324,2.4811321104398925,26.118512951392244
ray_gpis_hit_only,Cylinder,11,0.5699482382135165,15.96617178284631,6.900973664083258,38.15689239852602
ray_gpis_hit_only,Cylinder,12,0.5832899503301772,5.386738694612201,2.84793724493159,30.17881994871822
ray_gpis_hit_only,Cylinder,13,0.5739715325784838,8.42368576414931,4.331683116047149,28.7503348844729
ray_gpis_hit_only,Cylinder,14,0.5425563829633434,9.141810179219258,4.687872758445229,27.685730619433354
ray_gpis_hit_only,L_Shaped,0,0.5845980752291416,12.990534221770288,6.196570135312547,48.22965924425564
ray_gpis_hit_only,L_Shaped,1,0.6503783246779297,8.739570912308617,4.485000442356098,39.63534624262727
ray_gpis_hit_only,L_Shaped,2,0.5549912994938176,5.007883755280426,2.866051546059014,31.727417083640667
ray_gpis_hit_only,L_Shaped,3,0.5651485645906051,6.332971478581485,2.70553930730974,27.000053786552733
ray_gpis_hit_only,L_Shaped,4,0.6041355291392728,7.743317012814482,4.599366343723798,44.65166291069353
ray_gpis_hit_only,L_Shaped,5,0.5068014239642322,5.474319324151523,2.9640980196417672,46.38487554399425
ray_gpis_hit_only,L_Shaped,6,0.5519955749634156,5.3725477711852685,1.7993442134184858,22.938431260586924
ray_gpis_hit_only,L_Shaped,7,0.5595609885180494,3.6247216804921667,2.5766089401041627,38.899319363067846
ray_gpis_hit_only,L_Shaped,8,0.5786611718541225,4.958322866998769,2.4817878983627453,14.807722860303738
ray_gpis_hit_only,L_Shaped,9,0.6274628569699604,4.504849450289885,1.6929439743408146,33.108163911362155
ray_gpis_hit_only,L_Shaped,10,0.6333981191171693,4.983005882065598,2.673752736272772,28.179873553821732
ray_gpis_hit_only,L_Shaped,11,0.6112539719743992,5.2578152812886545,2.978636933884864,34.212632107015125
ray_gpis_hit_only,L_Shaped,12,0.5465073799756209,6.028099180753196,4.065346264928574,18.58571855087199
ray_gpis_hit_only,L_Shaped,13,0.586382152805038,5.145853237893443,2.4904838867465786,36.60051546923808
