metric,baseline,pairs,positive_means_ray_better,mean_improvement,ci95_low,ci95_high,wins,ties,losses,p_two_sided,p_holm
final_visibility_coverage,ray_gpis_novelty_only,120,True,0.0016371227583209193,-0.0006968640044051766,0.003866218768462344,39,68,13,0.0013476496273706273,0.008085897764223764
final_visibility_coverage,ray_gpis_pointwise,120,True,0.00036405364322638424,-0.00017833150781999094,0.0010468899112385437,16,86,18,0.7229567064205185,1.0
final_visibility_coverage,ray_gpis_uncertainty_only,120,True,0.001345793414241577,-0.001247405739141932,0.004190240477354345,48,42,30,0.03944151602595575,0.19720758012977874
visibility_coverage_auc,er_gpis,120,True,-0.0013304914969327407,-0.0038134226782571288,0.000730827703245531,55,28,37,0.04880268469504552,0.14640805408513657
visibility_coverage_auc,pose_novelty,120,True,-0.005409851452849293,-0.009526316846497122,-0.0019710024107112614,51,14,55,0.5398482200444837,1.0
visibility_coverage_auc,ray_gpis_hit_only,120,True,0.002713001670888365,-0.0016996765252149419,0.007316235337209613,53,37,30,0.02186137665416785,0.0874455066166714
visibility_coverage_auc,ray_gpis_novelty_only,120,True,0.0027551187203371805,0.0006711257613091277,0.005387733244330132,44,68,8,5.277112183941026e-06,3.1662673103646154e-05
visibility_coverage_auc,ray_gpis_pointwise,120,True,0.00013148611162231948,-2.4633870235978913e-05,0.00036123095225235903,17,86,17,0.6005140317138284,1.0
visibility_coverage_auc,ray_gpis_uncertainty_only,120,True,0.0007192054101427489,3.1154016377398786e-05,0.0017109920982057432,51,41,28,0.010515967801262939,0.052579839006314695
recall@5_auc,er_gpis,120,True,0.008782888888888887,0.0002687888888888875,0.01811447152777778,53,25,42,0.20098980314833803,0.8039592125933521
recall@5_auc,pose_novelty,120,True,-0.005138388888888884,-0.011833246527777784,0.0009065381944444454,49,12,59,0.24226138853760704,0.8039592125933521
recall@5_auc,ray_gpis_hit_only,120,True,0.010490805555555557,0.0019095527777777746,0.019083115972222214,52,37,31,0.007096116375787964,0.03548058187893982
recall@5_auc,ray_gpis_novelty_only,120,True,0.03270966666666667,0.0207949638888889,0.04556851597222222,44,67,9,2.894697110091179e-07,1.7368182660547073e-06
recall@5_auc,ray_gpis_pointwise,120,True,-0.0005423611111111097,-0.0024051534722222194,0.001115963194444446,16,86,18,0.710331300389953,0.8039592125933521
recall@5_auc,ray_gpis_uncertainty_only,120,True,0.0023857222222222183,-0.0011658611111111218,0.006347713194444446,42,41,37,0.23693962886618247,0.8039592125933521
f@5_auc,er_gpis,120,True,0.007080442407068917,0.0003862547138997244,0.014435631350035175,53,25,42,0.11900088894993618,0.47600355579974474
f@5_auc,pose_novelty,120,True,-0.0034530516955502866,-0.008609650904900455,0.0010266717689202836,48,12,60,0.2902952878263675,0.8708858634791025
f@5_auc,ray_gpis_hit_only,120,True,0.007640169060290075,0.0007539186583499397,0.014492107159037745,52,37,31,0.0108648663064044,0.054324331532022
f@5_auc,ray_gpis_novelty_only,120,True,0.02748453075816389,0.017151949203728572,0.03855048187072553,45,67,8,2.2859442429216363e-07,1.3715665457529818e-06
f@5_auc,ray_gpis_pointwise,120,True,1.4908493144905056e-05,-0.0013659965612197577,0.0013775245485123807,17,86,17,0.892620881437324,0.892620881437324
f@5_auc,ray_gpis_uncertainty_only,120,True,0.0021221076283900716,-0.0007861538084456853,0.005384766908349974,43,41,36,0.3024603211011362,0.8708858634791025
selected_gain_f@5_per_action,er_gpis,120,True,0.0018805622692726555,9.289863146206859e-05,0.00363260397038568,57,25,38,0.008311860077671231,0.04155930038835616
selected_gain_f@5_per_action,pose_novelty,120,True,-0.00019728931006518757,-0.0019387838556552948,0.0014543193239375117,56,12,52,0.9024193500953583,1.0
selected_gain_f@5_per_action,ray_gpis_hit_only,120,True,-0.001043929944115963,-0.002940213255536906,0.0007179723519834874,41,37,42,0.5550448719632476,1.0
selected_gain_f@5_per_action,ray_gpis_novelty_only,120,True,0.00363941510914087,0.0017651600650755506,0.005612015458205364,38,67,15,0.00011980431134274386,0.0007188258680564632
selected_gain_f@5_per_action,ray_gpis_pointwise,120,True,-0.00010153906928805876,-0.0007671221362028424,0.0006118326412112257,13,86,21,0.3174073756672442,1.0
selected_gain_f@5_per_action,ray_gpis_uncertainty_only,120,True,0.0003127259750284449,-0.0008678460548336873,0.0014705097899329893,42,41,37,0.5125531829020071,1.0
score_gain_correlation,er_gpis,120,True,0.07333333333333333,0.010833333333333334,0.13499999999999998,62,17,41,0.02261795710045121,0.13570774260270727
score_gain_correlation,pose_novelty,120,True,-0.07083333333333332,-0.1383333333333333,-0.005833333333333329,45,18,57,0.14224058564438502,0.7112029282219251
score_gain_correlation,ray_gpis_hit_only,120,True,-0.04811004233964074,-0.10833333333333334,0.008562206601868178,44,23,53,0.23944119031005717,0.9577647612402287
score_gain_correlation,ray_gpis_novelty_only,119,True,0.027731092436974795,-0.025982142857142846,0.08235294117647057,40,48,31,0.33122872540147796,0.9936861762044339
