planner,paired_scenes,representation_update_s,representation_update_s_ci95,representation_update_s_n,candidate_scoring_s,candidate_scoring_s_ci95,candidate_scoring_s_n,planning_time_s,planning_time_s_ci95,planning_time_s_n
er_gpis,120,0.09455655519515858,0.0020372177669309545,120,0.0038530215232700964,8.16792912195424e-05,120,0.09840957671842868,0.002095015871788656,120
pose_novelty,120,2.1933584818422487e-05,4.6570700888757015e-07,120,0.00025059766495057076,8.702906086397676e-06,120,0.00027253124976899315,8.727056668418913e-06,120
ray_gpis,120,0.1363520400417474,0.012929407175035735,120,7.431703025455742e-05,1.5274094770095718e-06,120,0.13642635707200196,0.012929604829947866,120
ray_gpis_hit_only,120,0.17452071896671742,0.012820672939502321,120,8.419714487293578e-05,1.4913594723333513e-06,120,0.17460491611159037,0.012820317424299678,120
ray_gpis_novelty_only,120,0.13888525290640247,0.012770360004565029,120,7.587823475963282e-05,1.6019163200766755e-06,120,0.1389611311411621,0.01277027769506827,120
ray_gpis_pointwise,120,0.134957680117271,0.013221478467985513,120,7.195542818711449e-05,1.2071490174420437e-06,120,0.13502963554545808,0.013221489848017654,120
ray_gpis_uncertainty_only,120,0.13653626461333868,0.013075824376458964,120,7.574619977579763e-05,1.3949599774072811e-06,120,0.13661201081311444,0.01307556713911893,120
