planner,paired_scenes,final_visibility_coverage,final_visibility_coverage_ci95,final_visibility_coverage_n,visibility_coverage_auc,visibility_coverage_auc_ci95,visibility_coverage_auc_n,recall@5_auc,recall@5_auc_ci95,recall@5_auc_n,f@5_auc,f@5_auc_ci95,f@5_auc_n,cumulative_active_gain_f@5,cumulative_active_gain_f@5_ci95,cumulative_active_gain_f@5_n,unseen_surface_discovery_ratio,unseen_surface_discovery_ratio_ci95,unseen_surface_discovery_ratio_n,unique_visibility_gain_per_action,unique_visibility_gain_per_action_ci95,unique_visibility_gain_per_action_n
er_gpis,120,0.29308671446061213,0.05148684667985704,120,0.21542990511423296,0.04688158657728484,120,0.5876145833333334,0.013443588388282954,120,0.7087802712847543,0.012229301786302087,120,0.5037458461644762,0.014836513851628331,120,0.2666836279517861,0.05206729330868558,120,0.04059101504396181,0.005513195435883886,120
pose_novelty,120,0.2984001931452859,0.0519820888128802,120,0.2195092650701495,0.047282063642481366,120,0.6015358611111111,0.01228387164743507,120,0.7193137653873735,0.011451123388974123,120,0.5141351040611652,0.014210396582248718,120,0.2726802937197152,0.05244831367469131,120,0.041653710780896566,0.00566727861569349,120
ray_gpis,120,0.2889945551678503,0.0511312201566807,120,0.2140994136173002,0.04678729416152768,120,0.5963974722222223,0.01347084100868612,120,0.7158607136918232,0.012236740328703734,120,0.5131486575108393,0.015691311555464087,120,0.2619386313393024,0.051873746256903615,120,0.03977258318540944,0.005427285846602977,120
ray_gpis_hit_only,120,0.29262996235587596,0.0513908867812601,120,0.21138641194641186,0.04491645142671359,120,0.5859066666666667,0.012252534313707672,120,0.7082205446315332,0.011067785726751576,120,0.5183683072314191,0.014648795037244068,120,0.2660928872557634,0.05199110459265662,120,0.04049966462301458,0.0054952456768403764,120
ray_gpis_novelty_only,120,0.2873574324095293,0.05119875850787173,120,0.21134429489696302,0.0464171823057535,120,0.5636878055555555,0.01542166754040839,120,0.6883761829336594,0.01385361959766733,120,0.494951581965135,0.01647753857011893,120,0.26015749526583504,0.05189965191298989,120,0.039445158633745266,0.005440474976369129,120
ray_gpis_pointwise,120,0.2886305015246239,0.05108898458929896,120,0.2139679275056779,0.046779091403570304,120,0.5969398333333333,0.013311614155554635,120,0.7158458051986785,0.012154440825949919,120,0.5136563528572796,0.015600199774745442,120,0.261531592893045,0.051839353198977124,120,0.03969977245676417,0.005412854469142665,120
ray_gpis_uncertainty_only,120,0.2876487617536087,0.051041914173528796,120,0.2133802082071575,0.046758656456587194,120,0.59401175,0.013380309840001884,120,0.7137386060634332,0.01222507454835649,120,0.5115850276356971,0.015932726244256762,120,0.2603670988754193,0.051701516297401016,120,0.03950342450256113,0.005399198234076383,120
