planner,object,initial_pose_seed,planner_seeds,final_recall@5,final_f@5,final_chamfer_mm,final_visibility_coverage,visibility_coverage_auc,recall@5_auc,f@5_auc,cumulative_active_gain_f@5,unseen_surface_discovery_ratio,unique_visibility_gain_per_action,selected_gain_f@5_per_action,oracle_gain_f@5_per_action,score_gain_correlation,correlation_valid_rate,oracle_regret_f@5,oracle_action_accuracy,zero_unique_gain_action_rate,consecutive_score_map_correlation,action_repetition_rate,representation_update_s,candidate_scoring_s,planning_time_s
er_gpis,Bowl,0,1,0.7822,0.8768085369860426,5.3207061791406876,0.5047945645699732,0.33871358787865014,0.5887333333333333,0.7221892214070958,0.5546608859793312,0.44480404408317087,0.07934833745951883,0.1109321771958662,0.11940849197419137,0.4,1.0,0.008476314778325134,0.6,0.0,0.6526802829594872,0.5,0.08786502080329228,0.00394496739609167,0.09180998819938395
er_gpis,Bowl,1,1,0.7541666666666667,0.8560631917694671,5.495861380639211,0.46508511260145896,0.3235078373269117,0.6116466666666666,0.7429401870596033,0.47527787264924043,0.39924508259057667,0.0710979243646586,0.09505557452984809,0.11747758913097066,0.1,1.0,0.022422014601122565,0.4,0.0,0.8616261229686426,0.75,0.09063408160000108,0.003802398598054424,0.0944364801980555
er_gpis,Bowl,2,1,0.6999333333333333,0.8174140974541028,6.850225116164628,0.47966652592296755,0.3062258866531545,0.46697999999999995,0.6234932769109355,0.45068935877814453,0.4065742439053313,0.07129929452126939,0.0901378717556289,0.1313281788155777,-0.2,1.0,0.04119030705994879,0.4,0.0,0.8209707241359577,0.25,0.09129068760375958,0.003980610400321894,0.09527129800408148
er_gpis,Bowl,3,1,0.6649666666666667,0.7830257277247729,6.422651878875552,0.36462572674789917,0.25377508348351374,0.49998000000000004,0.648532424319155,0.5405464518233112,0.3137657057202475,0.058102213458356713,0.10810929036466224,0.15287254361925953,-0.1,1.0,0.04476325325459729,0.2,0.0,0.6951757052529182,0.25,0.09313688419933897,0.004518468203605153,0.09765535240294412
er_gpis,Bowl,4,1,0.8271333333333334,0.9003503246791923,5.203373331051578,0.44230812046611584,0.3330164523586817,0.6633566666666667,0.7784805373912103,0.5163378277091688,0.3628840291032705,0.06352924286565567,0.10326756554183376,0.10489654992179454,0.5,1.0,0.001628984379960774,0.6,0.0,0.7652448882480192,0.75,0.08744431719824206,0.0035995457990793513,0.09104386299732141
er_gpis,Bowl,5,1,0.7155666666666667,0.8145738318762582,6.434175103790511,0.4446673582852552,0.31934470975455576,0.50854,0.6486262339673952,0.46254242102131793,0.365327290866363,0.06393158760654706,0.09250848420426358,0.10265316720757507,0.2,1.0,0.010144683003311483,0.6,0.0,0.5851811055161363,0.5,0.08611919380200561,0.003443592000985518,0.08956278580299112
er_gpis,Bowl,6,1,0.7725666666666666,0.8489574727825532,5.779161620990226,0.4318266508772412,0.28335500703121796,0.49501333333333336,0.6284719838680302,0.5683029752612763,0.3732130940300445,0.06766246440434794,0.11366059505225526,0.1333577860292225,0.5,1.0,0.019697190976967215,0.4,0.0,0.42934953650720975,0.5,0.09347374339704402,0.004431785404449329,0.09790552880149335
er_gpis,Bowl,7,1,0.7572666666666666,0.8582276318036433,5.725949878262486,0.45886672221876823,0.3001866926289291,0.5660133333333334,0.7032745297478705,0.4926997513102984,0.3853874423449362,0.06786258018791803,0.09853995026205968,0.13448876895869114,0.0,1.0,0.03594881869663145,0.4,0.0,0.5920936212520026,0.0,0.10233772660430987,0.004337740200571716,0.10667546680488157
er_gpis,Bowl,8,1,0.7093,0.8113084577010887,6.499140400941083,0.4664113039367059,0.336510217770251,0.5671866666666666,0.7076874456030462,0.3823592288251755,0.391036997978361,0.06852729021996129,0.0764718457650351,0.09379884628435316,0.4,1.0,0.01732700051931806,0.6,0.0,0.670385993648432,0.75,0.12065205039980356,0.004360196404741145,0.1250122468045447
er_gpis,Bowl,9,1,0.7945333333333333,0.8767927231086761,5.289318779482373,0.3582082986026686,0.283494543443054,0.6150100000000001,0.7455380784297996,0.4790572569832187,0.26585493865512183,0.04648222875511527,0.09581145139664374,0.10982096190696226,0.0,1.0,0.014009510510318512,0.4,0.0,0.6530549038681619,0.75,0.10297420920105652,0.0035474987991619853,0.1065217080002185
