planner,paired_scenes,missing_patch_recall@5,missing_patch_recall@5_ci95,selected_f@5_gain,selected_f@5_gain_ci95,selected_recall@5_gain,selected_recall@5_gain_ci95,chamfer_reduction_mm,chamfer_reduction_mm_ci95,score_gain_correlation,score_gain_correlation_ci95,oracle_regret_f@5,oracle_regret_f@5_ci95,oracle_action_accuracy,oracle_action_accuracy_ci95
er_gpis,64,0.5320644397450622,0.09597430073240489,0.18632757736027125,0.013811354097049993,0.23824010416666666,0.018279459216754546,4.499435879552038,0.5279097554709213,0.4921875,0.14059309051548174,0.019592449085905295,0.008828031949772708,0.640625,0.11848453514887267
ray_gpis,64,0.5066171075257776,0.09714887620655943,0.18847272794923714,0.014370997183138046,0.24208593750000001,0.019109018213406336,4.480038125620922,0.5377144625610115,0.5625,0.14229029403925547,0.017447298496939424,0.008839678378885395,0.6875,0.1144582650770334
