planner,paired_scenes,final_recall@5,final_recall@5_ci95,final_recall@5_n,final_f@5,final_f@5_ci95,final_f@5_n,final_chamfer_mm,final_chamfer_mm_ci95,final_chamfer_mm_n
ray_gpis,120,0.9661655555555555,0.013253275172353893,120,0.9793231810808875,0.008381285425381345,120,3.845868183029786,0.09677632678953348,120
ray_gpis_hit_only,120,0.9698008333333333,0.009594088488506562,120,0.9820951584493572,0.005743006034801791,120,3.830768401212563,0.08131869064735314,120
ray_gpis_novelty_only,120,0.9664988888888888,0.013312836727223939,120,0.9795385257101754,0.008424009968568279,120,3.8443462733981155,0.09780304941301257,120
ray_gpis_pointwise,120,0.9697713888888889,0.013015501132220188,120,0.9813496504080824,0.008249846147034067,120,3.8177064549079844,0.09467120495075294,120
ray_gpis_uncertainty_only,120,0.9649688888888889,0.013317946788801162,120,0.9789738251927596,0.008361675802738734,120,3.844132683600496,0.09736225479683025,120
