frame_id,mesh_vs_gt_accuracy_mean,mesh_vs_gt_chamfer_l1,mesh_vs_gt_chamfer_l2,mesh_vs_gt_completeness_mean,mesh_vs_gt_fscore@0.002000,mesh_vs_gt_fscore@0.005000,mesh_vs_gt_fscore@0.010000,mesh_vs_gt_precision@0.002000,mesh_vs_gt_precision@0.005000,mesh_vs_gt_precision@0.010000,mesh_vs_gt_recall@0.002000,mesh_vs_gt_recall@0.005000,mesh_vs_gt_recall@0.010000,nksr_vs_gt_accuracy_mean,nksr_vs_gt_chamfer_l1,nksr_vs_gt_chamfer_l2,nksr_vs_gt_completeness_mean,nksr_vs_gt_fscore@0.002000,nksr_vs_gt_fscore@0.005000,nksr_vs_gt_fscore@0.010000,nksr_vs_gt_precision@0.002000,nksr_vs_gt_precision@0.005000,nksr_vs_gt_precision@0.010000,nksr_vs_gt_recall@0.002000,nksr_vs_gt_recall@0.005000,nksr_vs_gt_recall@0.010000,offline_pcd_vs_gt_accuracy_mean,offline_pcd_vs_gt_chamfer_l1,offline_pcd_vs_gt_chamfer_l2,offline_pcd_vs_gt_completeness_mean,offline_pcd_vs_gt_fscore@0.002000,offline_pcd_vs_gt_fscore@0.005000,offline_pcd_vs_gt_fscore@0.010000,offline_pcd_vs_gt_normal_mean_abs_cos,offline_pcd_vs_gt_normal_mean_angle_deg,offline_pcd_vs_gt_precision@0.002000,offline_pcd_vs_gt_precision@0.005000,offline_pcd_vs_gt_precision@0.010000,offline_pcd_vs_gt_recall@0.002000,offline_pcd_vs_gt_recall@0.005000,offline_pcd_vs_gt_recall@0.010000,online_pcd_vs_gt_accuracy_mean,online_pcd_vs_gt_chamfer_l1,online_pcd_vs_gt_chamfer_l2,online_pcd_vs_gt_completeness_mean,online_pcd_vs_gt_fscore@0.002000,online_pcd_vs_gt_fscore@0.005000,online_pcd_vs_gt_fscore@0.010000,online_pcd_vs_gt_normal_mean_abs_cos,online_pcd_vs_gt_normal_mean_angle_deg,online_pcd_vs_gt_precision@0.002000,online_pcd_vs_gt_precision@0.005000,online_pcd_vs_gt_precision@0.010000,online_pcd_vs_gt_recall@0.002000,online_pcd_vs_gt_recall@0.005000,online_pcd_vs_gt_recall@0.010000,time_s
20.0,0.00552644352286775,0.0483428517832849,0.00227491018008235,0.0428164082604171,0.01313903329807465,0.06806415275602601,0.13713026558717406,0.12025000000000001,0.602725,0.860825,0.00695,0.0361,0.074575,0.08513900861536106,0.12416806881392994,0.01930016834677705,0.039029060198568846,0.0031339371980676,0.01301108750090285,0.06401621460186555,0.001925,0.0248,0.1832,0.008425,0.025175,0.0746,0.006561776359243,0.0540557540726157,0.00271099311333215,0.047493977713372645,0.0,0.025915155862194,0.07671144462907475,,,0.0,0.5416666666666666,0.825,0.0,0.01328903654485045,0.040282392026578004,0.0035262086675815,0.0449178563282486,0.0021208592614532,0.041391647660667,0.015255082800408699,0.047999879535133,0.10932631246795249,,,0.3226381461675579,0.7593582887700534,1.0,0.00789036544850495,0.024916943521594653,0.05813953488372085,1.0
40.0,0.0043845306500098,0.02786546597799365,0.00104602880040435,0.023480935327983798,0.2005282041969405,0.34221351478353645,0.46954997356514355,0.426675,0.690725,0.882925,0.152675,0.27190000000000003,0.38322500000000004,,,,,,,,,,,,,,0.00319374854935115,0.0306192339449899,0.0011966427513167,0.027425485395638702,0.07659068703212224,0.306948079965833,0.4251255951145166,,,0.22539585338115645,0.8623480010497769,0.9989939637826962,0.0502491694352159,0.20722591362126244,0.2985880398671096,0.0030661934586724,0.029264316665604,0.00117520267695585,0.0261981232069315,0.10548270441905525,0.3403310061378132,0.46186724597588885,,,0.2521719659650694,0.891614420062696,0.9982758620689656,0.074750830564784,0.23712624584717606,0.33222591362126247,2.0
60.0,0.00480089397090575,0.01441781831713615,0.0002464472021566,0.009616924346230401,0.33663197130512956,0.5664125680665653,0.7246802059536801,0.450075,0.701775,0.837825,0.26905,0.47495,0.6385,0.00510421948440045,0.022498402792043348,0.00060607446963355,0.017394183307642898,0.2320700627243506,0.42890017043123435,0.5945841026644157,0.37115,0.6275999999999999,0.835125,0.169575,0.326625,0.461775,0.0030538050941624,0.0190735776457914,0.0005347101206625,0.0160197725516289,0.14773754220115234,0.5355904662681783,0.6806030426541274,,,0.23644134407545683,0.8995291223626849,1.0,0.11046511627906976,0.3911960132890366,0.5257475083056478,0.0029996489526384,0.01767005846179785,0.0004626810298358,0.0146704095091594,0.13870469199720564,0.5720506968817517,0.7082933230907112,,,0.22475270301357253,0.9123821025994938,1.0,0.10672757475083056,0.4298172757475083,0.558970099667774,3.0
80.0,0.0047520755956077,0.019720914427266548,0.0005039914539561,0.01496883883165885,0.30885198330917407,0.5137855399717289,0.6391274632328675,0.43584999999999996,0.6879,0.8310500000000001,0.239375,0.411225,0.5203,0.0037461947839256497,0.026086279583863448,0.0008609033697678,0.0223400847999378,0.16271609145054905,0.33878537143068455,0.5130808735455815,0.385575,0.712075,0.9442,0.10344999999999999,0.22310000000000002,0.35277499999999995,0.00312219907658195,0.01782581210840655,0.00045030129067465,0.01470361303182455,0.15984124288096774,0.572390234089762,0.7053339263560212,,,0.22731533278635535,0.8927015738047288,0.9952574525745258,0.1241694352159468,0.423172757475083,0.5481727574750831,0.003065017514347,0.0156387148563158,0.00035162566891585,0.0125736973419688,0.1591569142452138,0.6278633786723085,0.7517836509647723,,,0.21471142942870386,0.9109476009928806,0.9994145199063231,0.127906976744186,0.4833887043189369,0.6058970099667773,4.0
100.0,0.00463862274976325,0.014679101141276601,0.00029278498083715003,0.0100404783915133,0.3906297342231976,0.6170602301895036,0.7353802571733483,0.473825,0.709,0.838375,0.332725,0.54725,0.65665,0.0034990965063784497,0.0148713049098474,0.0003157629963529,0.011372208403468899,0.33820136474707463,0.5944471389747842,0.760800102240939,0.41805000000000003,0.716075,0.9761500000000001,0.28607499999999997,0.510025,0.6250249999999999,0.0033305383944954,0.01269204961513745,0.00021446092598965,0.00936151122064205,0.18054419646430395,0.6941688982788888,0.8172873788523678,,,0.2001488399394158,0.8571713074330876,0.9913992526557971,0.1644518272425249,0.5834717607973422,0.6960132890365449,0.0032531650859353497,0.0120809584525087,0.00019537015649715,0.00882779336657325,0.2020047174782689,0.7081601504198074,0.8323244904630243,,,0.22397244480313594,0.8673531446359601,0.991748333045099,0.1839700996677741,0.598421926910299,0.7171926910299002,5.0
120.0,0.004252922596047,0.01156837311614455,0.0001823621869871,0.00731545052009745,0.4224362769859856,0.6708176798551276,0.7992223136757493,0.49615,0.744875,0.85775,0.368025,0.61035,0.7486999999999999,0.0035608379770567505,0.0112933822332282,0.0001770643005537,0.0077325442561714496,0.3808913249857562,0.6515754081763305,0.8409178166720217,0.415875,0.7159249999999999,0.96905,0.354425,0.604425,0.748325,0.00346838843523755,0.010100295110637699,0.00012136753793202468,0.00663190667540005,0.2488384060597424,0.7278293113951451,0.877902337023162,,,0.2477988203411445,0.82264147935597,0.986674318507891,0.2508305647840531,0.6569767441860466,0.7948504983388704,0.00349358567354845,0.01045853344280805,0.00013112143454277619,0.0069649477692595,0.23867321450523143,0.7224178213347425,0.8703899368490897,,,0.24154793067914665,0.8231000540420603,0.9804012452815292,0.23588039867109634,0.6445182724252492,0.7840531561461794,6.0
140.0,0.00407900963041805,0.010968477846541199,0.00016655788076481558,0.00688946821612305,0.43667524558666054,0.6801340284161619,0.8208416921754522,0.49615,0.74245,0.87695,0.3901,0.627625,0.7721,0.00364686112244065,0.010561304287637751,0.00015534488243378812,0.00691444316519705,0.3964183479091065,0.666554302130736,0.8563454702420087,0.41490000000000005,0.7086,0.953875,0.3829,0.637375,0.783875,0.00379922138087345,0.0099806706567228,0.00011012799826301783,0.0061814492758493,0.17691841058649221,0.728891229628466,0.8920570266259309,,,0.16785888942551563,0.780375102136281,0.9781367608598583,0.18770764119601324,0.6906146179401993,0.824750830564784,0.0037356914319000498,0.0096776964964328,0.00010780832812116623,0.005942005064532701,0.21090200111954122,0.744131389311534,0.8982757789107791,,,0.19639299595935888,0.7944394115785707,0.9731791239133198,0.22965116279069764,0.7068106312292359,0.8409468438538206,7.0
160.0,0.0031955089428150002,0.00700115804678195,5.859679747086122e-05,0.0038056491039668997,0.49598471600887034,0.785698537362065,0.9172264783061514,0.538025,0.815775,0.92635,0.46004999999999996,0.75785,0.908325,0.0040403802393281,0.0080807392285134,7.156718020702901e-05,0.0040403589891853,0.43667088656454467,0.7260846578544733,0.897786410700304,0.411675,0.687275,0.905725,0.465125,0.76955,0.89005,0.00387576715119015,0.0077426290762329,4.510165461308871e-05,0.0038668619250427,0.1701871170222044,0.7997002439807119,0.9544278854311352,,,0.1444797762014923,0.7871031290399402,0.9717941303213808,0.20722591362126247,0.8127076411960132,0.9377076411960132,0.00376923742986175,0.0073868877126563506,4.329708660125643e-05,0.0036176502827946003,0.23970701879270706,0.8031807742053725,0.9567236543092426,,,0.20443538350552865,0.7838357865368417,0.9687858154352836,0.2898671096345514,0.8235049833887043,0.9451827242524917,8.0
180.0,0.0027696895426254,0.006053774294942849,4.283161353597247e-05,0.0032840847523174,0.527136179456303,0.8332760943477477,0.9399707824924869,0.5619000000000001,0.8579,0.9495,0.496475,0.8103,0.93065,0.00405321371502425,0.0073800538726311,6.309820198971374e-05,0.00332684015760675,0.48407043749014733,0.7631293230642918,0.9038403521009929,0.4528,0.71285,0.886425,0.52,0.821075,0.9226749999999999,0.0038069471508304,0.007153973998491001,3.803369830561305e-05,0.0033470268476605003,0.22232784008091536,0.8223437342125534,0.9668280752182579,,,0.1858190716830997,0.7868731262878785,0.9706713906923787,0.27740863787375414,0.8612956810631229,0.9630398671096345,0.00386640560851415,0.00726288777385115,3.798202714995686e-05,0.0033964821653369,0.19776600756952872,0.8160422165286363,0.9692211413372678,,,0.16614817752603,0.780612773856562,0.9700654803731673,0.24501661129568103,0.8550664451827242,0.96843853820598,9.0
200.0,0.0025252808806302497,0.0053395811646813,2.873802671161364e-05,0.00281430028405105,0.5217170847789027,0.8673521169540268,0.9645329498773099,0.55315,0.8839250000000001,0.9666,0.49372499999999997,0.8514250000000001,0.962475,0.00393545033481865,0.00665628998293715,5.0781402032976585e-05,0.00272083964811845,0.48220235367936787,0.8042354515655791,0.9212165418001086,0.45794999999999997,0.748375,0.882625,0.51,0.8695999999999999,0.9633499999999999,0.0040172571079034,0.00709069374653065,3.4785746430699666e-05,0.00307343663862715,0.19604780655717455,0.8176741554235334,0.9767158014126549,,,0.15639950339780445,0.7487463408259278,0.9709767381076841,0.2628737541528239,0.9007475083056478,0.9825581395348838,0.0038846713243349497,0.00702799151306875,3.502857082731562e-05,0.0031433201887337498,0.225835587238634,0.8173798860517221,0.9751227302379832,,,0.1866968332702822,0.7693388567628724,0.9698783839034169,0.28737541528239197,0.8725083056478404,0.9804817275747508,10.0
