planner,paired_scenes,final_recall@5,final_recall@5_ci95,final_recall@5_n,final_f@5,final_f@5_ci95,final_f@5_n,final_chamfer_mm,final_chamfer_mm_ci95,final_chamfer_mm_n
ray_gpis,64,0.9631729166666667,0.021451749356868482,64,0.9789019308949972,0.0129059150309757,64,3.133914211502997,0.13678157139503505,64
ray_gpis_novelty_only,64,0.9622859375,0.02137977102670581,64,0.9784511381265037,0.012869873133669225,64,3.1462498009204865,0.1360011211619737,64
