planner,paired_scenes,final_visibility_coverage,final_visibility_coverage_ci95,final_visibility_coverage_n,visibility_coverage_auc,visibility_coverage_auc_ci95,visibility_coverage_auc_n,recall@5_auc,recall@5_auc_ci95,recall@5_auc_n,f@5_auc,f@5_auc_ci95,f@5_auc_n,cumulative_active_gain_f@5,cumulative_active_gain_f@5_ci95,cumulative_active_gain_f@5_n,unseen_surface_discovery_ratio,unseen_surface_discovery_ratio_ci95,unseen_surface_discovery_ratio_n,unique_visibility_gain_per_action,unique_visibility_gain_per_action_ci95,unique_visibility_gain_per_action_n
ray_gpis,64,0.28197097911294877,0.07000484765765976,64,0.21055916921493378,0.06411189250252408,64,0.7950633333333333,0.01897321203718613,64,0.8679862710246127,0.01248934040032397,64,0.47518901568552935,0.016191093699059286,64,0.25386343612782736,0.07130700085675717,64,0.038219505913914736,0.007329211014031997,64
ray_gpis_novelty_only,64,0.28177289551883355,0.07006290302187913,64,0.21034903073200684,0.06412513005720974,64,0.7928273437500001,0.01870388256419901,64,0.8666090551046649,0.012345633893930045,64,0.4747382229170357,0.016217335400558024,64,0.25368842897815486,0.07137785234180427,64,0.038179889195091674,0.007341663695008801,64
