scenario,planner,paired_scenes,f@5_auc,f@5_auc_ci95,recall@5_auc,recall@5_auc_ci95,target_recall@5_auc,target_recall@5_auc_ci95,final_target_recall@5,final_target_recall@5_ci95,target_first_25_step,target_first_25_step_ci95,post_outlier_oracle_regret,post_outlier_oracle_regret_ci95,post_outlier_f@5_auc,post_outlier_f@5_auc_ci95,post_outlier_unique_gain,post_outlier_unique_gain_ci95,ghost_ratio,ghost_ratio_ci95,miss_direction_selection_rate,miss_direction_selection_rate_ci95,planning_time_s,planning_time_s_ci95,mean_visibility_ratio,mean_visibility_ratio_ci95,mean_pose_error_deg,mean_pose_error_deg_ci95,mean_translation_error_mm,mean_translation_error_mm_ci95
sparse,ray_gpis_novelty_only,64,0.8666090551046649,0.012345633893930045,0.7928273437500001,0.01870388256419901,0.5920406293058418,0.034142504838453984,0.9318685231756937,0.03364016510603696,1.5,0.19522067285795094,0.010807415745684236,0.006571335929627075,0.9238664996046161,0.013312502816474432,0.08248919270833333,0.00587967759011569,nan,nan,0.6843750000000001,0.05843896685621865,0.23868078735331438,0.02870100243005008,0.9416713976480803,1.728585097268098e-05,0.0,0.0,0.0,0.0
sparse,ray_gpis,64,0.8679862710246127,0.01248934040032397,0.7950633333333333,0.01897321203718613,0.5898960372645022,0.032147919047659394,0.934260046241923,0.03373273479046094,1.53125,0.19506809708406958,0.010647136602797123,0.006583248864689234,0.9252131432128146,0.01345895184423001,0.08168255208333333,0.005857315242146693,nan,nan,0.659375,0.06091365986651379,0.24399644059335515,0.02908681581339296,0.9416713976480803,1.728585097268098e-05,0.0,0.0,0.0,0.0
