planner,object,initial_pose_seed,planner_seed,step,selected_action,oracle_action,selected_gain_f@5,oracle_gain_f@5,oracle_regret_f@5,oracle_action_accuracy,score_gain_spearman,minus_x_gain_f@5,minus_y_gain_f@5,plus_z_gain_f@5,minus_x_score,minus_y_score,plus_z_score
ray_gpis_novelty_only,green_Pepper,19,0,0,minus_y,minus_x,0.2311274218337503,0.29523357197804007,0.06410615014428978,0.0,nan,0.29523357197804007,0.2311274218337503,0.15732431823958964,0.18702149391174316,0.18702149391174316,0.18702149391174316
ray_gpis_novelty_only,green_Pepper,19,0,1,minus_x,minus_x,0.15577592177711586,0.15577592177711586,0.0,1.0,1.0,0.15577592177711586,0.13250245929796833,0.05135524517879675,0.8849278092384338,0.6849420666694641,0.2834987938404083
ray_gpis_novelty_only,green_Pepper,19,0,2,minus_x,minus_x,0.089687378760679,0.089687378760679,0.0,1.0,1.0,0.089687378760679,0.07656816776924924,0.013527120063355547,0.9098354578018188,0.7200766205787659,0.21163475513458252
ray_gpis_novelty_only,green_Pepper,19,0,3,minus_x,minus_x,0.0541656467369237,0.0541656467369237,0.0,1.0,0.5,0.0541656467369237,0.012251366830582922,0.018035187278092946,0.6562788486480713,0.26366564631462097,0.2203819751739502
ray_gpis_novelty_only,green_Pepper,19,0,4,minus_x,minus_x,0.008795670729831562,0.008795670729831562,0.0,1.0,1.0,0.008795670729831562,0.00098304774752489,0.001812061993709424,0.23626258969306946,0.2110411822795868,0.21483708918094635
ray_gpis_novelty_only,green_Pepper,21,0,0,minus_x,minus_x,0.2449198205560823,0.2449198205560823,0.0,1.0,1.0,0.2449198205560823,0.17508130417935686,0.14433218285945704,0.942327618598938,0.753176212310791,0.2494831532239914
ray_gpis_novelty_only,green_Pepper,21,0,1,minus_x,minus_x,0.15418063531782222,0.15418063531782222,0.0,1.0,1.0,0.15418063531782222,0.07830746639143238,0.012516262230935271,0.6228324174880981,0.3957754075527191,0.21677140891551971
ray_gpis_novelty_only,green_Pepper,21,0,2,minus_x,minus_x,0.02843463922349232,0.02843463922349232,0.0,1.0,1.0,0.02843463922349232,0.003843530545176277,0.017854716792505276,0.2241457998752594,0.2135479897260666,0.21517713367938995
ray_gpis_novelty_only,green_Pepper,21,0,3,minus_x,plus_z,0.002973085887970295,0.004368159621466305,0.0013950737334960106,0.0,0.5,0.002973085887970295,0.001181072023358154,0.004368159621466305,0.2125535011291504,0.20990853011608124,0.21142172813415527
ray_gpis_novelty_only,green_Pepper,21,0,4,minus_x,plus_z,0.0006639911267177778,0.0008341048022554309,0.0001701136755376531,0.0,0.5,0.0006639911267177778,0.00018736789392426179,0.0008341048022554309,0.229479119181633,0.2086382359266281,0.20968788862228394
ray_gpis_novelty_only,green_Pepper,20,0,0,minus_x,minus_x,0.3235399442570253,0.3235399442570253,0.0,1.0,1.0,0.3235399442570253,0.16335169705635882,0.1241954788314587,0.9520642757415771,0.5038853287696838,0.4080347716808319
ray_gpis_novelty_only,green_Pepper,20,0,1,minus_x,minus_x,0.13775597277363327,0.13775597277363327,0.0,1.0,1.0,0.13775597277363327,0.10470586409606908,0.05953819844032482,0.5984628200531006,0.5821634531021118,0.21466438472270966
ray_gpis_novelty_only,green_Pepper,20,0,2,minus_x,minus_x,0.05396874608512647,0.05396874608512647,0.0,1.0,1.0,0.05396874608512647,0.03932334808675286,0.024312357905428406,0.37141990661621094,0.3394012451171875,0.21350058913230896
ray_gpis_novelty_only,green_Pepper,20,0,3,minus_y,minus_x,0.002482325688080711,0.005846209504327571,0.00336388381624686,0.0,0.5,0.005846209504327571,0.002482325688080711,0.0010726373741581918,0.2158741056919098,0.21738676726818085,0.21426387131214142
ray_gpis_novelty_only,green_Pepper,20,0,4,plus_z,minus_x,0.0005593859906792842,0.0010843049725247633,0.0005249189818454791,0.0,-1.0,0.0010843049725247633,0.0006949013008547,0.0005593859906792842,0.2101261466741562,0.21018104255199432,0.21721234917640686
ray_gpis_novelty_only,green_Pepper,17,0,0,minus_x,minus_x,0.29599881750789797,0.29599881750789797,0.0,1.0,1.0,0.29599881750789797,0.1407802016203829,0.158104418565777,0.9219841361045837,0.7973272800445557,0.8322651982307434
ray_gpis_novelty_only,green_Pepper,17,0,1,minus_x,minus_x,0.12358510871474526,0.12358510871474526,0.0,1.0,0.5,0.12358510871474526,0.05866060566055997,0.021480156971629527,0.9032188653945923,0.36240124702453613,0.3846120834350586
ray_gpis_novelty_only,green_Pepper,17,0,2,minus_x,minus_x,0.07199052249451021,0.07199052249451021,0.0,1.0,0.5,0.07199052249451021,0.04769936892522886,0.03459421520573369,0.5566142797470093,0.21269403398036957,0.31202542781829834
ray_gpis_novelty_only,green_Pepper,17,0,3,minus_x,minus_x,0.022843670360943147,0.022843670360943147,0.0,1.0,0.5,0.022843670360943147,0.010167878769474337,0.009765000357364606,0.30951571464538574,0.21819695830345154,0.2928675711154938
ray_gpis_novelty_only,green_Pepper,17,0,4,minus_x,minus_x,0.008064915938385875,0.008064915938385875,0.0,1.0,0.5,0.008064915938385875,0.004082469882235484,0.003183759879890058,0.24170784652233124,0.21176448464393616,0.21350887417793274
ray_gpis_novelty_only,green_Pepper,22,0,0,minus_x,minus_x,0.2091102163356392,0.2091102163356392,0.0,1.0,1.0,0.2091102163356392,0.1621405780670384,0.08691104989480858,0.9247358441352844,0.7313147187232971,0.27807995676994324
ray_gpis_novelty_only,green_Pepper,22,0,1,minus_x,minus_x,0.1539261265969235,0.1539261265969235,0.0,1.0,1.0,0.1539261265969235,0.07891472738397909,0.02017289582998838,0.8407066464424133,0.3611140251159668,0.24275732040405273
ray_gpis_novelty_only,green_Pepper,22,0,2,minus_x,minus_x,0.043719756523162734,0.043719756523162734,0.0,1.0,1.0,0.043719756523162734,0.022274875636691727,0.01786755340615842,0.3508872091770172,0.21508339047431946,0.21431274712085724
ray_gpis_novelty_only,green_Pepper,22,0,3,minus_x,minus_x,0.028907532876829123,0.028907532876829123,0.0,1.0,1.0,0.028907532876829123,0.009444940962364035,0.000446059251095976,0.21867695450782776,0.21423909068107605,0.2136547565460205
ray_gpis_novelty_only,green_Pepper,22,0,4,plus_z,plus_z,0.005718876608968082,0.005718876608968082,0.0,1.0,1.0,0.0004046399977497561,0.0003372226051004956,0.005718876608968082,0.21183498203754425,0.20971567928791046,0.21191270649433136
ray_gpis_novelty_only,green_Pepper,18,0,0,minus_x,minus_x,0.2585227140586055,0.2585227140586055,0.0,1.0,1.0,0.2585227140586055,0.18485031996427126,0.10005127339868713,0.9448723793029785,0.8477071523666382,0.26188769936561584
ray_gpis_novelty_only,green_Pepper,18,0,1,minus_x,minus_x,0.15360746726385055,0.15360746726385055,0.0,1.0,1.0,0.15360746726385055,0.06713577008655824,0.02256590321077434,0.8039128184318542,0.6083419919013977,0.2128722369670868
ray_gpis_novelty_only,green_Pepper,18,0,2,minus_x,minus_x,0.04156410309976688,0.04156410309976688,0.0,1.0,1.0,0.04156410309976688,0.02658131901740235,0.008093976452606566,0.32082608342170715,0.21686258912086487,0.2122350037097931
ray_gpis_novelty_only,green_Pepper,18,0,3,minus_x,minus_y,0.02091962768698208,0.021938994148553714,0.0010193664615716358,0.0,0.5,0.02091962768698208,0.021938994148553714,0.0034402893669086554,0.22621296346187592,0.22299909591674805,0.21206004917621613
ray_gpis_novelty_only,green_Pepper,18,0,4,minus_x,minus_y,0.0013030826882367563,0.0018367006177992806,0.0005336179295625243,0.0,0.5,0.0013030826882367563,0.0018367006177992806,0.0007521924005639002,0.21578751504421234,0.2123723328113556,0.2118414044380188
ray_gpis_novelty_only,green_Pepper,16,0,0,minus_x,minus_x,0.31829104179035583,0.31829104179035583,0.0,1.0,nan,0.31829104179035583,0.20682645779059916,0.09513060397165052,0.14438585937023163,0.14438585937023163,0.14438585937023163
ray_gpis_novelty_only,green_Pepper,16,0,1,minus_x,minus_x,0.1072412946115201,0.1072412946115201,0.0,1.0,1.0,0.1072412946115201,0.08013427244819638,0.02659932179349389,0.753092885017395,0.6468953490257263,0.2387862205505371
ray_gpis_novelty_only,green_Pepper,16,0,2,minus_y,minus_y,0.06437372803329289,0.06437372803329289,0.0,1.0,1.0,0.04280211611055207,0.06437372803329289,0.03214153605173353,0.2274012565612793,0.291070818901062,0.21307356655597687
ray_gpis_novelty_only,green_Pepper,16,0,3,minus_x,minus_x,0.0201047777213591,0.0201047777213591,0.0,1.0,1.0,0.0201047777213591,0.009854582854037286,0.0011234075994122072,0.3007713556289673,0.21528147161006927,0.21342182159423828
ray_gpis_novelty_only,green_Pepper,16,0,4,minus_x,minus_x,0.007507384678424489,0.007507384678424489,0.0,1.0,0.5,0.007507384678424489,0.003091982990729658,8.974918737669757e-05,0.2136572152376175,0.20917421579360962,0.2119440883398056
ray_gpis_novelty_only,green_Pepper,15,0,0,minus_x,minus_y,0.24694059085344372,0.2854575384060923,0.03851694755264856,0.0,0.5,0.24694059085344372,0.2854575384060923,0.20134914829287226,0.8767226338386536,0.8057711720466614,0.24059318006038666
ray_gpis_novelty_only,green_Pepper,15,0,1,minus_x,minus_x,0.1760747557000245,0.1760747557000245,0.0,1.0,1.0,0.1760747557000245,0.10782575082414791,0.01423346203502851,0.8226156234741211,0.8082491159439087,0.24053344130516052
ray_gpis_novelty_only,green_Pepper,15,0,2,minus_x,minus_x,0.07272228502473099,0.07272228502473099,0.0,1.0,1.0,0.07272228502473099,0.00469523963627716,0.006935015968783764,0.5321657657623291,0.2117263674736023,0.3201896548271179
ray_gpis_novelty_only,green_Pepper,15,0,3,plus_z,minus_x,0.0006226965797243578,0.027690107635302108,0.02706741105557775,0.0,0.5,0.027690107635302108,7.329682727841291e-05,0.0006226965797243578,0.33460214734077454,0.21573150157928467,0.35054096579551697
ray_gpis_novelty_only,green_Pepper,15,0,4,minus_x,minus_x,0.04781169196198931,0.04781169196198931,0.0,1.0,1.0,0.04781169196198931,0.002337651170254862,0.04295342314696138,0.4513579308986664,0.20898091793060303,0.21144239604473114
ray_gpis_novelty_only,Corner,19,0,0,minus_y,minus_y,0.20256484179206813,0.20256484179206813,0.0,1.0,1.0,0.19517665505876536,0.20256484179206813,0.16958381108030662,0.8322092890739441,0.8437397480010986,0.8029199242591858
ray_gpis_novelty_only,Corner,19,0,1,minus_y,minus_x,0.1453104112291178,0.18984379102151672,0.04453337979239891,0.0,-0.5,0.18984379102151672,0.1453104112291178,0.15531481969787253,0.7622263431549072,0.808819055557251,0.6935487389564514
