time_s,mean_unc_q95,mean_unc_q99,mean_unc_max,mean_unc_top,mean_score_q95,mean_score_q99,mean_score_max,mean_score_top,Cross_picked_frame,Cross_unc_q95,Cross_unc_q99,Cross_unc_max,Cross_unc_top,Cross_score_q95,Cross_score_q99,Cross_score_max,Cross_score_top,cube_obj_01_picked_frame,cube_obj_01_unc_q95,cube_obj_01_unc_q99,cube_obj_01_unc_max,cube_obj_01_unc_top,cube_obj_01_score_q95,cube_obj_01_score_q99,cube_obj_01_score_max,cube_obj_01_score_top,cube_obj_02_002_picked_frame,cube_obj_02_002_unc_q95,cube_obj_02_002_unc_q99,cube_obj_02_002_unc_max,cube_obj_02_002_unc_top,cube_obj_02_002_score_q95,cube_obj_02_002_score_q99,cube_obj_02_002_score_max,cube_obj_02_002_score_top,cube_purple_picked_frame,cube_purple_unc_q95,cube_purple_unc_q99,cube_purple_unc_max,cube_purple_unc_top,cube_purple_score_q95,cube_purple_score_q99,cube_purple_score_max,cube_purple_score_top
10.0,0.9014120787382125,0.9292036145925522,0.9292036145925522,0.9292036145925522,0.549268502369523,0.7134220570325851,0.761039599776268,0.7386236518621445,200,0.8714944809675216,0.891872763633728,0.891872763633728,0.891872763633728,0.4097074642777443,0.565856962800026,0.6235708594322205,0.5964089810848237,200,0.8287768363952637,0.8554061055183411,0.8554061055183411,0.8554061055183411,0.3835011929273605,0.5980506139993668,0.6716123819351196,0.6385767877101898,200,0.9377310305833816,0.9662833213806152,0.9662833213806152,0.9662833213806152,0.6716979324817657,0.7970081579685211,0.8254088163375854,0.8115022778511047,200,0.9676459670066833,1.0032522678375244,1.0032522678375244,1.0032522678375244,0.7321674197912216,0.8927724933624267,0.9235663414001465,0.9080065608024597
11.0,0.8477613709867,0.8704595118761063,0.8704595118761063,0.8704595118761063,0.4250332782045006,0.5742227718234062,0.6150615513324738,0.5950306326150894,220,0.7676786780357361,0.7882125377655029,0.7882125377655029,0.7882125377655029,0.17067374661564827,0.26553272128105165,0.2854693531990051,0.27594453990459444,220,0.8197185128927231,0.8470101356506348,0.8470101356506348,0.8470101356506348,0.35451554507017136,0.5752591013908386,0.6461673378944397,0.6118137985467911,220,0.845902681350708,0.856444776058197,0.856444776058197,0.856444776058197,0.4449728563427924,0.5825663608312607,0.621019184589386,0.6014374434947968,220,0.9577456116676331,0.9901705980300903,0.9901705980300903,0.9901705980300903,0.7299709647893904,0.8735329037904739,0.9075903296470642,0.8909267485141754
12.0,0.8454668529331684,0.8652837127447128,0.8652837127447128,0.8652837127447128,0.419312148541212,0.5685700582712888,0.6088121384382248,0.5888527549803256,240,0.7655639052391052,0.7829792499542236,0.7829792499542236,0.7829792499542236,0.1704675167798996,0.2637699237465858,0.2831055521965027,0.27487899661064147,240,0.8173118323087692,0.8388850092887878,0.8388850092887878,0.8388850092887878,0.347666373848915,0.5693589061498642,0.6346356868743896,0.5999515444040299,240,0.8408123195171356,0.8480538129806519,0.8480538129806519,0.8480538129806519,0.4202395766973495,0.5666955614089966,0.6089580059051514,0.588690972328186,240,0.9581793546676636,0.991216778755188,0.991216778755188,0.991216778755188,0.7388751268386841,0.8744558417797088,0.9085493087768555,0.8918895065784455
13.0,0.826632596552372,0.8484781384468079,0.8484781384468079,0.8484781384468079,0.3725815843790768,0.5329784572124481,0.5768324956297874,0.5545129001140594,260,0.7672828435897827,0.7837826013565063,0.7837826013565063,0.7837826013565063,0.17072441279888143,0.26374102354049683,0.28339603543281555,0.27499386072158816,260,0.8126705706119537,0.8315719366073608,0.8315719366073608,0.8315719366073608,0.33280694484710677,0.5548534083366394,0.6198715567588806,0.5846454352140427,260,0.8187368243932723,0.8343607187271118,0.8343607187271118,0.8343607187271118,0.373678459227085,0.5435822874307632,0.5921251773834229,0.5679700016975403,260,0.907840147614479,0.9441972970962524,0.9441972970962524,0.9441972970962524,0.613116520643234,0.769737109541893,0.8119372129440308,0.7904423028230667
14.0,0.770508348196745,0.7832730561494827,0.7832730561494827,0.7832730561494827,0.2162513392977416,0.3464715233817697,0.397711131721735,0.37318502478301524,280,0.7434632778167725,0.7531983256340027,0.7531983256340027,0.7531983256340027,0.10760474540293216,0.14832948967814447,0.17937006056308746,0.16409517973661422,280,0.7623280882835388,0.7734193801879883,0.7734193801879883,0.7734193801879883,0.17781750932335852,0.32159670770168297,0.38825106620788574,0.3577184662222862,280,0.8090150952339172,0.8298754692077637,0.8298754692077637,0.8298754692077637,0.3567175924777984,0.533030993938446,0.585826575756073,0.5594494342803955,280,0.7672269314527511,0.7765990495681763,0.7765990495681763,0.7765990495681763,0.22286550998687732,0.3829289022088051,0.4373968243598938,0.41147701889276506
15.0,0.7680311754345893,0.7803922295570374,0.7803922295570374,0.7803922295570374,0.21516065793111916,0.3413165133818984,0.3847946934401989,0.3625474881380797,300,0.7371885776519775,0.7434866428375244,0.7434866428375244,0.7434866428375244,0.10277551896870137,0.13015570178627967,0.14385871589183807,0.13697246164083482,300,0.7652270227670669,0.7776899933815002,0.7776899933815002,0.7776899933815002,0.18748929202556605,0.33714750558137896,0.3991686999797821,0.36760966628789904,300,0.8088762760162354,0.8294115662574768,0.8294115662574768,0.8294115662574768,0.35674142688512794,0.5321852684020996,0.5844919681549072,0.5585730701684952,300,0.7608328253030776,0.770980715751648,0.770980715751648,0.770980715751648,0.21363639384508126,0.36577757775783537,0.4116593897342682,0.38703475445508956
16.0,0.7622197270393372,0.7723134458065033,0.7723134458065033,0.7723134458065033,0.19782475633546698,0.3150725917331874,0.3569376766681671,0.33608979620039464,320,0.7361692190170288,0.742691159248352,0.742691159248352,0.742691159248352,0.09857086129486559,0.10917638145387172,0.11773338913917542,0.11372658014297485,320,0.7478167414665222,0.7571159601211548,0.7571159601211548,0.7571159601211548,0.14058228284120558,0.26915560722351073,0.32917511463165283,0.2986246109008789,320,0.8036136031150818,0.8160555362701416,0.8160555362701416,0.8160555362701416,0.3541775867342946,0.520575213432312,0.5638808608055115,0.5429967254400253,320,0.7612793445587158,0.7733911275863647,0.7733911275863647,0.7733911275863647,0.19796829447150216,0.3613831648230552,0.41696134209632874,0.38901126831769944
17.0,0.762403654307127,0.7686952501535416,0.7686952501535416,0.7686952501535416,0.1994139014743268,0.3115484635904431,0.34985899552702904,0.3308448136784136,340,0.7336908578872681,0.7340195775032043,0.7340195775032043,0.7340195775032043,0.09598545096814633,0.09655289113521576,0.0976714938879013,0.09681373573839665,340,0.7471749186515808,0.7483475208282471,0.7483475208282471,0.7483475208282471,0.13859700560569763,0.24851087585091589,0.30119630694389343,0.2761627838015556,340,0.8083792328834534,0.819297194480896,0.819297194480896,0.819297194480896,0.3658675819635391,0.5392023330926895,0.5834459662437439,0.5606842458248138,340,0.7603696078062057,0.7731167078018188,0.7731167078018188,0.7731167078018188,0.19720556735992428,0.3619277542829513,0.4171222150325775,0.3897184893488884
18.0,0.761630915850401,0.7680940479040146,0.7680940479040146,0.7680940479040146,0.19883684702217574,0.30984446780756114,0.3480505719780922,0.3294922700151801,360,0.7354055643081665,0.7365204095840454,0.7365204095840454,0.7365204095840454,0.09606920257210731,0.09675626121461392,0.09740713238716125,0.09701502844691276,360,0.7442865967750549,0.7467638254165649,0.7467638254165649,0.7467638254165649,0.13727132827043534,0.24708608463406562,0.30009761452674866,0.27524459809064866,360,0.8064944267272949,0.8180074691772461,0.8180074691772461,0.8180074691772461,0.3677180334925651,0.5406458514928818,0.5861146450042725,0.5630504280328751,360,0.7603370755910873,0.7710844874382019,0.7710844874382019,0.7710844874382019,0.19428882375359527,0.35488967388868325,0.4085828959941864,0.38265902549028397
19.0,0.7473786853253841,0.7559240609407425,0.7559240609407425,0.7559240609407425,0.14357306817546486,0.23715011855587362,0.2778608165681362,0.2584240068681538,380,0.7341845363378525,0.7359300255775452,0.7359300255775452,0.7359300255775452,0.09638975821435451,0.09689527206122875,0.09764589369297028,0.09707940854132176,380,0.7446597814559937,0.7467596530914307,0.7467596530914307,0.7467596530914307,0.1373046413064003,0.2471178263425827,0.30013617873191833,0.2752799570560455,380,0.7513943910598755,0.7615876793861389,0.7615876793861389,0.7615876793861389,0.14670118987560268,0.27283148437738414,0.32396405935287476,0.2996273249387741,380,0.7592760324478149,0.7794188857078552,0.7794188857078552,0.7794188857078552,0.19389668330550192,0.3317558914422989,0.3896971344947815,0.36170933693647384
20.0,0.7392429128289223,0.7446163296699524,0.7446163296699524,0.7446163296699524,0.12670826632529497,0.18272005250677464,0.21080137975513935,0.19775038566440345,400,0.7342565059661865,0.7350650429725647,0.7350650429725647,0.7350650429725647,0.09643367342650891,0.09712478116154671,0.09785397350788116,0.09737043678760529,400,0.7446938753128052,0.7468016743659973,0.7468016743659973,0.7468016743659973,0.13730910867452623,0.24713541090488433,0.3001575171947479,0.27529954314231875,400,0.7239960491657257,0.7245100736618042,0.7245100736618042,0.7245100736618042,0.09150037504732608,0.09203082986176014,0.09267916530370712,0.09220460131764412,400,0.7540252208709717,0.7720885276794434,0.7720885276794434,0.7720885276794434,0.1815899081528186,0.29458918809890744,0.3525148630142212,0.3261269614100456
21.0,0.7388077676296234,0.7443498522043228,0.7443498522043228,0.7443498522043228,0.12664813390001653,0.18252034708857534,0.21068661659955978,0.1975230984389782,420,0.7342840433120728,0.7350912094116211,0.7350912094116211,0.7350912094116211,0.0963873840868473,0.09707279711961746,0.0979062095284462,0.09742235243320466,420,0.7446919679641724,0.7468012571334839,0.7468012571334839,0.7468012571334839,0.13730835691094398,0.2471347403526306,0.30015671253204346,0.27529879882931707,420,0.7226938009262085,0.7232841849327087,0.7232841849327087,0.7232841849327087,0.09159814529120922,0.09221342206001282,0.09311359375715256,0.09246556386351586,420,0.75356125831604,0.7722227573394775,0.7722227573394775,0.7722227573394775,0.18129864931106565,0.2936604288220405,0.3515699505805969,0.3249056786298752
22.0,0.7365652173757553,0.7412238121032715,0.7412238121032715,0.7412238121032715,0.12416610028594732,0.1717407307215035,0.19767428375780582,0.18521964875981212,440,0.7342978715896606,0.7351053357124329,0.7351053357124329,0.7351053357124329,0.0964051403105259,0.09710976153612137,0.0979091078042984,0.09739037677645683,440,0.7446919679641724,0.7468012571334839,0.7468012571334839,0.7468012571334839,0.13730835691094398,0.2471347403526306,0.30015671253204346,0.27529879882931707,440,0.721678614616394,0.7229856252670288,0.7229856252670288,0.7229856252670288,0.09137557223439216,0.09196183450520039,0.09236352890729904,0.09218346290290355,440,0.7455924153327942,0.7600030303001404,0.7600030303001404,0.7600030303001404,0.17157533168792724,0.2507565864920616,0.3002677857875824,0.276005956530571
23.0,0.7364512979984283,0.7380180358886719,0.7380180358886719,0.7380180358886719,0.11639529466629026,0.16605285372585057,0.18748998641967773,0.17719953628256918,460,0.7341794371604919,0.7348476052284241,0.7348476052284241,0.7348476052284241,0.09625812284648419,0.09683240972459316,0.0978793203830719,0.09720434322953224,460,0.7446801662445068,0.746794581413269,0.746794581413269,0.746794581413269,0.1373058408498764,0.24713067203760145,0.3001517653465271,0.27529426887631414,460,0.7217755913734436,0.7225302457809448,0.7225302457809448,0.7225302457809448,0.09123971946537494,0.09175417654216289,0.09233736991882324,0.09200626648962498,460,0.745169997215271,0.7478997111320496,0.7478997111320496,0.7478997111320496,0.1407774955034255,0.2284941565990448,0.2595914900302887,0.2442932665348053
24.0,0.7345528602600098,0.7366981357336044,0.7366981357336044,0.7366981357336044,0.11216600714251398,0.15490102475509043,0.1790048833936453,0.16732017900794743,480,0.7342044711112976,0.7348215579986572,0.7348215579986572,0.7348215579986572,0.09629220999777317,0.09683616541326046,0.09773452579975128,0.09709175787866116,480,0.7446801662445068,0.746794581413269,0.746794581413269,0.746794581413269,0.1373058408498764,0.24713067203760145,0.3001517653465271,0.27529426887631414,480,0.7214819192886353,0.721843957901001,0.721843957901001,0.721843957901001,0.09128114469349384,0.0918860399723053,0.09296893328428268,0.09215092994272708,480,0.7378448843955994,0.7433324456214905,0.7433324456214905,0.7433324456214905,0.12378483302891251,0.18375122159719465,0.22516430914402008,0.20474375933408737
25.0,0.7325635850429535,0.7351464629173279,0.7351464629173279,0.7351464629173279,0.10973054748028517,0.14971224850043655,0.17109701968729496,0.1604690760374069,500,0.7327075600624084,0.7337681651115417,0.7337681651115417,0.7337681651115417,0.0959304753690958,0.09664109416306019,0.09754658490419388,0.09697827808558941,500,0.7446411848068237,0.7467827200889587,0.7467827200889587,0.7467827200889587,0.13729522451758386,0.24711207419633863,0.3001292049884796,0.2752735562622547,500,0.7214707136154175,0.721786618232727,0.721786618232727,0.721786618232727,0.0912278987467289,0.09169550091028214,0.09283126890659332,0.09205260090529918,500,0.7314348816871643,0.738248348236084,0.738248348236084,0.738248348236084,0.11446859128773212,0.1634003247320652,0.19388101994991302,0.17757186889648438
26.0,0.7270538657903671,0.729455441236496,0.729455441236496,0.729455441236496,0.1005771548487246,0.11110366297885776,0.1187878455966711,0.11484806993976236,520,0.7316257953643799,0.732702910900116,0.732702910900116,0.732702910900116,0.09582914561033248,0.09647459276020527,0.09734156727790833,0.09674983024597168,520,0.7246230840682983,0.72584468126297,0.72584468126297,0.72584468126297,0.10278168730437756,0.1033906315267086,0.10450737178325653,0.10361253768205643,520,0.7214416265487671,0.7217526435852051,0.7217526435852051,0.7217526435852051,0.09117686375975609,0.09167428761720657,0.09282190352678299,0.09202939383685589,520,0.7305249571800232,0.7375215291976929,0.7375215291976929,0.7375215291976929,0.11252092272043228,0.15287514001131056,0.18048053979873657,0.16700051799416543
27.0,0.7257044613361359,0.7276867926120758,0.7276867926120758,0.7276867926120758,0.09918556539341808,0.10663657091557979,0.11142075061798096,0.108657549880445,540,0.7313827872276306,0.7325596213340759,0.7325596213340759,0.7325596213340759,0.09575103744864463,0.09644965961575508,0.09732721745967865,0.0967335868626833,540,0.7243977189064026,0.7256361246109009,0.7256361246109009,0.7256361246109009,0.1028065774589777,0.10338121518492699,0.10425854474306107,0.10368069186806679,540,0.7214416265487671,0.7217526435852051,0.7217526435852051,0.7217526435852051,0.09117686375975609,0.09167428761720657,0.09282190352678299,0.09202939383685589,540,0.7255957126617432,0.7307987809181213,0.7307987809181213,0.7307987809181213,0.10700778290629387,0.13504112124443055,0.15127533674240112,0.14218652695417405
28.0,0.7252137437462807,0.7288811802864075,0.7288811802864075,0.7288811802864075,0.09841204900294542,0.09922845421358945,0.10015432722866535,0.0995673137716949,560,0.7332347929477692,0.733908474445343,0.733908474445343,0.733908474445343,0.09614203833043575,0.09706625998020173,0.0979606881737709,0.097410524263978,560,0.7244294285774231,0.725642204284668,0.725642204284668,0.725642204284668,0.10268935821950435,0.10324914380908012,0.10417141020298004,0.10349928848445415,560,0.7212488651275635,0.7217201590538025,0.7217201590538025,0.7217201590538025,0.09122130908071995,0.09203454501926898,0.09282423555850983,0.092345130443573,560,0.7219418883323669,0.7342538833618164,0.7342538833618164,0.7342538833618164,0.10359549038112163,0.10456386804580689,0.10566097497940063,0.10501431189477443
29.0,0.7245546706020832,0.7253352254629135,0.7253352254629135,0.7253352254629135,0.09832162214443088,0.09905882781371474,0.09989038854837418,0.09934609802439809,580,0.733301043510437,0.7339885830879211,0.7339885830879211,0.7339885830879211,0.0962339237332344,0.09715248942375183,0.09809115529060364,0.09750112183392048,580,0.7244060635566711,0.7256447076797485,0.7256447076797485,0.7256447076797485,0.10266037844121456,0.10340478226542472,0.10416477173566818,0.1035966657102108,580,0.7210035920143127,0.721540093421936,0.721540093421936,0.721540093421936,0.09123942665755749,0.09191050931811333,0.09280671924352646,0.09223911166191101,580,0.7195079833269119,0.7201675176620483,0.7201675176620483,0.7201675176620483,0.10315275974571705,0.10376753024756909,0.10449890792369843,0.10404749289155006
30.0,0.7246576577425003,0.7253225892782211,0.7253225892782211,0.7253225892782211,0.09842222351580858,0.09922320863232018,0.10005034692585468,0.09954646220430732,600,0.7328293919563293,0.7340769171714783,0.7340769171714783,0.7340769171714783,0.09600582607090473,0.09684679068624974,0.09758994728326797,0.09718825742602348,600,0.7251664519309997,0.7256135940551758,0.7256135940551758,0.7256135940551758,0.10302812308073044,0.10366902597248555,0.10442104190587997,0.10400125682353974,600,0.7213735580444336,0.72205650806427,0.72205650806427,0.72205650806427,0.09150066189467906,0.09239090509712695,0.09325893223285675,0.09264303483068943,600,0.7192612290382385,0.7195433378219604,0.7195433378219604,0.7195433378219604,0.10315428301692009,0.10398611277341843,0.10493146628141403,0.10435329973697663
