time_s,mean_unc_q95,mean_unc_q99,mean_unc_max,mean_unc_top,mean_score_q95,mean_score_q99,mean_score_max,mean_score_top,Corner_picked_frame,Corner_unc_q95,Corner_unc_q99,Corner_unc_max,Corner_unc_top,Corner_score_q95,Corner_score_q99,Corner_score_max,Corner_score_top,Cross_picked_frame,Cross_unc_q95,Cross_unc_q99,Cross_unc_max,Cross_unc_top,Cross_score_q95,Cross_score_q99,Cross_score_max,Cross_score_top,Cube_picked_frame,Cube_unc_q95,Cube_unc_q99,Cube_unc_max,Cube_unc_top,Cube_score_q95,Cube_score_q99,Cube_score_max,Cube_score_top,L_Shaped_picked_frame,L_Shaped_unc_q95,L_Shaped_unc_q99,L_Shaped_unc_max,L_Shaped_unc_top,L_Shaped_score_q95,L_Shaped_score_q99,L_Shaped_score_max,L_Shaped_score_top
0.0,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan
1.0,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan
2.0,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan
3.0,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan
4.0,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan
5.0,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan
6.0,1.0234313309192657,1.0680761337280273,1.0680761337280273,1.0680761337280273,0.8847153037786482,0.991932017058134,1.0204529464244843,1.0065588355064392,120,0.9924243688583374,1.0576337575912476,1.0576337575912476,1.0576337575912476,0.8594361901283264,0.9417234230041504,0.9763166904449463,0.9620924949645996,120,1.0858283042907715,1.1130849123001099,1.1130849123001099,1.1130849123001099,0.9661382347345352,1.053801461458206,1.082157015800476,1.0640927076339721,120,1.0624468326568604,1.1000208854675293,1.1000208854675293,1.1000208854675293,0.9751448094844817,1.0491044211387635,1.0700321197509766,1.061056649684906,120,0.9530258178710938,1.0015649795532227,1.0015649795532227,1.0015649795532227,0.7381419807672496,0.9230987626314163,0.9533059597015381,0.938993489742279
7.0,0.9567856341600418,1.001843422651291,1.001843422651291,1.001843422651291,0.708907802402973,0.8816051085293293,0.918855831027031,0.9012642890214919,140,0.9027637243270874,0.980531632900238,0.980531632900238,0.980531632900238,0.521218356490135,0.8067460495233536,0.8666903972625732,0.8358512371778488,140,0.9198855757713318,0.9469282627105713,0.9469282627105713,0.9469282627105713,0.6179724186658858,0.7847751826047897,0.8186120986938477,0.80350102186203,140,1.0959914922714233,1.1237821578979492,1.1237821578979492,1.1237821578979492,1.0034067332744596,1.0758630394935607,1.1016244888305664,1.0912802040576934,140,0.9085017442703247,0.956131637096405,0.956131637096405,0.956131637096405,0.6930337011814117,0.8590361624956131,0.8884963393211365,0.8744246929883956
8.0,0.92136335298419,0.9665759354829788,0.9665759354829788,0.9665759354829788,0.6317471269518137,0.8124093824625015,0.8584277480840683,0.8371350884437562,160,0.8763918876647949,0.9407221078872681,0.9407221078872681,0.9407221078872681,0.47443929314613337,0.7268387758731841,0.7913467288017273,0.7620198756456376,160,0.8655749559402466,0.8911778330802917,0.8911778330802917,0.8911778330802917,0.4992783233523369,0.675271475315094,0.7195327281951904,0.6967790514230728,160,1.0823174715042114,1.1164863109588623,1.1164863109588623,1.1164863109588623,0.9831683486700057,1.0704711079597473,1.095196008682251,1.0846961259841919,160,0.861169096827507,0.9179174900054932,0.9179174900054932,0.9179174900054932,0.5701025426387786,0.7770561707019805,0.8276355266571045,0.8050453007221222
9.0,0.8765468627214431,0.9170356094837189,0.9170356094837189,0.9170356094837189,0.5367883406579493,0.7350869737565516,0.7815956622362137,0.7600007280707359,180,0.8580062985420227,0.8970553874969482,0.8970553874969482,0.8970553874969482,0.4367940396070479,0.6733060193061828,0.7259220480918884,0.7012683302164078,180,0.8273890018463135,0.839998722076416,0.839998722076416,0.839998722076416,0.4036987841129302,0.572228701710701,0.6209563612937927,0.5969069361686706,180,0.9661518931388855,1.027856469154358,1.027856469154358,1.027856469154358,0.7511015534400939,0.9416028189659118,0.9743372797966003,0.9590056002140045,180,0.8546402573585509,0.9032318592071533,0.9032318592071533,0.9032318592071533,0.5555589854717254,0.7532103550434113,0.8051669597625732,0.7828220456838608
