planner,paired_scenes,final_recall@5,final_recall@5_ci95,final_recall@5_n,final_f@5,final_f@5_ci95,final_f@5_n,final_chamfer_mm,final_chamfer_mm_ci95,final_chamfer_mm_n,final_visibility_coverage,final_visibility_coverage_ci95,final_visibility_coverage_n,visibility_coverage_auc,visibility_coverage_auc_ci95,visibility_coverage_auc_n,recall@5_auc,recall@5_auc_ci95,recall@5_auc_n,f@5_auc,f@5_auc_ci95,f@5_auc_n,cumulative_active_gain_f@5,cumulative_active_gain_f@5_ci95,cumulative_active_gain_f@5_n,unseen_surface_discovery_ratio,unseen_surface_discovery_ratio_ci95,unseen_surface_discovery_ratio_n,unique_visibility_gain_per_action,unique_visibility_gain_per_action_ci95,unique_visibility_gain_per_action_n,selected_gain_f@5_per_action,selected_gain_f@5_per_action_ci95,selected_gain_f@5_per_action_n,oracle_gain_f@5_per_action,oracle_gain_f@5_per_action_ci95,oracle_gain_f@5_per_action_n,score_gain_correlation,score_gain_correlation_ci95,score_gain_correlation_n,correlation_valid_rate,correlation_valid_rate_ci95,correlation_valid_rate_n,oracle_regret_f@5,oracle_regret_f@5_ci95,oracle_regret_f@5_n,oracle_action_accuracy,oracle_action_accuracy_ci95,oracle_action_accuracy_n,zero_unique_gain_action_rate,zero_unique_gain_action_rate_ci95,zero_unique_gain_action_rate_n,consecutive_score_map_correlation,consecutive_score_map_correlation_ci95,consecutive_score_map_correlation_n,action_repetition_rate,action_repetition_rate_ci95,action_repetition_rate_n,representation_update_s,representation_update_s_ci95,representation_update_s_n,candidate_scoring_s,candidate_scoring_s_ci95,candidate_scoring_s_n,planning_time_s,planning_time_s_ci95,planning_time_s_n
ray_gpis,64,0.9656708333333333,0.019985835949847017,64,0.9805171654229983,0.012141529689898614,64,2.347458279473358,0.15058965365039248,64,0.284138424418004,0.07019072945656557,64,0.21078659198948174,0.06392949504335198,64,0.8188997916666667,0.019044018380120133,64,0.8863196073519618,0.012314885304358736,64,0.4027898739589973,0.017714196716273365,64,0.25623830723745444,0.07141822217827917,64,0.038652994974925775,0.007399939945486471,64,0.08055797479179946,0.003542839343254673,64,0.09133659529334187,0.005328724008495946,64,0.47163010428083846,0.1091534875224182,64,0.96875,0.021771700540941775,64,0.010778620501542407,0.006907345722433873,64,0.659375,0.0645585570754696,64,0.018750000000000003,0.01683601463793878,64,0.4227851378972812,0.051041769683772636,64,0.5859375,0.057972189363377793,64,0.27836802060660376,0.03177610282708123,64,5.4265674407361075e-05,1.633635056916911e-06,64,0.2784222862810111,0.031775738685894644,64
