planner,paired_scenes,final_recall@5,final_recall@5_ci95,final_recall@5_n,final_f@5,final_f@5_ci95,final_f@5_n,final_chamfer_mm,final_chamfer_mm_ci95,final_chamfer_mm_n
ray_gpis,120,0.9682336111111112,0.01573813790914231,120,0.9813984806353592,0.009967780206965756,120,2.3465877031601283,0.1195490265963195,120
ray_gpis_hit_only,120,0.9725705555555556,0.011553536602527401,120,0.9848532915645402,0.006859661335771018,120,2.313758167349209,0.08526126979913337,120
ray_gpis_novelty_only,120,0.9672088888888889,0.01578431649131812,120,0.9808564926086414,0.009985745128297559,120,2.3596016205971306,0.1195322191730789,120
ray_gpis_pointwise,120,0.9696694444444444,0.015305736664152733,120,0.9822499885575302,0.00979725690409821,120,2.338520221962594,0.11637245487897119,120
ray_gpis_uncertainty_only,120,0.9655102777777778,0.01614909275324439,120,0.9798943709692037,0.010070242004657717,120,2.3699749115164463,0.12171418218761974,120
