planner,object,initial_pose_seed,planner_seed,final_recall@5,final_f@5,final_chamfer_mm,final_visibility_coverage,visibility_coverage_auc,recall@5_auc,f@5_auc,cumulative_active_gain_f@5,unseen_surface_discovery_ratio,unique_visibility_gain_per_action,selected_gain_f@5_per_action,oracle_gain_f@5_per_action,score_gain_correlation,correlation_valid_rate,oracle_regret_f@5,oracle_action_accuracy,zero_unique_gain_action_rate,consecutive_score_map_correlation,action_repetition_rate,representation_update_s,candidate_scoring_s,planning_time_s,gain_consistency_max_abs_error,coverage_recall_max_abs_error,visibility_monotonic_min_delta
ray_gpis_uncertainty_only,green_Pepper,19,0,0.9867666666666667,0.9793452923235763,3.024277277290821,0.14203771146170133,0.08269492364045136,0.80174,0.8549642959501303,0.4498254040800648,0.1210049394700886,0.02362190174984782,0.08996508081601295,0.08996508081601295,0.7,1.0,0.0,1.0,0.0,0.41783267972048926,1.0,0.22894277119485196,5.393940082285553e-05,0.2289967105956748,0.0,0.0,0.01964575396675302
ray_gpis_uncertainty_only,green_Pepper,21,0,0.9737666666666667,0.9702355942342646,3.2362635247409344,0.14160056719366013,0.08414338360551235,0.8395566666666665,0.8810496040943935,0.3182472770021819,0.11857472435575309,0.023095429401602023,0.06364945540043639,0.0658266271623682,0.7,1.0,0.0021771717619318174,0.8,0.0,0.7378153014175319,0.5,0.22272151079960167,4.9314802163280545e-05,0.22277082560176495,0.0,0.0,0.02118265836556392
ray_gpis_uncertainty_only,green_Pepper,20,0,0.9933,0.9719789279372338,3.0964957550168037,0.1469212532409521,0.08811737729888061,0.8101799999999999,0.8452287554708487,0.44152263461631003,0.12508728715006814,0.024393131929669985,0.088304526923262,0.09589799047845407,0.8464101615137756,1.0,0.007593463555192059,0.6,0.0,0.5876771179446791,0.25,0.22718939940095878,5.1229199743829665e-05,0.22724062860070263,0.0,0.0,0.020780104640865382
ray_gpis_uncertainty_only,green_Pepper,17,0,0.9847666666666667,0.9820206678866857,3.1532179564237595,0.1387749661801813,0.08203981011449427,0.7938033333333334,0.8556356624963091,0.4379073028473768,0.11951989934264277,0.023381227872534487,0.08758146056947536,0.08758146056947536,0.6732050807568878,1.0,0.0,1.0,0.0,0.6303292860035392,0.75,0.2277724433981348,5.790719878859818e-05,0.2278303505969234,0.0,0.0,0.017960476075846457
ray_gpis_uncertainty_only,green_Pepper,22,0,0.9874,0.9484799561419449,3.375360043719411,0.14298940702540502,0.08583821514387302,0.7848,0.8090136981361266,0.3180302871166082,0.11922411101751841,0.0232014357700077,0.06360605742332164,0.06452948790166549,0.42679491924311225,1.0,0.0009234304783438452,0.8,0.0,0.5746219001328221,0.75,0.22735934499651195,5.62125991564244e-05,0.22741555759566837,0.0,0.0,0.02213047086933831
ray_gpis_uncertainty_only,green_Pepper,18,0,0.9876666666666667,0.9451144263898871,3.46657307818532,0.14572017861965866,0.08758425094921447,0.7933600000000001,0.8064578193560674,0.35907492975982636,0.12261505842371558,0.023877220874241455,0.07181498595196527,0.07181498595196527,0.8732050807568879,1.0,0.0,1.0,0.0,0.7818708620468269,0.5,0.23452992860111407,5.133999802637845e-05,0.23458126859914047,0.0,0.0,0.022100880330539585
ray_gpis_uncertainty_only,green_Pepper,16,0,0.9753333333333334,0.9404131095176548,3.5663843154907227,0.14641210728163473,0.08795989023496235,0.7808433333333333,0.7986737262055732,0.401084531481284,0.12395684957207645,0.02415590281427387,0.0802169062962568,0.0802169062962568,0.9464101615137755,1.0,0.0,1.0,0.0,0.5954845162500456,0.5,0.22302285239857156,4.628740134648979e-05,0.22306913979991805,0.0,0.0,0.022285723045296385
ray_gpis_uncertainty_only,green_Pepper,15,0,0.9654666666666667,0.9584341762525205,3.412100952118635,0.14129092346982722,0.08355650827612426,0.7396133333333333,0.8042293570587701,0.4167270014518205,0.12080308994806666,0.023597605638802394,0.08334540029036411,0.09185388119183498,0.3267949192431122,1.0,0.008508480901470872,0.4,0.0,0.8196374119244825,0.25,0.2359308789949864,5.157359410077333e-05,0.23598245258908718,0.0,0.0,0.021725750039080463
ray_gpis_uncertainty_only,Corner,19,0,0.9882333333333333,0.9613918342929759,3.593187779188156,0.07558971270152873,0.04427784299494346,0.67965,0.7578049190875241,0.4238077453780885,0.06419378438089979,0.012682410882057515,0.0847615490756177,0.09650375799619473,-0.24641016151377554,1.0,0.011742208920577025,0.4,0.0,0.848214469260061,0.5,0.2603022476017941,5.362959927879274e-05,0.2603558772010729,0.0,0.0,0.011181689133920432
ray_gpis_uncertainty_only,Corner,21,0,0.9976,0.9696774283569048,3.4157598856836557,0.07701812276084692,0.04606064073429151,0.7902100000000001,0.8280890490283138,0.42857304437557875,0.06573376543047366,0.012987962525044394,0.08571460887511576,0.08734742722301776,0.4,1.0,0.0016328183479020098,0.8,0.0,0.6465581410120592,0.5,0.2401986968005076,5.095620290376246e-05,0.24024965300341136,0.0,0.0,0.009775925970150139
ray_gpis_uncertainty_only,Corner,20,0,0.9476666666666667,0.9616103198430013,3.40294255875051,0.07690799632180453,0.046120424583407135,0.7847800000000001,0.8519255603826288,0.3494711636623944,0.06345556335641875,0.01250881876638538,0.06989423273247888,0.07325087165013622,0.8464101615137756,1.0,0.0033566389176573398,0.8,0.0,0.7078959247586405,1.0,0.2391885778022697,5.3347798530012366e-05,0.23924192560079974,0.0,0.0,0.010510881159455823
ray_gpis_uncertainty_only,Corner,17,0,0.9999666666666667,0.9852713811685506,3.0698340851813555,0.08112948816424068,0.04790885093756201,0.8382433333333333,0.8756796513692044,0.3562612358436261,0.06916573793590809,0.013655354042885431,0.07125224716872522,0.07164742017196035,0.7732050807568878,1.0,0.0003951730032351275,0.8,0.0,0.7748309502791719,1.0,0.24128041740041226,5.707700329367071e-05,0.24133749440370594,0.0,0.0,0.011743055214444215
ray_gpis_uncertainty_only,Corner,22,0,0.9947333333333334,0.9642622970924658,3.520173951983452,0.07609529744177321,0.046537596877129286,0.7402366666666667,0.7970861331369022,0.42145719691031647,0.06278160412245544,0.012377951507999268,0.0842914393820633,0.09670054893960225,0.5732050807568878,1.0,0.012409109557538956,0.6,0.0,0.5790457824533206,0.5,0.23669015139748809,5.316259921528399e-05,0.23674331399670337,0.0,0.0,0.010783080650645732
