scenario,planner,paired_scenes,f@5_auc,f@5_auc_ci95,recall@5_auc,recall@5_auc_ci95,target_recall@5_auc,target_recall@5_auc_ci95,final_target_recall@5,final_target_recall@5_ci95,target_first_25_step,target_first_25_step_ci95,post_outlier_oracle_regret,post_outlier_oracle_regret_ci95,post_outlier_f@5_auc,post_outlier_f@5_auc_ci95,post_outlier_unique_gain,post_outlier_unique_gain_ci95,ghost_ratio,ghost_ratio_ci95,miss_direction_selection_rate,miss_direction_selection_rate_ci95,planning_time_s,planning_time_s_ci95,mean_visibility_ratio,mean_visibility_ratio_ci95,mean_pose_error_deg,mean_pose_error_deg_ci95,mean_translation_error_mm,mean_translation_error_mm_ci95
ghost,ray_gpis_uncertainty_only,64,0.8189201429787217,0.010843265048757891,0.7704775000000001,0.015671690234808834,nan,nan,nan,nan,6.0,0.0,0.011281986793472174,0.005164497730814449,0.8682877215708975,0.011255135305110268,0.09915377604166667,0.005942354955649845,0.32748202442182894,0.03389349637796291,0.559375,0.062458222147999766,0.29432614763718445,0.02941500596032777,1.0,0.0,2.4999999999981357,2.6088918556113524e-13,1.3333333333323076,1.562751583578471e-13
ghost,ray_gpis,64,0.8166995346764295,0.010235783206525382,0.7671195312500001,0.015010287701142733,nan,nan,nan,nan,6.0,0.0,0.01304369431812674,0.00527492496847404,0.8655148804575391,0.010761536356272349,0.09732473958333333,0.006086907302479804,0.33270453738616634,0.032399767765344034,0.671875,0.0594492226142987,0.29505720492493315,0.028337451883275567,1.0,0.0,2.4999999999981357,2.608880360588782e-13,1.3333333333323076,1.562751583578471e-13
