planner,object,initial_pose_seed,final_pose_coverage,pose_coverage_auc,mean_incremental_pose_novelty_deg,mean_pairwise_view_distance_deg
er_gpis,Cube,16,0.3515625,0.21796875,63.47046697622818,96.9549005070792
er_gpis,Cube,17,0.40625,0.2375,78.89489050250668,101.50052731322259
er_gpis,Cube,18,0.35546875,0.198046875,58.21442710264937,92.8904673325412
er_gpis,Cube,19,0.34375,0.223046875,64.91467384275111,101.54317446347774
er_gpis,Cube,20,0.265625,0.1890625,55.58826716989654,93.12312810468721
er_gpis,Cube,21,0.359375,0.23203125,62.345641014211836,96.64386636259707
er_gpis,Cube,22,0.3359375,0.2140625,66.33805855099607,101.85685528302564
er_gpis,Cylinder,15,0.3984375,0.230859375,78.92502951365984,100.44004752275414
er_gpis,Cylinder,16,0.37890625,0.233984375,58.64120516614804,103.49583465800507
er_gpis,Cylinder,17,0.33984375,0.221484375,69.60619952530581,100.7703581325367
er_gpis,Cylinder,18,0.3359375,0.228125,62.250721540000484,91.99408539922857
er_gpis,Cylinder,19,0.3125,0.177734375,53.789789513226786,91.70909643903822
er_gpis,Cylinder,20,0.33203125,0.211328125,67.07018157485562,95.8956279789968
er_gpis,Cylinder,21,0.3359375,0.20390625,75.63082113358168,97.85985471860866
er_gpis,Cylinder,22,0.29296875,0.212109375,57.39432811775915,94.686723285575
er_gpis,L_Shaped,15,0.33203125,0.2171875,65.66975396714271,90.55032245576125
er_gpis,L_Shaped,16,0.28125,0.18828125,54.75946774854443,84.4728619466619
er_gpis,L_Shaped,17,0.33984375,0.214453125,59.10264872746247,98.84607820970015
er_gpis,L_Shaped,18,0.296875,0.2125,57.48614641304613,90.962081029238
er_gpis,L_Shaped,19,0.3515625,0.216015625,72.74095108893214,90.76580068395228
er_gpis,L_Shaped,20,0.35546875,0.227734375,56.613789562612965,95.40669531961765
er_gpis,L_Shaped,21,0.36328125,0.217578125,74.1206773042156,88.88997336805018
er_gpis,L_Shaped,22,0.24609375,0.173828125,54.91895321692614,75.3745501367263
er_gpis,Thin_Irregular,15,0.30078125,0.2046875,64.66321083250554,83.46494994245086
er_gpis,Thin_Irregular,16,0.34765625,0.223828125,64.83631016882268,100.1981747814349
er_gpis,Thin_Irregular,17,0.36328125,0.229296875,70.67311382955361,101.88452326334708
er_gpis,Thin_Irregular,18,0.3359375,0.21484375,64.86488948824453,102.16568390611205
er_gpis,Thin_Irregular,19,0.31640625,0.19765625,66.86585481222272,94.29164438691032
er_gpis,Thin_Irregular,20,0.390625,0.23203125,71.65437659193886,97.77419380481858
er_gpis,Thin_Irregular,21,0.37109375,0.200390625,60.871937250293094,97.32294478888949
er_gpis,Thin_Irregular,22,0.3671875,0.21875,82.00408552711244,98.00043911762947
er_gpis,green_Pepper,15,0.3359375,0.201953125,64.91700546819376,98.95888436354313
