planner,paired_scenes,representation_update_s,representation_update_s_ci95,representation_update_s_n,candidate_scoring_s,candidate_scoring_s_ci95,candidate_scoring_s_n,planning_time_s,planning_time_s_ci95,planning_time_s_n
er_gpis,64,0.09262319904983088,0.0031166068631530057,64,0.0033631959526246647,0.00011354957340928302,64,0.09598639500245554,0.003208968973978362,64
pose_novelty,64,2.2994443907009557e-05,7.153383783659635e-07,64,0.00020876127459814597,5.495268987172652e-06,64,0.00023175571850515554,5.8871472289138475e-06,64
ray_gpis,64,0.1295882962970154,0.013921875560832547,64,5.9197568452873385e-05,1.7902761286481886e-06,64,0.12964749386546828,0.013921502103712848,64
ray_gpis_hit_only,64,0.12972576836327787,0.012755622137542487,64,5.702712223865092e-05,1.733389440225267e-06,64,0.12978279548551655,0.012755426879969221,64
