object,initial_pose_seed,planner,selected_action,target_point_count,missing_patch_recall@5,selected_f@5_gain,score_gain_correlation,oracle_regret_f@5,oracle_action_accuracy,planning_time_s,gap_score_recovery_correlation,gap_oracle_regret_recall@5,gap_oracle_action_accuracy
Cylinder,19,actnerf,minus_y,197,0.9949238578680203,0.17299358677057386,1.0,0.0,1.0,3.206115836990648,0.5,0.0,1.0
Cylinder,19,pb_nbv,minus_x,197,0.03553299492385787,0.163427125373804,-0.5,0.009566461396769865,0.0,0.22369754000101238,-1.0,0.9593908629441624,0.0
Cylinder,19,ray_gpis,minus_y,197,0.9949238578680203,0.17299358677057386,1.0,0.0,1.0,0.144479210008285,0.5,0.0,1.0
Cylinder,20,pose_novelty,minus_x,7,0.5714285714285714,0.23634597394655354,1.0,0.0,1.0,0.000394855989725329,0.8660254037844387,0.0,1.0
Cylinder,20,actnerf,minus_x,7,0.5714285714285714,0.23634597394655354,1.0,0.0,1.0,3.3195298420032486,0.8660254037844387,0.0,1.0
Cylinder,20,pb_nbv,minus_x,7,0.5714285714285714,0.23634597394655354,0.5,0.0,1.0,0.4478442950057797,0.0,0.0,1.0
Cylinder,20,ray_gpis,minus_x,7,0.5714285714285714,0.23634597394655354,1.0,0.0,1.0,0.24304926200420596,0.8660254037844387,0.0,1.0
Cylinder,21,pose_novelty,minus_x,361,0.21329639889196675,0.20870555187465123,1.0,0.0,1.0,0.00016667899035383016,-1.0,0.7562326869806094,0.0
Cylinder,21,actnerf,minus_x,361,0.21329639889196675,0.20870555187465123,0.5,0.0,1.0,4.052270590007538,-0.5,0.7562326869806094,0.0
Cylinder,21,pb_nbv,minus_y,361,0.817174515235457,0.18274117052193684,-0.5,0.025964381352714394,0.0,0.32717123899783473,0.5,0.1523545706371191,0.0
Cylinder,21,ray_gpis,minus_x,361,0.21329639889196675,0.20870555187465123,0.5,0.0,1.0,0.16562083500321023,-0.5,0.7562326869806094,0.0
Cylinder,22,pose_novelty,minus_x,243,0.31275720164609055,0.16467251450718945,0.5,0.054574739306552766,0.0,0.00018670200370252132,-1.0,0.6172839506172839,0.0
Cylinder,22,actnerf,minus_y,243,0.9053497942386831,0.21924725381374222,1.0,0.0,1.0,3.973929992003832,-0.5,0.024691358024691357,0.0
Cylinder,22,pb_nbv,minus_y,243,0.9053497942386831,0.21924725381374222,1.0,0.0,1.0,1.7495463900122559,-0.5,0.024691358024691357,0.0
Cylinder,22,ray_gpis,minus_y,243,0.9053497942386831,0.21924725381374222,1.0,0.0,1.0,0.1719396309927106,-0.5,0.024691358024691357,0.0
L_Shaped,15,pose_novelty,minus_x,252,0.376984126984127,0.2207408521425106,0.5,0.0,1.0,0.00016503300867043436,-1.0,0.5833333333333334,0.0
L_Shaped,15,actnerf,minus_x,252,0.376984126984127,0.2207408521425106,0.5,0.0,1.0,3.726346758005093,-1.0,0.5833333333333334,0.0
L_Shaped,15,pb_nbv,minus_x,252,0.376984126984127,0.2207408521425106,nan,0.0,1.0,0.28032571499352343,nan,0.5833333333333334,0.0
L_Shaped,15,ray_gpis,minus_x,252,0.376984126984127,0.2207408521425106,1.0,0.0,1.0,0.139460656006122,-0.5,0.5833333333333334,0.0
L_Shaped,16,pose_novelty,minus_x,219,0.2100456621004566,0.21192502206463915,1.0,0.0,1.0,0.0004012729914393276,-0.5,0.7214611872146118,0.0
L_Shaped,16,actnerf,minus_x,219,0.2100456621004566,0.21192502206463915,1.0,0.0,1.0,3.1607228830107488,-0.5,0.7214611872146118,0.0
L_Shaped,16,pb_nbv,plus_z,219,0.8264840182648402,0.14095841895683037,-1.0,0.07096660310780878,0.0,0.31545260398706887,0.5,0.10502283105022825,0.0
L_Shaped,16,ray_gpis,minus_x,219,0.2100456621004566,0.21192502206463915,1.0,0.0,1.0,0.24094598699593917,-0.5,0.7214611872146118,0.0
L_Shaped,17,pose_novelty,minus_x,18,0.7222222222222222,0.2695720357822391,1.0,0.0,1.0,0.0001678380067460239,0.5,0.16666666666666663,0.0
L_Shaped,17,actnerf,minus_x,18,0.7222222222222222,0.2695720357822391,1.0,0.0,1.0,4.347682927997084,0.5,0.16666666666666663,0.0
L_Shaped,17,pb_nbv,plus_z,18,0.2222222222222222,0.03532952676273193,-0.5,0.23424250901950716,0.0,0.2976721619925229,-1.0,0.6666666666666666,0.0
L_Shaped,17,ray_gpis,minus_x,18,0.7222222222222222,0.2695720357822391,0.5,0.0,1.0,0.17839425000420306,-0.5,0.16666666666666663,0.0
L_Shaped,18,pose_novelty,minus_x,216,0.6296296296296297,0.21521257391237558,1.0,0.0,1.0,0.00016481700004078448,-1.0,0.2314814814814815,0.0
L_Shaped,18,actnerf,plus_z,216,0.8611111111111112,0.10218103425595215,-0.5,0.11303153965642343,0.0,3.060255137999775,0.5,0.0,1.0
L_Shaped,18,pb_nbv,minus_x,216,0.6296296296296297,0.21521257391237558,0.5,0.0,1.0,0.28465856800903566,-0.5,0.2314814814814815,0.0
L_Shaped,18,ray_gpis,plus_z,216,0.8611111111111112,0.10218103425595215,-0.5,0.11303153965642343,0.0,0.14643338399764616,0.5,0.0,1.0
L_Shaped,19,pose_novelty,minus_x,256,0.328125,0.2184966661061123,1.0,0.0,1.0,0.00016654899809509516,-1.0,0.6328125,0.0
L_Shaped,19,actnerf,minus_y,256,0.90625,0.19905637410569854,0.5,0.01944029200041375,0.0,3.5571079199871747,-0.5,0.0546875,0.0
L_Shaped,19,pb_nbv,plus_z,256,0.9609375,0.19874263228246236,-0.5,0.01975403382364993,0.0,0.4218266639945796,0.5,0.0,1.0
L_Shaped,19,ray_gpis,minus_x,256,0.328125,0.2184966661061123,1.0,0.0,1.0,0.1607298839953728,-1.0,0.6328125,0.0
L_Shaped,20,pose_novelty,minus_x,27,0.6666666666666666,0.2869187691713462,1.0,0.0,1.0,0.00018459300918038934,0.5,0.11111111111111116,0.0
L_Shaped,20,actnerf,minus_x,27,0.6666666666666666,0.2869187691713462,1.0,0.0,1.0,4.314743005001219,0.5,0.11111111111111116,0.0
L_Shaped,20,pb_nbv,minus_x,27,0.6666666666666666,0.2869187691713462,0.5,0.0,1.0,0.22353573198779486,-0.5,0.11111111111111116,0.0
L_Shaped,20,ray_gpis,minus_x,27,0.6666666666666666,0.2869187691713462,1.0,0.0,1.0,0.20559574200888164,0.5,0.11111111111111116,0.0
L_Shaped,21,pose_novelty,minus_x,263,0.0038022813688212928,0.1974377432786769,1.0,0.0,1.0,0.0001801719918148592,-1.0,0.9961977186311787,0.0
