planner,paired_scenes,final_recall@5,final_recall@5_ci95,final_recall@5_n,final_f@5,final_f@5_ci95,final_f@5_n,final_chamfer_mm,final_chamfer_mm_ci95,final_chamfer_mm_n
pose_novelty,120,0.7624147222222223,0.01505942979445616,120,0.8410868981960337,0.011383338666657656,120,6.163814170477702,0.2266334028766105,120
ray_gpis,120,0.7509419444444444,0.017047369875663618,120,0.8319841289447548,0.012675997027347894,120,6.300502070410359,0.23438998140326037,120
