planner,paired_scenes,final_pose_coverage,final_pose_coverage_ci95,pose_coverage_auc,pose_coverage_auc_ci95,mean_incremental_pose_novelty_deg,mean_incremental_pose_novelty_deg_ci95,mean_pairwise_view_distance_deg,mean_pairwise_view_distance_deg_ci95
pose_novelty,120,0.3284505208333333,0.0063013896841665655,0.20039388020833335,0.003885825065401915,52.66970340913862,1.506093987596851,92.11285902874815,1.7197827494090923
ray_gpis,120,0.31520182291666665,0.008134970096070207,0.19511067708333338,0.0045096895379717885,49.822318288535726,1.911213645039066,88.28579599196304,2.7015017737944422
