planner,episodes,mean_visibility_ratio,mean_visibility_ratio_ci95,mean_pose_error_deg,mean_pose_error_deg_ci95,mean_translation_error_mm,mean_translation_error_mm_ci95,mean_action_execution_error_deg,mean_action_execution_error_deg_ci95
pose_novelty,120,0.5793753541139133,0.008182736166590448,6.91477007094686,0.4728550966557404,3.583365856020482,0.25946593290473596,56.74361420169758,2.5399420674814017
ray_gpis,120,0.5757848914868037,0.008566978227512137,6.91477007094686,0.4728550966557404,3.583365856020482,0.25946593290473596,56.84923766445908,2.2221648057799537
