planner,paired_scenes,mean_action_so3_error_deg,mean_action_so3_error_deg_ci95,mean_action_so3_error_deg_n,mean_nominal_target_view_error_deg,mean_nominal_target_view_error_deg_ci95,mean_nominal_target_view_error_deg_n,stall_action_rate,stall_action_rate_ci95,stall_action_rate_n,slip_action_rate,slip_action_rate_ci95,slip_action_rate_n,persistent_misalignment_action_rate,persistent_misalignment_action_rate_ci95,persistent_misalignment_action_rate_n,episode_stall_or_slip_rate,episode_stall_or_slip_rate_ci95,episode_stall_or_slip_rate_n,fault_action_gain_f@5,fault_action_gain_f@5_ci95,fault_action_gain_f@5_n,fault_action_regret_f@5,fault_action_regret_f@5_ci95,fault_action_regret_f@5_n,post_fault_next_gain_f@5,post_fault_next_gain_f@5_ci95,post_fault_next_gain_f@5_n,post_fault_next_regret_f@5,post_fault_next_regret_f@5_ci95,post_fault_next_regret_f@5_n,fault_actions,post_fault_decisions
pose_novelty,120,56.74361420169758,2.5399420674814017,120,52.376827170409996,2.510962672612106,120,0.26666666666666666,0.03450884134129911,120,0.18833333333333338,0.0294487613064397,120,0.33499999999999996,0.05703730461414757,120,0.9333333333333333,0.04481829691724231,120,0.07927923012199871,0.009810504903420116,112,0.009934882716292484,0.002220726025859338,112,0.09651444635228248,0.010418961693977305,108,0.005620814217397659,0.0018333087734000383,108,241,199
ray_gpis,120,56.84923766445908,2.2221648057799537,120,50.5521278264591,2.5177068063129506,120,0.26666666666666666,0.03450884134129911,120,0.18833333333333338,0.0294487613064397,120,0.33499999999999996,0.05703730461414757,120,0.9333333333333333,0.04481829691724231,120,0.07809155614541484,0.009791282135289374,112,0.011374480486291836,0.0027437176619671353,112,0.09508087246020828,0.010257979837652552,108,0.0065870824369705545,0.0022484873103118218,108,241,199
