planner,paired_scenes,selected_gain_f@5,selected_gain_f@5_ci95,selected_gain_f@5_n,selected_gain_recall@5,selected_gain_recall@5_ci95,selected_gain_recall@5_n,selected_chamfer_reduction_mm,selected_chamfer_reduction_mm_ci95,selected_chamfer_reduction_mm_n,selected_recovery_recall@5,selected_recovery_recall@5_ci95,selected_recovery_recall@5_n,score_gain_correlation,score_gain_correlation_ci95,score_gain_correlation_n,oracle_regret_f@5,oracle_regret_f@5_ci95,oracle_regret_f@5_n,oracle_action_accuracy,oracle_action_accuracy_ci95,oracle_action_accuracy_n,selected_first_second_error_deg,selected_first_second_error_deg_ci95,selected_first_second_error_deg_n,selected_accepted_frames,selected_accepted_frames_ci95,selected_accepted_frames_n,planning_time_s,planning_time_s_ci95,planning_time_s_n
pose_novelty,120,0.29905849408765683,0.015310304428362707,120,0.418185,0.020756773372169784,120,7.739406542920227,0.5640333492169376,120,0.8005776932332764,0.032006916314806386,120,0.36666666666666664,0.11925673957743654,120,0.022281997412387802,0.008975533145152067,120,0.6833333333333333,0.08357955780967097,120,36.70660513970021,3.584131263097308,120,17.141666666666666,1.0156674388820528,120,0.00023860507535573562,1.6157010646684927e-05,120
ray_gpis,120,0.2965263317021741,0.013143392542030924,120,0.4116769444444444,0.017371031360140416,120,7.8032670887063595,0.544565781472896,120,0.7894675348324344,0.026068394285502824,120,0.2894337567297407,0.11764502477802143,120,0.024814159797870654,0.007160529575968089,120,0.5416666666666666,0.0895239771438922,120,49.1337356293579,3.372217814406941,120,16.3,1.0117674692164726,120,0.546011809908426,0.07855985540332969,120
