object,initial_pose_seed,mean_branch_first_second_error_deg,max_branch_first_second_error_deg,planner,selected_action,selected_gain_f@5,selected_gain_recall@5,selected_chamfer_reduction_mm,selected_recovery_recall@5,score_gain_correlation,oracle_regret_f@5,oracle_action_accuracy,selected_first_second_error_deg,selected_accepted_frames,planning_time_s
Corner,13,51.020642549800094,69.66690726912759,pose_novelty,minus_x,0.31498202857894264,0.47906666666666664,7.216365829745335,1.0,1.0,0.0,1.0,69.66690726912759,23,0.0001952379971044138
Corner,13,51.020642549800094,69.66690726912759,ray_gpis,minus_x,0.31498202857894264,0.47906666666666664,7.216365829745335,1.0,0.5,0.0,1.0,69.66690726912759,23,0.9398371290008072
Corner,14,43.073452495510175,65.46209248772897,pose_novelty,minus_x,0.2578137310264743,0.3474,7.379567515300775,0.6643717728055077,1.0,0.0,1.0,45.08940537858663,17,0.0001992659963434562
Corner,14,43.073452495510175,65.46209248772897,ray_gpis,minus_x,0.2578137310264743,0.3474,7.379567515300775,0.6643717728055077,1.0,0.0,1.0,45.08940537858663,17,0.1303690079948865
Cross,0,48.407635991379436,51.080847348032975,pose_novelty,minus_x,0.38205735568005506,0.4730333333333333,11.149937880675092,0.7331198016221522,1.0,0.0,1.0,45.08940537858663,17,0.00019882700871676207
Cross,0,48.407635991379436,51.080847348032975,ray_gpis,minus_x,0.38205735568005506,0.4730333333333333,11.149937880675092,0.7331198016221522,0.5,0.0,1.0,45.08940537858663,17,0.11817028300720267
Cross,1,40.32907964882565,62.36592637265595,pose_novelty,minus_x,0.2295051278358825,0.35919999999999996,4.8913634758749,0.8954975909619538,1.0,0.0,1.0,7.540465225788005,23,0.0001949720026459545
Cross,1,40.32907964882565,62.36592637265595,ray_gpis,plus_z,0.16776234787606692,0.24760000000000004,3.810192635353964,0.6171290912111647,-0.5,0.061742779959815586,0.0,62.36592637265595,12,1.0638041139900452
Cross,2,33.67259349385136,49.052655247518686,pose_novelty,minus_y,0.3700915274214891,0.5346,10.108744254007195,0.9778672032193159,1.0,0.0,1.0,34.342365132754,24,0.00021220500639174134
Cross,2,33.67259349385136,49.052655247518686,ray_gpis,plus_z,0.3225856014326406,0.4449666666666667,9.308326077290587,0.8139137857447717,-0.5,0.04750592598884851,0.0,49.052655247518686,7,0.13086101300723385
Cross,3,45.42632958489636,49.052655247518686,pose_novelty,minus_x,0.2981054511213844,0.3975333333333333,8.205087062576993,0.7183285163776493,-0.5,0.039705832295635846,0.0,45.08940537858663,17,0.00019871100084856153
Cross,3,45.42632958489636,49.052655247518686,ray_gpis,plus_z,0.33781128341702027,0.4676,8.663356148285935,0.8460380539499036,0.5,0.0,1.0,49.052655247518686,7,0.1365509729948826
Cross,4,35.811593630236,62.36265620934178,pose_novelty,minus_x,0.39656397856253134,0.5647333333333333,9.922909806267048,0.9887384759015054,0.5,0.0,1.0,7.540465225788005,24,0.00019222201080992818
Cross,4,35.811593630236,62.36265620934178,ray_gpis,plus_z,0.3899443608065496,0.5516666666666667,9.79675720420763,0.9656902789123585,-0.5,0.006619617755981744,0.0,62.36265620934178,25,0.12398260198824573
Cross,5,49.864086626608774,62.36592637265595,pose_novelty,minus_x,0.1486350076306301,0.22660000000000002,3.5299162358499814,0.6234409391049156,0.5,0.0,1.0,45.08940537858663,17,0.0001978109939955175
Cross,5,49.864086626608774,62.36592637265595,ray_gpis,minus_x,0.1486350076306301,0.22660000000000002,3.5299162358499814,0.6234409391049156,1.0,0.0,1.0,45.08940537858663,17,1.0742505399975926
Cross,6,35.76264768796593,55.322817829862394,pose_novelty,minus_y,0.1244407499156498,0.20873333333333333,2.26782803520615,0.7736595008648381,-0.5,0.0043967038710373,0.0,34.342365132754,24,0.00018129301315639168
Cross,6,35.76264768796593,55.322817829862394,ray_gpis,plus_z,0.12874953535586908,0.21686666666666665,2.2375033083719185,0.8038052878675562,-0.5,8.791843081801254e-05,0.0,55.322817829862394,13,1.0613043589983135
Cross,7,49.47410492176231,65.02729438501424,pose_novelty,minus_x,0.3903112832148027,0.53,10.17598255431489,0.8902439024390244,1.0,0.0,1.0,65.02729438501424,16,0.0002406659914413467
Cross,7,49.47410492176231,65.02729438501424,ray_gpis,plus_z,0.34898170711925436,0.45566666666666666,9.614860030531506,0.7647124636383978,-0.5,0.041329576095548326,0.0,49.052655247518686,7,0.14446945098461583
Cross,8,39.25208756561101,51.080847348032975,pose_novelty,minus_x,0.4250394645299346,0.5584666666666667,11.467819764668363,0.8807083924536234,1.0,0.0,1.0,17.62276010128139,18,0.0005000560049666092
Cross,8,39.25208756561101,51.080847348032975,ray_gpis,minus_x,0.4250394645299346,0.5584666666666667,11.467819764668363,0.8807083924536234,0.5,0.0,1.0,17.62276010128139,18,0.12481473399384413
Cross,9,34.73569160145943,49.052655247518686,pose_novelty,minus_y,0.1896859280848363,0.2990666666666667,4.02523095406424,0.8137868480725624,-1.0,0.024323619815090458,0.0,37.53165945557821,8,0.0001993890036828816
Cross,9,34.73569160145943,49.052655247518686,ray_gpis,plus_z,0.21400954789992677,0.34553333333333336,4.4477612389325705,0.9402267573696145,1.0,0.0,1.0,49.052655247518686,7,1.0502107590145897
Cross,10,35.76264768796593,55.322817829862394,pose_novelty,minus_x,0.3844624416721333,0.5422666666666667,10.220853694649136,0.9524422345715121,0.5,0.0,1.0,17.62276010128139,18,0.00044895098835695535
Cross,10,35.76264768796593,55.322817829862394,ray_gpis,plus_z,0.32424763415980573,0.43170000000000003,9.442208721014433,0.7594033343082772,0.5,0.06021480751232755,0.0,55.322817829862394,13,0.12286888500966597
Cross,11,51.60913397381984,65.02729438501424,pose_novelty,minus_x,0.3317312508512077,0.45480000000000004,8.436860474551665,0.8180346543557767,0.5,0.0,1.0,65.02729438501424,16,0.0001984710106626153
Cross,11,51.60913397381984,65.02729438501424,ray_gpis,minus_x,0.3317312508512077,0.45480000000000004,8.436860474551665,0.8180346543557767,1.0,0.0,1.0,65.02729438501424,16,0.12681669599260204
Cross,12,44.918196113734346,55.322817829862394,pose_novelty,minus_x,0.18856434201582184,0.2833,5.169730655563695,0.7039675308539717,-0.5,0.0044288613969222235,0.0,45.08940537858663,17,0.0004733120003947988
Cross,12,44.918196113734346,55.322817829862394,ray_gpis,minus_x,0.18856434201582184,0.2833,5.169730655563695,0.7039675308539717,0.5,0.0044288613969222235,0.0,45.08940537858663,17,1.0835392309963936
