object,initial_pose_seed,mean_branch_first_second_error_deg,max_branch_first_second_error_deg,planner,selected_action,selected_gain_f@5,selected_gain_recall@5,selected_chamfer_reduction_mm,selected_recovery_recall@5,score_gain_correlation,oracle_regret_f@5,oracle_action_accuracy,selected_first_second_error_deg,selected_accepted_frames,planning_time_s
Corner,1,30.311828535353566,49.052655247518686,pose_novelty,minus_x,0.3596495650769085,0.5284666666666666,6.121713603350229,0.9976716380341074,1.0,0.0,1.0,7.540465225788005,24,0.00019660399993881583
Corner,1,30.311828535353566,49.052655247518686,ray_gpis,minus_x,0.3596495650769085,0.5284666666666666,6.121713603350229,0.9976716380341074,1.0,0.0,1.0,7.540465225788005,24,0.9325022560078651
Corner,2,34.74452443830082,52.268448080867074,pose_novelty,minus_x,0.35333320546804026,0.48219999999999996,9.382973072577023,0.8438028579760863,1.0,0.0,1.0,17.62276010128139,18,0.00021472800290212035
Corner,2,34.74452443830082,52.268448080867074,ray_gpis,minus_x,0.35333320546804026,0.48219999999999996,9.382973072577023,0.8438028579760863,1.0,0.0,1.0,17.62276010128139,18,0.13066342599631753
Corner,3,33.67259349385136,49.052655247518686,pose_novelty,minus_x,0.2988980108605216,0.4147666666666667,7.299539312689777,0.7849035187287173,1.0,0.0,1.0,17.62276010128139,18,0.00019516701286192983
Corner,3,33.67259349385136,49.052655247518686,ray_gpis,minus_x,0.2988980108605216,0.4147666666666667,7.299539312689777,0.7849035187287173,1.0,0.0,1.0,17.62276010128139,18,0.1259900509903673
Corner,4,49.47410492176231,65.02729438501424,pose_novelty,minus_x,0.21994894992524705,0.34809999999999997,3.0891869725669387,0.9008022082291037,1.0,0.0,1.0,65.02729438501424,16,0.00044852899736724794
Corner,4,49.47410492176231,65.02729438501424,ray_gpis,plus_z,0.10890790652366411,0.1554333333333333,1.5669460193339084,0.4024842577417407,-0.5,0.11104104340158294,0.0,49.052655247518686,7,0.8969093400082784
Corner,5,32.13625096226361,55.322817829862394,pose_novelty,minus_x,0.21232464163212206,0.34429999999999994,3.3374423359452887,0.9489533602644142,0.5,0.0,1.0,7.540465225788005,22,0.00020745799702126533
Corner,5,32.13625096226361,55.322817829862394,ray_gpis,plus_z,0.14223299970732972,0.21566666666666667,2.164507802236207,0.5948402497245685,0.5,0.07009164192479234,0.0,55.322817829862394,13,0.9343448150029872
Corner,6,37.8302799716312,55.322817829862394,pose_novelty,minus_y,0.272362057159493,0.3672333333333333,5.312301798090193,0.6914099265859321,-0.5,0.05859159576821582,0.0,37.53165945557821,8,0.0001999910018639639
Corner,6,37.8302799716312,55.322817829862394,ray_gpis,minus_y,0.272362057159493,0.3672333333333333,5.312301798090193,0.6914099265859321,-1.0,0.05859159576821582,0.0,37.53165945557821,8,0.9068290819996037
Corner,7,44.9631709716773,52.268448080867074,pose_novelty,minus_x,0.27565207238581235,0.37896666666666673,5.876045747771108,0.7282740954210695,0.5,0.0,1.0,45.08940537858663,17,0.0004307790077291429
Corner,7,44.9631709716773,52.268448080867074,ray_gpis,minus_x,0.27565207238581235,0.37896666666666673,5.876045747771108,0.7282740954210695,0.5,0.0,1.0,45.08940537858663,17,0.1447557719948236
Corner,8,49.36105244063126,65.46209248772897,pose_novelty,minus_x,0.28417400296073536,0.3987666666666666,5.045346675703885,0.7783850608367493,0.5,0.0,1.0,45.08940537858663,17,0.00020814799063373357
Corner,8,49.36105244063126,65.46209248772897,ray_gpis,minus_x,0.28417400296073536,0.3987666666666666,5.045346675703885,0.7783850608367493,1.0,0.0,1.0,45.08940537858663,17,0.13165753800421953
Corner,9,34.48286375542341,62.36265620934178,pose_novelty,minus_y,0.26803183833078326,0.37299999999999994,8.040814560445774,0.7345411579361953,-1.0,0.063952441439863,0.0,33.545469831140444,5,0.00021635300072375685
Corner,9,34.48286375542341,62.36265620934178,ray_gpis,plus_z,0.33198427977064626,0.4913,9.351245570944151,0.967703820401733,1.0,0.0,1.0,62.36265620934178,25,0.12133650900796056
Corner,10,53.110696743914666,69.66690726912759,pose_novelty,minus_x,0.34080493588050254,0.5080333333333333,6.048120819373901,0.9985586057786805,1.0,0.0,1.0,69.66690726912759,23,0.00044352699478622526
Corner,10,53.110696743914666,69.66690726912759,ray_gpis,minus_x,0.34080493588050254,0.5080333333333333,6.048120819373901,0.9985586057786805,1.0,0.0,1.0,69.66690726912759,23,1.0167473220062675
Corner,11,28.448091656338335,49.052655247518686,pose_novelty,minus_x,0.31408634616757636,0.44190000000000007,8.595915716991732,0.8354127284183995,1.0,0.0,1.0,17.62276010128139,17,0.000196506007341668
Corner,11,28.448091656338335,49.052655247518686,ray_gpis,minus_x,0.31408634616757636,0.44190000000000007,8.595915716991732,0.8354127284183995,1.0,0.0,1.0,17.62276010128139,17,0.13613989601435605
Corner,12,50.497690185494,55.322817829862394,pose_novelty,minus_x,0.26228596829069983,0.36433333333333334,5.003597926983546,0.7209179635979952,1.0,0.0,1.0,45.08940537858663,17,0.00019413100380916148
Corner,12,50.497690185494,55.322817829862394,ray_gpis,minus_x,0.26228596829069983,0.36433333333333334,5.003597926983546,0.7209179635979952,0.5,0.0,1.0,45.08940537858663,17,0.13936348000424914
